id;codice_comune;foglio;particella;subalterno;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;id_list;meta_immobile;lista_file_ape;classe_energetica_ape;epglnren_ape;classe_target_ape;list_file_ape_filtered;coordinate_ds_coerenti;list_file_ape_validated;fonte_coordinate_usata;list_file_ape_validated_norm;plot_filename;id_left;zona_omi;id_list_formatted;ape_score_classe;ape_score_impianto;ape_score_involucro;ape_score_rinnovabili;ape_score_total;sanita;mobilita;verde;sport;commerciale;educazione
683629;L219;1145;42;1.0;86.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683629;D20;['ID: 683629, MQ: 86.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683630;L219;1145;42;10.0;85.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683630;D20;['ID: 683630, MQ: 85.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
683631;L219;1145;42;11.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683631;D20;['ID: 683631, MQ: 113.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
683632;L219;1145;42;12.0;84.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0212.xml'];F;254.84;F;['2019_312661_0212.xml'];False;['2019_312661_0212.xml'];originali;('2019_312661_0212.xml',);ape_summary_d8c870aabb07.html;683632;D20;['ID: 683632, MQ: 84.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0
683633;L219;1145;42;13.0;85.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683633;D20;['ID: 683633, MQ: 85.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
683634;L219;1145;42;14.0;116.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683634;D20;['ID: 683634, MQ: 116.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683635;L219;1145;42;15.0;83.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683635;D20;['ID: 683635, MQ: 83.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683636;L219;1145;42;16.0;85.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683636;D20;['ID: 683636, MQ: 85.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
683637;L219;1145;42;17.0;111.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683637;D20;['ID: 683637, MQ: 111.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683638;L219;1145;42;18.0;86.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683638;D20;['ID: 683638, MQ: 86.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
683639;L219;1145;42;19.0;85.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683639;D20;['ID: 683639, MQ: 85.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683640;L219;1145;42;2.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683640;D20;['ID: 683640, MQ: 113.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683641;L219;1145;42;20.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683641;D20;['ID: 683641, MQ: 113.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
683642;L219;1145;42;21.0;83.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683642;D20;['ID: 683642, MQ: 83.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
683643;L219;1145;42;22.0;85.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683643;D20;['ID: 683643, MQ: 85.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683644;L219;1145;42;23.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683644;D20;['ID: 683644, MQ: 113.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683645;L219;1145;42;24.0;82.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683645;D20;['ID: 683645, MQ: 82.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
683646;L219;1145;42;3.0;87.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683646;D20;['ID: 683646, MQ: 87.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
683647;L219;1145;42;4.0;86.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0210.xml'];G;269.69;F;['2019_312661_0210.xml'];False;['2019_312661_0210.xml'];originali;('2019_312661_0210.xml',);ape_summary_ca0cb813870a.html;683647;D20;['ID: 683647, MQ: 86.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
683648;L219;1145;42;5.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0211.xml'];F;201.28;F;['2019_312661_0211.xml'];False;['2019_312661_0211.xml'];originali;('2019_312661_0211.xml',);ape_summary_af7251cdef8f.html;683648;D20;['ID: 683648, MQ: 113.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0
683649;L219;1145;42;6.0;84.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683649;D20;['ID: 683649, MQ: 84.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;2.0;1.0
683650;L219;1145;42;7.0;84.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683650;D20;['ID: 683650, MQ: 84.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683651;L219;1145;42;8.0;113.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683651;D20;['ID: 683651, MQ: 113.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
683652;L219;1145;42;9.0;84.0;FABBRICATO;via maddalene;2;45.0904066;7.7059706;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683652;D20;['ID: 683652, MQ: 84.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683653;L219;1145;43;1.0;54.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683653;D20;['ID: 683653, MQ: 54.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683654;L219;1145;43;10.0;79.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683654;D20;['ID: 683654, MQ: 79.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683655;L219;1145;43;11.0;52.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683655;D20;['ID: 683655, MQ: 52.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
683656;L219;1145;43;12.0;81.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683656;D20;['ID: 683656, MQ: 81.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683657;L219;1145;43;14.0;84.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683657;D20;['ID: 683657, MQ: 84.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
683658;L219;1145;43;15.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683658;D20;['ID: 683658, MQ: 82.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683659;L219;1145;43;16.0;84.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683659;D20;['ID: 683659, MQ: 84.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
683660;L219;1145;43;17.0;83.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683660;D20;['ID: 683660, MQ: 83.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;2.0;1.0
683661;L219;1145;43;18.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683661;D20;['ID: 683661, MQ: 82.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
683662;L219;1145;43;19.0;81.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683662;D20;['ID: 683662, MQ: 81.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
683663;L219;1145;43;2.0;78.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_102351_0263.xml'];F;278.03;E;['2019_102351_0263.xml'];False;['2019_102351_0263.xml'];originali;('2019_102351_0263.xml',);ape_summary_15042f74515b.html;683663;D20;['ID: 683663, MQ: 78.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
683664;L219;1145;43;20.0;81.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683664;D20;['ID: 683664, MQ: 81.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683665;L219;1145;43;21.0;85.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683665;D20;['ID: 683665, MQ: 85.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
683666;L219;1145;43;22.0;84.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683666;D20;['ID: 683666, MQ: 84.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683667;L219;1145;43;23.0;79.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683667;D20;['ID: 683667, MQ: 79.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683668;L219;1145;43;24.0;83.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0198.xml'];F;217.35;E;['2019_312661_0198.xml'];False;['2019_312661_0198.xml'];originali;('2019_312661_0198.xml',);ape_summary_5322b6df1dcf.html;683668;D20;['ID: 683668, MQ: 83.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0
683669;L219;1145;43;25.0;80.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683669;D20;['ID: 683669, MQ: 80.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
683670;L219;1145;43;26.0;63.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683670;D20;['ID: 683670, MQ: 63.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683671;L219;1145;43;27.0;61.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0207.xml'];F;308.05;F;['2019_312661_0207.xml'];False;['2019_312661_0207.xml'];originali;('2019_312661_0207.xml',);ape_summary_5df9d0571cbc.html;683671;D20;['ID: 683671, MQ: 61.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0
683672;L219;1145;43;28.0;61.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0199.xml'];F;213.48;F;['2019_312661_0199.xml'];False;['2019_312661_0199.xml'];originali;('2019_312661_0199.xml',);ape_summary_5d36ac31dfaf.html;683672;D20;['ID: 683672, MQ: 61.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
683673;L219;1145;43;29.0;58.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683673;D20;['ID: 683673, MQ: 58.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683674;L219;1145;43;3.0;56.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683674;D20;['ID: 683674, MQ: 56.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683675;L219;1145;43;30.0;60.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0200.xml'];F;214.55;F;['2019_312661_0200.xml'];False;['2019_312661_0200.xml'];originali;('2019_312661_0200.xml',);ape_summary_bb6faa97fee0.html;683675;D20;['ID: 683675, MQ: 60.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;2.0;3.0;2.0
683676;L219;1145;43;31.0;63.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683676;D20;['ID: 683676, MQ: 63.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
683677;L219;1145;43;32.0;62.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683677;D20;['ID: 683677, MQ: 62.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683678;L219;1145;43;33.0;57.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683678;D20;['ID: 683678, MQ: 57.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683679;L219;1145;43;34.0;63.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0201.xml'];G;259.06;F;['2019_312661_0201.xml'];False;['2019_312661_0201.xml'];originali;('2019_312661_0201.xml',);ape_summary_5275179ce4a1.html;683679;D20;['ID: 683679, MQ: 63.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
683680;L219;1145;43;35.0;62.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0202.xml'];G;306.88;G;['2019_312661_0202.xml'];False;['2019_312661_0202.xml'];originali;('2019_312661_0202.xml',);ape_summary_7763986b9e5c.html;683680;D20;['ID: 683680, MQ: 62.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0
683681;L219;1145;43;36.0;59.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0208.xml'];F;289.35;F;['2019_312661_0208.xml'];False;['2019_312661_0208.xml'];originali;('2019_312661_0208.xml',);ape_summary_431f91453e80.html;683681;D20;['ID: 683681, MQ: 59.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
683682;L219;1145;43;37.0;63.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683682;D20;['ID: 683682, MQ: 63.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683683;L219;1145;43;38.0;80.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683683;D20;['ID: 683683, MQ: 80.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683684;L219;1145;43;39.0;79.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683684;D20;['ID: 683684, MQ: 79.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683685;L219;1145;43;4.0;77.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683685;D20;['ID: 683685, MQ: 77.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683686;L219;1145;43;40.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683686;D20;['ID: 683686, MQ: 82.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
683687;L219;1145;43;41.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683687;D20;['ID: 683687, MQ: 82.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;2.0;1.0
683688;L219;1145;43;42.0;80.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683688;D20;['ID: 683688, MQ: 80.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
683689;L219;1145;43;43.0;78.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683689;D20;['ID: 683689, MQ: 78.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683690;L219;1145;43;44.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683690;D20;['ID: 683690, MQ: 82.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
683691;L219;1145;43;45.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;['2019_312661_0209.xml'];G;227.6;F;['2019_312661_0209.xml'];False;['2019_312661_0209.xml'];originali;('2019_312661_0209.xml',);ape_summary_660f6aec6365.html;683691;D20;['ID: 683691, MQ: 82.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
683692;L219;1145;43;46.0;82.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683692;D20;['ID: 683692, MQ: 82.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
683693;L219;1145;43;47.0;78.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683693;D20;['ID: 683693, MQ: 78.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
683694;L219;1145;43;48.0;81.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683694;D20;['ID: 683694, MQ: 81.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
683695;L219;1145;43;49.0;79.0;FABBRICATO;via maddalene;6;45.0904443;7.7065946;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];False;[];originali;();;683695;D20;['ID: 683695, MQ: 79.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
