id;codice_comune;foglio;particella;subalterno;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;id_list;meta_immobile;lista_file_ape;classe_energetica_ape;epglnren_ape;classe_target_ape;list_file_ape_filtered;coordinate_ds_coerenti;list_file_ape_validated;fonte_coordinate_usata;list_file_ape_validated_norm;plot_filename;id_left;zona_omi;id_list_formatted;ape_score_classe;ape_score_impianto;ape_score_involucro;ape_score_rinnovabili;ape_score_total;sanita;mobilita;verde;sport;commerciale;educazione
698410;L219;1298;281;71.0;105.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698410;C24;['ID: 698410, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698411;L219;1298;281;72.0;88.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698411;C24;['ID: 698411, MQ: 88.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
698412;L219;1298;281;73.0;106.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698412;C24;['ID: 698412, MQ: 106.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698413;L219;1298;281;74.0;88.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698413;C24;['ID: 698413, MQ: 88.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698414;L219;1298;281;75.0;106.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698414;C24;['ID: 698414, MQ: 106.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
698415;L219;1298;281;77.0;105.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698415;C24;['ID: 698415, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698416;L219;1298;281;78.0;88.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698416;C24;['ID: 698416, MQ: 88.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698417;L219;1298;281;79.0;105.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698417;C24;['ID: 698417, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;4.0;2.0;3.0;4.0;3.0
698418;L219;1298;281;80.0;89.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698418;C24;['ID: 698418, MQ: 89.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
698419;L219;1298;281;82.0;88.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698419;C24;['ID: 698419, MQ: 88.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698420;L219;1298;281;83.0;105.0;FABBRICATO;corso lione;52;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698420;C24;['ID: 698420, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;3.0
698421;L219;1298;281;84.0;168.0;FABBRICATO;corso lione;54;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698421;C24;['ID: 698421, MQ: 168.0, TIPO: Abitazione'];;;;;;2.0;2.0;3.0;2.0;2.0;2.0
698422;L219;1298;281;86.0;58.0;FABBRICATO;corso lione;54;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698422;C24;['ID: 698422, MQ: 58.0, TIPO: Abitazione'];;;;;;2.0;2.0;3.0;2.0;2.0;2.0
698423;L219;1298;281;95.0;58.0;FABBRICATO;corso lione;54;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698423;C24;['ID: 698423, MQ: 58.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698424;L219;1298;281;97.0;60.0;FABBRICATO;corso lione;54;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698424;C24;['ID: 698424, MQ: 60.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698425;L219;1298;281;98.0;61.0;FABBRICATO;corso lione;54;45.0574727;7.6539157;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698425;C24;['ID: 698425, MQ: 61.0, TIPO: Abitazione'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
698426;L219;145;259;3.0;64.0;FABBRICATO;corso moncalieri;61;45.0536053;7.6911288;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698426;C12;['ID: 698426, MQ: 64.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698427;L219;145;259;4.0;61.0;FABBRICATO;corso moncalieri;61;45.0536053;7.6911288;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698427;C12;['ID: 698427, MQ: 61.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698428;L219;1300;137;105.0;716.29;FABBRICATO;Via Dego;6;45.0594272;7.6583945;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;[];False;[];;;;[];True;[];originali;();;698428;C5;['ID: 698428, MQ: 716.29, TIPO: Ufficio strutturato ed assimilabili'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698430;L219;1300;137;4.0;83.0;FABBRICATO;via giovanni da verazzano;13;45.0594272;7.6583945;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;[];False;[];;;;[];True;[];originali;();;698430;C5;['ID: 698430, MQ: 83.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698435;L219;1300;170;10.0;50.0;FABBRICATO;Corso Duca degli Abruzzi;52;45.0586544;7.6595314;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;[];False;[];;;;[];True;[];originali;();;698435;C5;['ID: 698435, MQ: 50.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698436;L219;1300;170;11.0;96.0;FABBRICATO;Corso Duca degli Abruzzi;52;45.0586544;7.6595314;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;[];False;[];;;;[];True;[];originali;();;698436;C5;['ID: 698436, MQ: 96.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;3.0
698437;L219;1300;170;12.0;147.0;FABBRICATO;Corso Duca degli Abruzzi;52;45.0586544;7.6595314;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;[];False;['2021_106141_0044.xml'];E;311.91;D;['2021_106141_0044.xml'];True;['2021_106141_0044.xml'];originali;('2021_106141_0044.xml',);ape_summary_f6ed6a5561c7.html;698437;C5;['ID: 698437, MQ: 147.0, TIPO: Abitazione'];3.0;1.0;1.0;1.0;1.5;2.0;3.0;2.0;2.0;3.0;2.0
698438;L219;1300;170;9.0;2000.0;FABBRICATO;Corso Duca degli Abruzzi;50;45.0586544;7.6595314;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;[];False;[];;;;[];True;[];originali;();;698438;C5;['ID: 698438, MQ: 2000.0, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698440;L219;1480;273;2.0;3420.75;FABBRICATO;via isler ignazio;15;45.0167754;7.6362999;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;[];False;[];;;;[];True;[];originali;();;698440;D6;['ID: 698440, MQ: 3420.75, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698441;L219;1480;273;3.0;92.0;FABBRICATO;via isler ignazio;15;45.0167754;7.6362999;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;[];False;[];;;;[];True;[];originali;();;698441;D6;['ID: 698441, MQ: 92.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
698443;L219;1301;135;19.0;10.0;FABBRICATO;via valeggio;23;45.0589645;7.6687327;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698443;C4;['ID: 698443, MQ: 10.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698444;L219;1301;135;21.0;12.0;FABBRICATO;via valeggio;23;45.0589645;7.6687327;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698444;C4;['ID: 698444, MQ: 12.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698446;L219;1301;135;6.0;94.0;FABBRICATO;via valeggio;23;45.0589645;7.6687327;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;3642.0;01/02/2022;1;[];False;['2021_102099_0079.xml'];G;209.4;F;['2021_102099_0079.xml'];True;['2021_102099_0079.xml'];originali;('2021_102099_0079.xml',);ape_summary_23ecde638e09.html;698446;C4;['ID: 698446, MQ: 94.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;4.0;3.0
698447;L219;1301;349;9.0;106.0;FABBRICATO;Via Cristoforo Colombo;36;45.05831817;7.66058969;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;[];False;[];;;;[];True;[];originali;();;698447;C5;['ID: 698447, MQ: 106.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698449;L219;1302;15;18.0;133.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698449;C4;['ID: 698449, MQ: 133.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698450;L219;1302;15;28.0;42.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698450;C4;['ID: 698450, MQ: 42.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698451;L219;1302;15;29.0;41.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698451;C4;['ID: 698451, MQ: 41.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698452;L219;1302;15;32.0;40.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698452;C4;['ID: 698452, MQ: 40.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698453;L219;1302;15;36.0;40.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698453;C4;['ID: 698453, MQ: 40.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698454;L219;1302;15;38.0;38.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698454;C4;['ID: 698454, MQ: 38.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698455;L219;1302;15;43.0;55.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698455;C4;['ID: 698455, MQ: 55.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698456;L219;1302;15;52.0;53.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698456;C4;['ID: 698456, MQ: 53.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698457;L219;1302;15;55.0;42.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698457;C4;['ID: 698457, MQ: 42.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;3.0
698458;L219;1302;15;56.0;141.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698458;C4;['ID: 698458, MQ: 141.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698459;L219;1302;15;57.0;133.0;FABBRICATO;via massena andrea;28;45.0613276;7.6727091;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698459;C4;['ID: 698459, MQ: 133.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;3.0
698461;L219;1304;71;100.0;71.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698461;B8;['ID: 698461, MQ: 71.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
698462;L219;1304;71;101.0;92.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698462;B8;['ID: 698462, MQ: 92.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698463;L219;1304;71;102.0;91.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698463;B8;['ID: 698463, MQ: 91.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698464;L219;1304;71;103.0;69.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698464;B8;['ID: 698464, MQ: 69.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698465;L219;1304;71;104.0;78.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698465;B8;['ID: 698465, MQ: 78.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698466;L219;1304;71;105.0;68.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698466;B8;['ID: 698466, MQ: 68.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;4.0;3.0
698467;L219;1304;71;16.0;32.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698467;B8;['ID: 698467, MQ: 32.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698468;L219;1304;71;28.0;60.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698468;B8;['ID: 698468, MQ: 60.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
698469;L219;1304;71;29.0;31.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698469;B8;['ID: 698469, MQ: 31.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698470;L219;1304;71;30.0;39.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698470;B8;['ID: 698470, MQ: 39.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
698471;L219;1304;71;33.0;94.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698471;B8;['ID: 698471, MQ: 94.0, TIPO: Abitazione'];;;;;;4.0;4.0;4.0;4.0;4.0;4.0
698472;L219;1304;71;34.0;89.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698472;B8;['ID: 698472, MQ: 89.0, TIPO: Abitazione'];;;;;;2.0;3.0;3.0;3.0;3.0;3.0
698473;L219;1304;71;35.0;109.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698473;B8;['ID: 698473, MQ: 109.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698474;L219;1304;71;39.0;36.0;FABBRICATO;via nizza;15;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698474;B8;['ID: 698474, MQ: 36.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698475;L219;1304;71;40.0;37.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698475;B8;['ID: 698475, MQ: 37.0, TIPO: Abitazione'];;;;;;3.0;4.0;2.0;2.0;3.0;2.0
698476;L219;1304;71;41.0;34.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698476;B8;['ID: 698476, MQ: 34.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
698477;L219;1304;71;42.0;52.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698477;B8;['ID: 698477, MQ: 52.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698478;L219;1304;71;43.0;56.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698478;B8;['ID: 698478, MQ: 56.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698479;L219;1304;71;47.0;30.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698479;B8;['ID: 698479, MQ: 30.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698480;L219;1304;71;48.0;30.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698480;B8;['ID: 698480, MQ: 30.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
698481;L219;1304;71;52.0;50.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698481;B8;['ID: 698481, MQ: 50.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
698482;L219;1304;71;53.0;36.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698482;B8;['ID: 698482, MQ: 36.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698483;L219;1304;71;54.0;44.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698483;B8;['ID: 698483, MQ: 44.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
698484;L219;1304;71;55.0;46.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698484;B8;['ID: 698484, MQ: 46.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
698485;L219;1304;71;56.0;35.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698485;B8;['ID: 698485, MQ: 35.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698486;L219;1304;71;57.0;34.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698486;B8;['ID: 698486, MQ: 34.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698487;L219;1304;71;60.0;48.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698487;B8;['ID: 698487, MQ: 48.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
698488;L219;1304;71;62.0;108.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698488;B8;['ID: 698488, MQ: 108.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
698489;L219;1304;71;63.0;49.0;FABBRICATO;via nizza;17;45.0601276;7.6788011;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;698489;B8;['ID: 698489, MQ: 49.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
