file,unita,indirizzo,data_emissione,classe,epglnren,epglren,co2,superficie,vettore,serv_risc,serv_acs,serv_raf,serv_vent,serv_illu,serv_trasp,destinazione_uso_cod,oggetto_attestato_cod,tipologia_edilizia_cod,piano,codice_catastale,sezione,foglio,particella,subA,subDA,subalterno,anno_costruzione,lat,lon,coordinate_str,comune,zona_climatica,intervento_desc,intervento_classe_target,intervento_payback,qualita_invernale,qualita_estiva,fonti_rinnovabili,imp_risc_anno,imp_risc_desc,imp_risc_tipo,imp_risc_epnren,imp_acs_anno,imp_acs_desc,imp_acs_tipo,imp_acs_epnren,imp_raf_anno,imp_raf_desc,imp_raf_tipo,imp_raf_epnren,consumo_kwh_tot,tipologia_edilizia_str,ape_class_score,ape_system_score,ape_envelope_score,ape_renewables_score,ape_total_points,ape_score,kwh_per_sqm,energy_score,estimated_cost_year,cost_per_sqm_year
2019_113118_0047.xml,15,via Parenzo 90,2019-10-31,E,151.44,0.37,58.58,44.96,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,9.0,1.0,L219,,1073.0,16.0,15.0,15.0,,1955.0,45.066111,7.682222,"45.066111, 7.682222",TORINO,E,1Sostituzione serramentifalse26D132.30D132.30,D,26.0,Triste,Triste,No,1983.0,Sottocentrale di teleriscaldamento,Teleriscaldamento,102.36,1000.0,Scaldacqua a metano,Scalda-acqua a gas,49.08,,,,,9495.68,App. Condominio,2,5,1,2,10,2,211.20284697508896,25.0,2373.92,52.80071174377224
2019_207150_0014.xml,15,Via Pergolesi Gianbattista 93,2019-08-04,F,288.0,0.0,37.97,50.9,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,3.0,1.0,L219,,1132.0,89.0,15.0,15.0,,1960.0,45.096,7.7075,"45.0960, 7.7075",Torino,E,0Intervento sulle strutture opachefalse5.6F236.11Intervento sui serramentifalse6.9F232.39E179.93,F,5.6,Triste,Sorridente,No,2014.0,Teleriscaldamento,Teleriscaldamento,255.33,2011.0,VAILANT,Scalda-acqua a gas,32.67,,,,,15349.92,Ed. Plurifam.,1,5,1,2,9,2,301.570137524558,3.0,3837.48,75.3925343811395
2020_102099_0139.xml,15,c.so Lecce 64,2020-10-29,F,138.59,19.77,28.18,80.81,Gas naturale,False,False,False,False,False,False,0.0,1.0,3.0,1.0,L219,,1173.0,331.0,15.0,15.0,,1980.0,0.0,0.0,"0.000000, 0.000000",Torino,E,Data del sopralluogo: 13,F,21.0,Triste,Basita/o,No,2000.0,Caldaia a condensazione,Caldaia a condensazione,56.56,2000.0,Boiler elettrico,Boiler elettrico,82.03,,,,,7982.34,Ed. Plurifam.,1,4,1,2,8,1,98.77911149610196,78.0,1995.585,24.69477787402549
2020_102099_0165.xml,15,VIA BUSCALIONI 15,2020-12-31,F,197.25,2.48,39.82,49.8,Gas naturale,False,False,False,False,False,False,0.0,1.0,2.0,1.0,L219,=,1212.0,90.0,15.0,15.0,,1932.0,45.077291,7.700634,"45.077291, 7.7006340",Torino,E,isolamento perimetrale,C,10.0,Triste,Triste,No,2016.0,,Caldaia a condensazione,164.64,2000.0,,Caldaia standard,32.61,,,,,10639.36,N/D,1,2,1,2,6,1,213.6417670682731,24.0,2659.84,53.41044176706828
2020_112764_0030.xml,15,Via Borriana 8,2020-06-17,F,128.59,0.29,24.16,57.42,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,2.0,L219,,1188.0,6.0,15.0,15.0,,1950.0,45.0875368,7.705185,"45.0875368, 7.705185",TORINO,E,				Sostituzione impianto per l'acqua calda sanitaria con caldaia a condensazione,E,9.0,Triste,Basita/o,No,2010.0,Centralizzato,Caldaia a condensazione,100.53,2010.0,Scaldaacqua,Scalda-acqua a gas,28.06,,,,,7360.78,Ed. Plurifam.,1,2,1,2,6,1,128.1919191919192,65.0,1840.195,32.0479797979798
2021_101746_0033.xml,15,CORSO ORBASSANO 370,2021-11-18,G,193.71,0.0,37.67,66.0,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,1.0,L219,,1429.0,98.0,15.0,15.0,,1960.0,45.0338,7.6206,"45.0338, 7.6206",Torino,E,				INSUFFLAGGIO PARETI PERIMETRALI,F,8.0,Triste,Triste,No,2016.0,,Caldaia a condensazione,162.15,2000.0,,Caldaia standard,31.56,,,,,11439.16,App. Condominio,1,2,1,2,6,1,173.32060606060605,43.0,2859.79,43.33015151515151
2022_113184_0120.xml,15,via Scarsellini 12,2022-10-10,F,168.9,3.77,46.81,47.66,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,3.0,1.0,L219,,1428.0,85.0,15.0,15.0,,1949.0,45.0358,7.6305,"45.0358, 7.6305",Torino,E,coibentazione parete esterna,E,4.83,Triste,Triste,No,1988.0,,Teleriscaldamento,92.97,2021.0,,Caldaia standard,75.93,,,,,8308.68,Ed. Plurifam.,1,2,1,2,6,1,174.33235417540917,42.0,2077.17,43.58308854385229
2022_212533_0055.xml,15,CORSO TARANTO 159,2022-03-17,E,102.27,0.21,19.21,68.97,Gas naturale,True,True,False,False,False,False,0.0,1.0,7.0,2.0,L219,0,1133.0,17.0,15.0,15.0,,1970.0,45.0661111111111,7.68222222222222,"45.0661111111111, 7.68222222222222",TORINO,E,coibentazione pareti fredde,C,3.0,Triste,Triste,No,2016.0,PRINCIPALE,Caldaia a condensazione,75.97,2010.0,acs,Scalda-acqua a gas,26.3,,,,,7038.7,N/D,2,2,1,2,7,1,102.05451645643033,77.0,1759.675,25.513629114107584
2020_312661_0022.xml,151,Corso Mortara 36,2020-02-17,E,152.79,1.27,27.08,72.4,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,16.0,L219,,1125.0,438.0,151.0,151.0,,2005.0,45.0912,7.6723,"45.0912, 7.6723",Torino,E,Coibentazione cassonetti,E,6.23,Triste,Basita/o,No,2005.0,,Teleriscaldamento,130.7,2005.0,,Teleriscaldamento,22.09,,,,,9740.0,N/D,2,2,1,2,7,1,134.5303867403315,62.0,2435.0,33.63259668508287
2022_312661_0039.xml,151,Via Vittime di Bologna,2022-04-26,E,91.0,7.82,18.28,46.1,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,1.0,L219,,1089.0,306.0,151.0,151.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,realizzazione cappotto,D,7.64,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,70.07,2005.0,,Caldaia a condensazione,20.93,,,,,4284.48,Ed. Plurifam.,2,2,1,5,10,2,92.93882863340563,80.0,1071.12,23.23470715835141
2020_200471_0005.xml,153,VIA CASTELGOMBERTO 75,2020-03-16,E,204.36,0.0,44.04,59.0,Teleriscaldamento,False,False,False,False,False,False,0.0,1.0,0.0,5.0,L219,,1387.0,35.0,153.0,153.0,,1970.0,45.0667,7.6667,"45.0667, 7.6667",TORINO,E,				SOSTITUZIONE SERRAMENTI,E,1.0,Triste,Basita/o,No,2005.0,,Teleriscaldamento,172.64,2015.0,,Teleriscaldamento,31.72,,,,,8661.7,N/D,2,2,1,2,7,1,146.8084745762712,56.0,2165.425,36.7021186440678
2020_207709_0035.xml,154,via avellino 25,2020-07-23,B,61.41,0.0,12.28,102.39,Gas naturale,True,True,False,False,False,False,0.0,1.0,6.0,4.0,L219,,1177.0,474.0,154.0,154.0,,2011.0,45.08602,7.663304,"45.08602, 7.663304",TORINO,E,0false1A40A40,A4,1.0,Basita/o,Basita/o,No,2010.0,Generatore Fossile,Caldaia a condensazione,42.07,2010.0,Generatore Fossile,Caldaia a condensazione,19.34,,,,,6301.96,N/D,4,2,3,2,11,2,61.5485887293681,89.0,1575.49,15.387147182342025
2022_313821_0062.xml,154,Via Pacini 4,2022-04-08,E,146.88,1.02,29.53,78.62,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,2.0,L219,,1186.0,167.0,154.0,154.0,,1999.0,45.0869,7.6965,"45.0869, 7.6965",Torino,E,REALIZZAZIONE DI CAPPOTTO ESTERNO,D,10.46,Triste,Basita/o,No,2019.0,,Caldaia a condensazione,120.03,2019.0,,Caldaia a condensazione,26.85,,,,,10846.56,App. Condominio,2,2,1,2,7,1,137.96184177054184,61.0,2711.64,34.49046044263546
2021_206362_0001.xml,155,Via Valprato 46,2021-01-20,D,74.62,0.98,14.79,71.8,Gas naturale,False,False,False,False,False,False,0.0,1.0,6.0,9.0,L219,,1127.0,343.0,155.0,155.0,,2006.0,45.0928036192268,7.68502737665177,"45.0928036192268, 7.68502737665177",Torino,E,Data sopralluogo: 20/01/2021,C,10.0,Triste,Triste,No,2006.0,,Caldaia standard,50.08,2006.0,,Caldaia standard,24.54,,,,,5224.834,N/D,3,2,1,2,8,1,72.76927576601672,86.0,1306.2085,18.19231894150418
2022_204777_0053.xml,155,Via Castelgomberto 75,2022-09-24,E,225.71,8.12,46.35,122.82,Teleriscaldamento,True,True,True,False,False,False,0.0,1.0,6.0,1.0,L219,,1387.0,35.0,155.0,155.0,,1970.0,45.045363,7.63219,"45.045363, 7.63219",TORINO,E,1Intervento su infissifalse26E191.76E191.76,E,26.0,Triste,Triste,No,1996.0,Teleriscaldamento,Teleriscaldamento,164.53,2019.0,Teleriscaldamento,Teleriscaldamento,27.48,1000.0,Split a parete,Pompa di calore,33.7,17845.0,N/D,2,5,1,2,10,2,145.29392607067254,57.0,4461.25,36.323481517668135
2022_312661_0040.xml,155,Via Vittime di Bologna,2022-04-26,E,126.48,7.86,25.39,45.82,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,2.0,L219,,1089.0,306.0,155.0,155.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,realizzazione cappotto,D,7.64,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,105.62,2005.0,,Caldaia a condensazione,20.86,,,,,5799.36,Ed. Plurifam.,2,2,1,5,10,2,126.56831078131819,66.0,1449.84,31.642077695329547
2022_312661_0041.xml,156,Via Vittime di Bologna,2022-04-26,E,90.76,7.82,18.23,46.1,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,2.0,L219,,1089.0,306.0,156.0,156.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,realizzazione cappotto,D,7.64,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,69.83,2005.0,,Caldaia a condensazione,20.93,,,,,4274.54,Ed. Plurifam.,2,2,1,5,10,2,92.7232104121475,80.0,1068.635,23.180802603036874
2022_313821_0063.xml,156,Via Pacini 4,2022-04-08,E,149.52,1.08,30.06,42.21,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,2.0,L219,,1186.0,167.0,156.0,156.0,,1999.0,45.0869,7.6965,"45.0869, 7.6965",Torino,E,REALIZZAZIONE DI CAPPOTTO ESTERNO,D,10.46,Triste,Triste,No,2019.0,,Caldaia a condensazione,120.0,2019.0,,Caldaia a condensazione,29.52,,,,,5931.78,App. Condominio,2,2,1,2,7,1,140.53020611229564,59.0,1482.945,35.13255152807391
2020_312661_0105.xml,157,bossoli 99,2020-07-17,D,218.78,5.4,67.62,56.93,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,3.0,0.0,L219,,1442.0,74.0,157.0,157.0,,2006.0,45.0277,7.6546,"45.0277, 7.6546",Torino,E,Coibentazione cassonetti,D,2.36,Triste,Triste,No,2006.0,,Teleriscaldamento,190.67,2006.0,,Teleriscaldamento,28.11,,,,,12484.0,Ed. Plurifam.,3,2,1,2,8,1,219.28684349200773,22.0,3121.0,54.82171087300193
2021_203057_0044.xml,157,via carlo poma 11,2021-09-14,D,97.67,0.0,19.53,50.0,Teleriscaldamento,False,False,False,False,False,False,0.0,1.0,5.0,1.0,L219,,1428.0,95.0,157.0,157.0,,1952.0,45.0667,7.6667,"45.0667, 7.6667",TORINO,E,				Sostituzione componenti finestrati,C,20.0,Triste,Triste,No,2019.0,,Teleriscaldamento,74.0,2010.0,,Caldaia standard,23.67,,,,,3652.4826,N/D,3,2,1,2,8,1,73.049652,86.0,913.12065,18.262413
2022_312661_0042.xml,158,Via Vittime di Bologna,2022-04-26,E,90.91,7.81,18.26,46.09,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,2.0,L219,,1089.0,306.0,158.0,158.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,realizzazione cappotto,D,7.64,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,69.98,2005.0,,Caldaia a condensazione,20.93,,,,,4274.54,Ed. Plurifam.,2,2,1,5,10,2,92.74332827077457,80.0,1068.635,23.185832067693642
2022_313821_0064.xml,158,Via Pacini 4,2022-04-08,E,170.4,1.12,34.25,75.79,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,3.0,L219,,1186.0,167.0,158.0,158.0,,1999.0,45.0869,7.6965,"45.0869, 7.6965",Torino,E,REALIZZAZIONE DI CAPPOTTO ESTERNO,D,10.46,Triste,Triste,No,2019.0,,Caldaia a condensazione,143.22,2019.0,,Caldaia a condensazione,27.18,,,,,12148.76,App. Condominio,2,2,1,2,7,1,160.29502572898798,50.0,3037.19,40.073756432246995
2022_313821_0074.xml,159,"Via Bossoli 99, Torino",2022-09-29,D,80.05,4.74,15.59,75.34,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,3.0,1.0,L219,,1442.0,74.0,159.0,159.0,,2005.0,45.0277,7.6549,"45.0277, 7.6549",Torino,E,sostituzione generatore di calore con pompa di calore e caldaia a condensazione,B,12.54,Triste,Basita/o,No,2005.0,,Teleriscaldamento,46.14,2005.0,,Teleriscaldamento,33.91,,,,,6212.0,Ed. Plurifam.,3,2,1,2,8,1,82.45288027608176,83.0,1553.0,20.61322006902044
2019_101408_0036.xml,16,VIA DEL CARMINE 4,2020-01-22,C,38.85,0.0,7.29,136.99,Gas naturale,False,False,False,False,False,False,0.0,1.0,3.0,2.0,L219,4,1219.0,70.0,16.0,16.0,,1730.0,45.075,7.673,"45.075000, 7.673000",TORINO,E,Realizzazione di cappotto interno,A2,16.0,Triste,Basita/o,No,2007.0,Caldaia a condensazione,Caldaia a condensazione,17.89,2015.0,Caldaia standard,Caldaia standard,20.96,,,,,5327.84,Ed. Plurifam.,3,4,1,2,10,2,38.8921819110884,93.0,1331.96,9.7230454777721
2019_102351_0135.xml,16,Corso Vercelli 483-1,2019-07-22,B,70.61,109.48,17.0,110.41,Biomasse solide,True,True,False,False,False,False,0.0,1.0,3.0,2.0,L219,,1043.0,39.0,16.0,16.0,,1925.0,45.1203,7.709,"45.1203, 7.7090",Torino,E,Sostituzione del generatore ACS,A2,1.81,Triste,Basita/o,No,2018.0,,Teleriscaldamento,25.01,2018.0,,Boiler elettrico,45.6,,,,,16194.7,Ed. Plurifam.,4,2,1,2,9,2,146.67783715243186,56.0,4048.675,36.669459288107966
2019_207709_0013.xml,16,SANSOVINO 92,2019-02-20,F,236.79,11.67,49.1,36.67,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,3.0,L219,,1073.0,6.0,16.0,16.0,,1961.0,45.102293,7.642042,"45.102293, 7.642042",TORINO,E,0Intervento su componenti opachifalse3F210.58F210.58,F,3.0,Triste,Basita/o,No,1983.0,Scambiatore teleriscaldamento,Teleriscaldamento,188.38,1998.0,Scaldacqua elettrico ad accumulo,Boiler elettrico,48.41,,,,,5515.0,N/D,1,5,1,2,9,2,150.39541859830925,55.0,1378.75,37.59885464957731
2019_212533_0211.xml,16,Corso Taranto 159,2019-07-22,F,124.91,0.22,23.46,56.69,Gas naturale,True,True,False,False,False,False,0.0,1.0,2.0,2.0,L219,0,1133.0,17.0,16.0,16.0,,1970.0,45.0956743,7.7133245,"45.0956743, 7.7133245",TORINO,E,1sostituzione infissifalse8C66.95C66.95,C,8.0,Triste,Triste,No,2016.0,PRINCIPALE,Caldaia a condensazione,94.83,2019.0,ACS,Scalda-acqua a gas,30.08,,,,,7073.46,N/D,1,2,1,2,6,1,124.77438701711061,67.0,1768.365,31.193596754277653
2019_212606_0001.xml,16,Via Tunisi 1,2019-07-16,D,128.59,0.0,17.98,73.52,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,7.0,L219,,1380.0,3.0,16.0,16.0,,1965.0,45.1167,7.7167,"45.1167, 7.7167",Torino,E,1Sostituzione serramentifalse18.9D108.42D108.42,D,18.9,Triste,Sorridente,No,1998.0,Teleriscaldamento,Teleriscaldamento,101.83,2000.0,Generatore a gas o combustibile fossile,Scalda-acqua a gas,26.76,,,,,6959.12,N/D,3,5,1,2,11,2,94.65614798694233,79.0,1739.78,23.664036996735582
2020_102099_0100.xml,16,VIA BORGO TICINO 17,2020-10-10,E,100.25,1.44,20.27,82.3,Gas naturale,False,False,False,False,False,False,0.0,1.0,3.0,1.0,L219,=,1080.0,176.0,16.0,16.0,,1985.0,45.106046,7.695269,"45.106046, 7.6952690",Torino,E,isolamento perimetrale,D,10.0,Triste,Triste,No,2016.0,,Caldaia a condensazione,73.28,2000.0,,Caldaia standard,26.97,,,,,8898.8,Ed. Plurifam.,2,2,1,2,7,1,108.12636695018226,74.0,2224.7,27.031591737545565
2020_202078_0183.xml,16,VIA PIETRACQUA LUIGI 19,2020-07-29,F,149.01,0.1,27.96,62.31,Gas naturale,True,True,False,False,False,False,0.0,1.0,6.0,1.0,L219,.,1144.0,15.0,16.0,16.0,,1959.0,45.0661111111111,7.68222222222222,"45.0661111111111, 7.68222222222222",TORINO,E,0Coibentazione muratura perimetraletrue10E114.99E114.99,E,10.0,Triste,Triste,No,2015.0,PRINCIPALE,Caldaia standard,120.69,2003.0,acs,Scalda-acqua a gas,28.32,,,,,9287.02,N/D,1,2,1,2,6,1,149.04541807093565,55.0,2321.755,37.26135451773391
2020_212533_0068.xml,16,Viale dei Mughetti 29bis,2020-03-02,C,73.29,0.0,27.07,58.31,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,2.0,1.0,L219,0,1069.0,150.0,16.0,16.0,,1965.0,45.1039417,7.6264605,"45.1039417, 7.6264605",TORINO,E,0Coibentazione pareti freddefalse1B57.56B57.56,B,1.0,Triste,Triste,No,2000.0,PRINCIPALE,Teleriscaldamento,43.53,2000.0,ACS,Scalda-acqua a gas,29.76,,,,,5797.5,N/D,3,2,1,2,8,1,99.42548447950608,78.0,1449.375,24.85637111987652
2020_212533_0092.xml,16,Via Pirano 15,2020-12-03,D,76.51,0.0,29.24,39.99,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,5.0,1.0,L219,0,1073.0,17.0,16.0,16.0,,2020.0,45.1019233,7.645119,"45.1019233, 7.645119",TORINO,E,0coibentazione solai freddifalse5C58.26C58.26,C,5.0,Triste,Triste,No,2005.0,PRINCIPALE,Teleriscaldamento,48.72,2010.0,ACS,Scalda-acqua a gas,27.79,,,,,4225.28,N/D,3,2,1,2,8,1,105.6584146036509,75.0,1056.32,26.414603650912724
2021_205329_0058.xml,16,Via Borriana 8,2021-06-18,E,130.97,0.0,26.19,58.0,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,3.0,L219,,1188.0,6.0,16.0,16.0,,1920.0,45.066111,7.682222,"45.066111, 7.682222",TORINO,E,1Intervento su impianti di climatizzazione invernalefalse1D83.77D83.77,D,1.0,Triste,Basita/o,No,2010.0,Caldaia centralizzata,Caldaia a condensazione,103.01,2010.0,Scaldacqua a gas,Caldaia standard,27.96,,,,,7614.04,App. Condominio,2,2,1,2,7,1,131.27655172413793,64.0,1903.51,32.81913793103448
2021_205329_0061.xml,16,Via Borriana 8,2021-07-13,D,83.9,0.0,16.78,58.0,Gas naturale,True,True,False,False,False,False,0.0,1.0,9.0,3.0,L219,,1188.0,6.0,16.0,16.0,,1920.0,45.066111,7.682222,"45.066111, 7.682222",TORINO,E,0Intervento su componenti opachifalse26B59.37B59.37,B,26.0,Triste,Basita/o,No,2010.0,Caldaia centralizzata,Caldaia a condensazione,55.94,2010.0,Scaldacqua a gas,Caldaia standard,27.96,,,,,4870.599999999999,App. Condominio,3,2,1,2,8,1,83.97586206896551,83.0,1217.6499999999999,20.993965517241378
2021_313821_0081.xml,16,"Corso Vercelli 483/6, 10156, Torino",2021-05-10,B,103.81,226.25,25.24,81.9,Biomasse solide,True,True,False,False,False,False,0.0,1.0,2.0,0.0,L219,,1043.0,18.0,16.0,16.0,,1925.0,45.1195,7.7094,"45.1195, 7.7094",Torino,E,sostituzione generatore ACS,A1,4.45,Triste,Basita/o,No,2018.0,,Teleriscaldamento,54.44,2017.0,,Boiler elettrico,49.37,,,,,24046.99,N/D,4,2,1,2,9,2,293.6140415140415,4.0,6011.7475,73.40351037851038
2022_114601_0033.xml,16,via Francesco Rismondo 34/D,2022-08-31,F,172.23,5.84,33.14,311.0,Gas naturale,False,False,False,False,False,False,1.0,1.0,3.0,-1.0,L219,,1489.0,150.0,16.0,16.0,,1964.0,45.012702761328,7.6541536147499,"45.012702761328, 7.6541536147499",Torino,E,Data sopralluogo: 30/08/2022,E,6.0,Triste,Basita/o,No,,,,147.99,,,,,,,,,49971.199,Ed. Plurifam.,1,2,1,2,6,1,160.67909646302252,76.0,12492.79975,40.16977411575563
2022_106512_0002.xml,161,VIA GIORDANO BRUNO 52,2022-06-29,D,50.13,5.17,13.2,393.62,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,7.0,L219,-,1380.0,18.0,161.0,161.0,,1962.0,45.0661111111111,7.68222222222222,"45.0661111111111, 7.68222222222222",TORINO,E,CAPPOTTO TERMICO,C,2.0,Basita/o,Basita/o,No,2012.0,PRINCIPALE,Teleriscaldamento,28.66,2002.0,ACS autonomo,Boiler elettrico,21.47,,,,,15076.0,N/D,3,2,3,2,10,2,38.3008993445455,93.0,3769.0,9.575224836136375
2011_101508_0149.xml,162,Via livorno 45,2020-06-19,D,503.62,73.96,105.07,573.19,Gas naturale,False,False,False,False,False,False,1.0,1.0,6.0,0.0,L219,,1153.0,130.0,162.0,162.0,,2002.0,45.086973,7.669217,"45.086973, 7.669217",Torino,E,Ren2 nuovi infissi U =1.5 W/m2 k e fattore solare 0.3,C,12.0,Triste,Triste,No,2002.0,Caldaia standard,Caldaia standard,207.49,2000.0,Boiler elettrico,Boiler elettrico,5.4,2002.0,HP elettrica acqua-acqua,Pompa di calore,179.46,203193.92,N/D,3,2,1,2,8,1,354.496624156039,29.0,50798.48,88.62415603900975
2020_102351_0033.xml,162,Corso Mortara 36,2020-02-17,D,141.55,1.14,25.08,45.59,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,19.0,L219,,1125.0,438.0,162.0,162.0,,2005.0,45.0912,7.6723,"45.0912, 7.6723",Torino,E,Coibentazione cassonetti,D,6.23,Triste,Basita/o,No,2005.0,,Teleriscaldamento,117.45,2005.0,,Teleriscaldamento,24.1,,,,,5685.0,N/D,3,2,1,2,8,1,124.69839877166044,67.0,1421.25,31.17459969291511
2019_205065_0005.xml,163,via castelgomberto 75,2019-02-18,E,75.26,0.0,14.38,88.0,Teleriscaldamento,False,False,False,False,False,False,0.0,1.0,0.0,3.0,L219,,1387.0,35.0,163.0,163.0,,1970.0,45.0667,7.6667,"45.0667, 7.6667",TORINO,E,				Sostituzione componenti finestrati,D,12.0,Triste,Triste,No,1996.0,,Teleriscaldamento,58.96,1996.0,,Teleriscaldamento,16.3,,,,,10545.76,N/D,2,2,1,2,7,1,119.83818181818182,69.0,2636.44,29.959545454545456
2020_102351_0032.xml,163,Corso Mortara 36,2020-02-17,D,141.36,1.14,25.05,60.81,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,19.0,L219,,1125.0,438.0,163.0,163.0,,2005.0,45.0912,7.6723,"45.0912, 7.6723",Torino,E,Coibentazione cassonetti,D,6.23,Triste,Basita/o,No,2005.0,,Teleriscaldamento,117.91,2005.0,,Teleriscaldamento,23.45,,,,,7571.0,N/D,3,2,1,2,8,1,124.50254892287452,67.0,1892.75,31.12563723071863
2022_209730_0002.xml,163,Via Giordano Bruno 52 52,2022-09-30,F,212.48,0.14,42.52,52.14,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,1.0,L219,,1380.0,18.0,163.0,163.0,,1970.0,45.043217,7.662933,"45.043217, 7.662933",TORINO,E,0Pareti verso esterno (Interno)false26E164.04E164.04,E,26.0,Triste,Triste,No,2008.0,Teleriscaldamento,Teleriscaldamento,183.35,1000.0,Scaldacqua,Scalda-acqua a gas,29.13,,,,,7888.82,N/D,1,5,1,2,9,2,151.3007288070579,54.0,1972.205,37.82518220176448
2022_312661_0043.xml,163,Via Vittime di Bologna,2022-04-26,E,90.48,7.81,18.18,46.09,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,3.0,L219,,1089.0,306.0,163.0,163.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,realizzazione cappotto,D,7.64,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,69.55,2005.0,,Caldaia a condensazione,20.93,,,,,4264.6,Ed. Plurifam.,2,2,1,5,10,2,92.52766326752007,80.0,1066.15,23.131915816880017
2020_102351_0035.xml,164,Corso Mortara 36,2020-02-17,E,194.99,1.66,34.57,55.85,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,20.0,L219,,1125.0,438.0,164.0,164.0,,2005.0,45.0912,7.6723,"45.0912, 7.6723",Torino,E,Coibentazione cassonetti,E,6.23,Triste,Basita/o,No,2005.0,,Teleriscaldamento,170.79,2005.0,,Teleriscaldamento,24.2,,,,,9586.0,N/D,2,2,1,2,7,1,171.6383169203223,44.0,2396.5,42.909579230080574
2022_205558_0011.xml,164,via canal bernardo 43,2022-08-03,E,143.98,0.05,28.8,77.0,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,0.0,6.0,L219,,1426.0,357.0,164.0,164.0,,1970.0,45.1167,7.7167,"45.1167, 7.7167",Torino,E,0Intervento sulle strutture opachefalse10.7B69.111Intervento sui serramentifalse24E129.86A157.13,B,10.7,Triste,Triste,No,1998.0,Teleriscaldamento_1,Teleriscaldamento,121.68,1990.0,junkers,Caldaia standard,22.3,,,,,7954.74,N/D,2,5,1,2,10,2,103.30831168831169,76.0,1988.685,25.827077922077923
2020_102351_0034.xml,165,Corso Mortara 36,2020-02-17,E,205.42,1.77,36.42,60.81,Teleriscaldamento,True,True,False,False,False,False,0.0,1.0,6.0,20.0,L219,,1125.0,438.0,165.0,165.0,,2005.0,45.0912,7.6723,"45.0912, 7.6723",Torino,E,Coibentazione cassonetti,E,6.23,Triste,Basita/o,No,2005.0,,Teleriscaldamento,181.97,2005.0,,Teleriscaldamento,23.45,,,,,10994.0,N/D,2,2,1,2,7,1,180.7926327906594,39.0,2748.5,45.19815819766485
2022_206052_0364.xml,165,Via Avellino 25/A,2022-11-18,A1,52.96,4.32,10.55,121.6,Gas naturale,True,True,True,False,False,False,0.0,1.0,3.0,5.0,L219,0,1177.0,474.0,165.0,165.0,,2011.0,45.0661111111111,7.68222222222222,"45.0661111111111, 7.68222222222222",TORINO,E,Installazione fon ti rinnovabili,A1,9.0,Triste,Sorridente,No,2010.0,PRINCIPALE,Caldaia a condensazione,16.63,2010.0,PRINCIPALE,Caldaia a condensazione,18.51,2022.0,Impianto 4...,Pompa di calore,17.82,5390.2,Ed. Plurifam.,5,2,1,2,10,2,44.327302631578945,92.0,1347.55,11.081825657894736
2022_312661_0084.xml,165,Via Vittime di Bologna,2022-08-06,F,205.31,8.02,41.18,45.82,Gas naturale,True,True,False,False,False,False,0.0,1.0,3.0,4.0,L219,,1089.0,306.0,165.0,165.0,,1985.0,45.1023,7.7288,"45.1023, 7.7288",Torino,E,coibentazione pt e ultimo solaio,E,8.09,Triste,Triste,Sì,2005.0,,Caldaia a condensazione,184.45,2005.0,,Caldaia a condensazione,20.86,,,,,9223.78,Ed. Plurifam.,1,2,1,5,9,2,201.30467044958536,30.0,2305.945,50.32616761239634
