id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
694630;6136.75;FABBRICATO;corso peschiera;370;45.0741161;7.6262041;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694631;56.0;FABBRICATO;corso peschiera;380;45.0741161;7.6262041;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694637;1179.5;FABBRICATO;Via Giovanni Fattori;113;45.0712303;7.6268469;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694638;73.0;FABBRICATO;Via Giovanni Fattori;113;45.0712303;7.6268469;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694645;76.25;FABBRICATO;corso francia;285 A;45.0739498;7.6272094;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;2056.0;01/04/2019;1;False;[];;;
694648;173.0;FABBRICATO;corso peschiera;364;45.0739498;7.6272094;Impianto sportivo;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694654;559.6;FABBRICATO;via marsigli luigi ferdinando;12;45.0717388;7.6279282;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
694655;156.0;FABBRICATO;via marsigli luigi ferdinando;12;45.0717388;7.6279282;Ospedali, case di cura, cliniche e assimilabili;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
694656;197.0;FABBRICATO;via marsigli luigi ferdinando;14;45.0717388;7.6279282;Fabbricato per attività produttiva (industriale, artigianale o agricola);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
694657;178.0;FABBRICATO;via marsigli luigi ferdinando;12;45.0717388;7.6279282;Magazzino e locali di deposito;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
694658;33.0;FABBRICATO;via marsigli luigi ferdinando;14;45.0717388;7.6279282;Locale commerciale, negozio;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694661;112.0;FABBRICATO;via pianezza;107;45.0940745;7.6501696;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694665;78.0;FABBRICATO;Via Giovanni Fattori;85;45.0705123;7.628937;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694668;79.0;FABBRICATO;Via Trecate;46;45.069562;7.6253372;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694670;88.0;FABBRICATO;Via Luigi Ferdinando Marsigli;53;45.0685998;7.6289775;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694671;48.0;FABBRICATO;via nuova;2;45.02966;7.68779;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694672;3258.25;FABBRICATO;via germonio anastasio;4;45.0736682;7.6105378;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694673;64.0;FABBRICATO;via germonio anastasio;4;45.0736682;7.6105378;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694674;50.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694675;75.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694676;78.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694677;50.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694678;77.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694679;4646.0;FABBRICATO;via germonio anastasio;12;45.0729834;7.610595;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694680;114.0;FABBRICATO;via germonio anastasio;12;45.0729834;7.610595;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694681;1217.0;FABBRICATO;via vandalino;109;45.0710222;7.6118988;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694682;84.0;FABBRICATO;Via Anastasio Germonio;35;45.0710222;7.6118988;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694683;17.0;FABBRICATO;Via Claviere;9;45.0722039;7.6203768;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694684;83.0;FABBRICATO;via giachino errico;38;45.0923756;7.6755809;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694685;1491.25;FABBRICATO;Via Cambiano;10;45.0923756;7.6755809;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694686;4394.29;FABBRICATO;Via Francesco De Sanctis;4;45.0734148;7.618744;Ufficio strutturato ed assimilabili;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694687;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694688;30.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694689;240.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Magazzino e locali di deposito;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694690;24.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694691;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694692;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694693;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694694;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694695;235.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Fabbricato per attività produttiva (industriale, artigianale o agricola);Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694696;58.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Magazzino e locali di deposito;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694697;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694698;32.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694699;180.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Magazzino e locali di deposito;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694700;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694701;18.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694702;16.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694703;920.5;FABBRICATO;corso francia;373;45.0737383;7.6098484;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694704;1875.75;FABBRICATO;corso francia;377;45.0735729;7.6096127;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694705;54.0;FABBRICATO;corso francia;377;45.0735729;7.6096127;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694706;1004.0;FABBRICATO;Via Thures;11;45.0732241;7.606131;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694709;3577.43;FABBRICATO;via monte ortigara;95;45.068372;7.6262545;Ufficio strutturato ed assimilabili;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;1110.0;02/11/2021;1;False;[];;;
694710;694.0;FABBRICATO;via monte ortigara;95;45.068372;7.6262545;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività artistica e culturale;;;;1;False;[];;;
694711;88.0;FABBRICATO;via monte ortigara;95 B;45.068372;7.6262545;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694712;6314.0;FABBRICATO;via luserna di rora' emanuele;12;45.0676232;7.6479667;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694713;56.0;FABBRICATO;via luserna di rora' emanuele;12;45.0676232;7.6479667;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694714;56.0;FABBRICATO;via luserna di rora' emanuele;12;45.0676232;7.6479667;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694715;152.0;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694716;30.0;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694717;25.0;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694718;7.0;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694719;175.4;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Ospedali, case di cura, cliniche e assimilabili;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
694720;122.0;FABBRICATO;Via Emanuele Luserna Di Rorà;8;45.0674105;7.6487585;Locale commerciale, negozio;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694723;70.0;FABBRICATO;Via Paolo Sarpi;132;45.0305985;7.6418194;Abitazione;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694724;69.0;FABBRICATO;Via Paolo Sarpi;132;45.0305985;7.6418194;Abitazione;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694725;341.14;FABBRICATO;Via Bernardo de Canal;35;45.0341622;7.6406515;Ufficio strutturato ed assimilabili;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694726;67.0;FABBRICATO;Via Cesana;33;45.0687008;7.6504413;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694727;26.0;FABBRICATO;via morosini francesco;1;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694728;93.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694729;82.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694730;90.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694731;104.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694732;67.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694733;90.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694734;82.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694735;84.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694736;104.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694737;65.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694738;17.0;FABBRICATO;via morosini francesco;1;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694739;93.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694740;82.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694741;88.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694742;102.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694743;69.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694744;90.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694745;82.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694746;86.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694747;52.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694748;50.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694749;14.0;FABBRICATO;via morosini francesco;1;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694750;249.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694751;43.0;FABBRICATO;via morosini francesco;1;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;['2020_113181_0033.xml'];ape_summary_ddda622a0651.html;E;444.27
694752;151.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694753;22.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694754;23.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694755;106.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694756;66.0;FABBRICATO;corso vittorio emanuele ii;119;45.0677162;7.6641177;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694757;454.0;FABBRICATO;corso siracusa;225;45.033196;7.6345169;Impianto sportivo;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
