id;codice_comune;foglio;particella;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;meta_immobile;numero_immobili_per_catasto
1946700;L219;21;;1540.0;TERRENO;STRADA SANTA MARGHERITA;SNC;45.0534353;7.6971966;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946701;L219;28;;2600.0;TERRENO;STRADA SANTA MARGHERITA;SNC;45.0529661;7.6972388;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946702;L219;61;;1800.0;TERRENO;VIALE CATONE MARCO PORZIO;SNC;45.050431;7.6994814;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946703;L219;154;;1540.0;TERRENO;VIALE SENECA;SNC;45.0482058;7.7007665;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946704;L219;84;;896.0;TERRENO;VIALE SENECA;SNC;45.0506635;7.6994104;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946705;L219;108;;5952.0;TERRENO;STRADA DEL NOBILE;SNC;45.0506874;7.7143697;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946706;L219;109;;2013.0;TERRENO;STRADA DEL NOBILE;SNC;45.0507052;7.7150454;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946707;L219;172;;6793.0;TERRENO;STRADA DEL NOBILE;SNC;45.0494869;7.715742;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946708;L219;173;;8876.0;TERRENO;STRADA DEL NOBILE;SNC;45.049161;7.7164442;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946709;L219;174;;52.0;TERRENO;STRADA DEL NOBILE;SNC;45.0490729;7.7173244;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946710;L219;226;;1736.0;TERRENO;STRADA DEL NOBILE;SNC;45.050524;7.7153482;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946711;L219;227;;967.0;TERRENO;STRADA DEL NOBILE;SNC;45.0500222;7.7160634;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946712;L219;255;;250.0;TERRENO;STRADA DEL NOBILE;SNC;45.0489033;7.7149298;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946713;L219;587;;5093.0;TERRENO;VIA REVELLO;SNC;45.07139328;7.6496314;Parco/Villa Comunale/Giardino Pubblico;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946714;L219;256;;55.0;TERRENO;STRADA DEL NOBILE;SNC;45.0487784;7.7165342;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946715;L219;39;;29604.0;TERRENO;STRADA DEL NOBILE;SNC;45.0510762;7.7124143;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946716;L219;1;;400.0;TERRENO;STRADA DEL NOBILE;SNC;45.04894405;7.71750322;Pascolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946718;L219;2;;5454.0;TERRENO;STRADA DEL NOBILE;SNC;45.04844848;7.71732367;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946720;L219;214;;640.0;TERRENO;STRADA DEL NOBILE;SNC;45.0475312;7.71961694;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946721;L219;3;;58.0;TERRENO;STRADA DEL NOBILE;SNC;45.04791934;7.71778767;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946722;L219;4;;4096.0;TERRENO;STRADA DEL NOBILE;SNC;45.04830462;7.71794588;Pascolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946723;L219;65;;757.0;TERRENO;STRADA DI PECETTO;SNC;45.0447464;7.727392;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946724;L219;72;;321.0;TERRENO;STRADA SANTA MARGHERITA;SNC;45.0444612;7.730432;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946725;L219;41;;22693.0;TERRENO;STRADA VAL SAN MARTINO SUPERIORE;SNC;45.044119;7.7328727;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946726;L219;4;;7395.0;TERRENO;STRADA VAL SAN MARTINO SUPERIORE;SNC;45.0430498;7.7354963;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946727;L219;37;;139.0;TERRENO;STRADA DI PECETTO;SNC;45.0429705;7.7266925;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946728;L219;38;;657.0;TERRENO;VIALE MACALLE';SNC;45.0432967;7.7159123;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946729;L219;80;;4778.0;TERRENO;VIALE MACALLE';SNC;45.0416536;7.7176112;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946730;L219;45;;155.0;TERRENO;STRADA ALLA VETTA DELLA MADDALENA;SNC;45.0398879;7.711294;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946731;L219;47;;2828.0;TERRENO;STRADA ALLA VETTA DELLA MADDALENA;SNC;45.0399254;7.7135058;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946732;L219;108;;869.0;TERRENO;STRADA ALLA VETTA DELLA MADDALENA;SNC;45.0398764;7.7089702;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946733;L219;52;;14006.0;TERRENO;STRADA ALLA VETTA DELLA MADDALENA;SNC;45.0398869;7.7096185;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946734;L219;53;;4723.0;TERRENO;STRADA ALLA VETTA DELLA MADDALENA;SNC;45.0393522;7.7106825;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946736;L219;73;;2250.0;TERRENO;VIA MARSIGLI LUIGI FERDINANDO;SNC;45.0703187;7.6245308;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946737;L219;304;;590.0;TERRENO;VIA DE SANCTIS FRANCESCO;SNC;45.0694974;7.621266;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946738;L219;410;;875.0;TERRENO;VIA CHAMBERY;SNC;45.0691049;7.6231529;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946740;L219;549;;470.0;TERRENO;VIA CREA;SNC;45.0704148;7.6147656;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946742;L219;473;;2074.0;TERRENO;VIA THURES;SNC;45.0718667;7.6057478;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946743;L219;93;;2350.0;TERRENO;VIA THURES;SNC;45.0712155;7.6055247;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946745;L219;11;;1062.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0676879;7.6288781;Terreno urbano;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946746;L219;12;;2160.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0676653;7.6294891;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946747;L219;16;;250.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0671757;7.629561;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946748;L219;201;;1110.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.067333;7.6295228;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946749;L219;209;;97.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.067383;7.6285508;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946750;L219;212;;799.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0673466;7.6291882;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946751;L219;215;;21.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0673641;7.6290466;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946752;L219;217;;25.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0674619;7.6285846;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946753;L219;218;;3.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0674899;7.6285782;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946754;L219;219;;33.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0675211;7.6286314;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946755;L219;220;;291.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0675962;7.6288327;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946756;L219;44;;3970.0;TERRENO;CORSO BRUNELLESCHI FILIPPO;SNC;45.0668775;7.623924;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946757;L219;5;;2330.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0680196;7.6277882;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946758;L219;6;;2680.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0679285;7.6283304;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946759;L219;7;;2280.0;TERRENO;VIA MONTE ORTIGARA;SNC;45.0675577;7.6280795;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946773;L219;107;;644.0;TERRENO;VIA DELLA BASILICA;SNC;45.0755513;7.6858119;Terreno urbano;ND;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946775;L219;123;;400.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0716631;7.6887078;Terreno urbano;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946777;L219;124;;1704.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0706876;7.6916662;Terreno urbano;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946778;L219;83;;18600.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0728604;7.6890448;Parco/Villa Comunale/Giardino Pubblico;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946779;L219;84;;15910.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0732247;7.6902041;Parco/Villa Comunale/Giardino Pubblico;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946780;L219;86;;9070.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0718165;7.6908538;Parco/Villa Comunale/Giardino Pubblico;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946781;L219;89;;1180.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0717482;7.6913521;Parco/Villa Comunale/Giardino Pubblico;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946782;L219;96;;2280.0;TERRENO;CORSO SAN MAURIZIO;SNC;45.0712624;7.6886401;Parco/Villa Comunale/Giardino Pubblico;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946787;L219;182;;620.0;TERRENO;LUNGO DORA FIRENZE;SNC;45.0746991;7.6931974;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946789;L219;104;;225.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0751405;7.7163499;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946790;L219;110;;184.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0744539;7.7123801;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946793;L219;23;;1760.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0754158;7.7087157;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946794;L219;40;;2382.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0771569;7.7116121;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946795;L219;89;;140.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0768911;7.711338;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946797;L219;319;;350.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0704593;7.7180143;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946798;L219;320;;650.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0705448;7.718538;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946800;L219;32;;5040.0;TERRENO;CORSO BELGIO;SNC;45.0756724;7.7224936;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946801;L219;379;;1099.0;TERRENO;CORSO BELGIO;SNC;45.0762309;7.7221571;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946802;L219;125;;5580.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0778064;7.7250329;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946803;L219;127;;830.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0781742;7.7253545;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946805;L219;128;;2600.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0775998;7.7252196;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946806;L219;141;;1747.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0773797;7.7231691;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946807;L219;143;;8.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0770526;7.7221773;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946808;L219;145;;963.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0773334;7.7240003;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946809;L219;2;;460.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0780853;7.7246838;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946810;L219;29;;1660.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0767365;7.7268878;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946811;L219;3;;1112.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0781148;7.7249642;Terreno urbano;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946812;L219;4;;1040.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0772122;7.7229543;Terreno urbano;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946813;L219;5;;11300.0;TERRENO;LUNGO PO ANTONELLI ALESSANDRO;SNC;45.0767956;7.7263408;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946814;L219;115;;12280.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0742439;7.7292528;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946815;L219;2;;880.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0759169;7.7287022;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946816;L219;3;;1580.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0758094;7.7289695;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946817;L219;4;;3090.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0760281;7.729326;Terreno urbano;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946818;L219;95;;1820.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0744684;7.7287167;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946819;L219;96;;1420.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0749241;7.7289219;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946820;L219;128;;3260.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0722175;7.7270186;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946821;L219;23;;4640.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0726945;7.7277388;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946822;L219;30;;2280.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0724608;7.7277237;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946823;L219;81;;449.0;TERRENO;Strada Alta di Mongreno;72;45.0765501;7.7383844;Terreno agricolo;ND;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;535.0;01/11/2018;False;1
1946825;L219;133;;293.0;TERRENO;STRADA DEL CARTMAN;SNC;45.0685673;7.7545348;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946826;L219;14;;6601.0;TERRENO;strada tetti bertoglio;84;45.073323;7.7615517;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946827;L219;28;;9924.0;TERRENO;strada tetti bertoglio;84;45.0723928;7.7585517;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946828;L219;29;;2241.0;TERRENO;strada tetti bertoglio;84;45.071735;7.7592637;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946829;L219;31;;2528.0;TERRENO;strada tetti bertoglio;84;45.0723854;7.7601853;Pascolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946830;L219;32;;1040.0;TERRENO;strada tetti bertoglio;84;45.0724738;7.7605453;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946831;L219;34;;3550.0;TERRENO;strada tetti bertoglio;84;45.0723372;7.7621349;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946832;L219;35;;13472.0;TERRENO;strada tetti bertoglio;84;45.0730709;7.7629655;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946833;L219;1;;2337.0;TERRENO;STRADA DEL CARTMAN;SNC;45.0688414;7.7515144;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946834;L219;21;;7846.0;TERRENO;STRADA DEL CARTMAN;SNC;45.0667845;7.7514579;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946835;L219;52;;59678.0;TERRENO;STRADA DEL CARTMAN;SNC;45.06807;7.7521479;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946836;L219;53;;1770.0;TERRENO;STRADA DEL CARTMAN;SNC;45.0680779;7.749934;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946837;L219;15;;1890.0;TERRENO;CORSO KOSSUTH LUIGI;SNC;45.0678762;7.728598;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946839;L219;23;;4010.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0700453;7.7226308;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946840;L219;24;;3640.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0693702;7.7201886;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946841;L219;25;;3110.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0697786;7.7225426;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946842;L219;336;;2240.0;TERRENO;CORSO CHIERI;SNC;45.0693666;7.7291768;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946843;L219;370;;760.0;TERRENO;CORSO KOSSUTH LUIGI;SNC;45.0686727;7.7253007;Terreno agricolo;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946844;L219;391;;464.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0703603;7.7250015;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Parcheggio;;;;False;1
