id;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;identificativo_catastale;tipologia_bene_immobile;altezza;superficie_di_riferimento_mq;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;zona_omi
338627;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::334;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;13.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338628;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::335;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;12.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338629;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::336;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;12.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338630;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::337;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;12.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338631;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::338;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;12.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338632;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Accatastato - L219:::1422:185::339;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;12.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338659;FABBRICATO;Corso Eusebio Giambone;87;45.0306089;7.6562613;Accatastato - L219:::1422:185::462;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;1208.0;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338703;FABBRICATO;Via Botticelli Sandro;130;45.0973318;7.7115029;Accatastato - L219:::1133:65::2;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Non Disponibile;5000.0;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338704;FABBRICATO;via sandro botticelli;130;45.0973318;7.7115029;Accatastato - L219:::1133:65::3;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;26.0;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338705;FABBRICATO;via sandro botticelli;130;45.0973318;7.7115029;Accatastato - L219:::1133:65::4;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;26.0;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338706;FABBRICATO;via sandro botticelli;130;45.0973318;7.7115029;Accatastato - L219:::1133:65::5;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;26.0;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338707;FABBRICATO;via sandro botticelli;130;45.0973318;7.7115029;Accatastato - L219:::1133:65::6;Fabbricato per attività produttiva (industriale, artigianale o agricola);3.0;142.18;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338714;FABBRICATO;via schio;1;45.0875777;7.6834118;Accatastato - L219:::1183:199::1;Ospedali, case di cura, cliniche e assimilabili;3.0;721.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
338749;FABBRICATO;Via Gorizia;116;45.0446306;7.6391028;Accatastato - L219:::1386:163::;Ufficio strutturato ed assimilabili;3.5;200.0;Dopo il 2010;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;4116.0;01/09/2017;
338751;FABBRICATO;Corso Corsica;55;45.0278086;7.6508088;Accatastato - L219:::1440:50::5;Biblioteca, pinacoteca, museo, gallerie;5.0;908.6;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività artistica e culturale;;;;
338752;FABBRICATO;Corso Corsica;55;45.0278086;7.6508088;Accatastato - L219:::1440:50::7;Abitazione;Non Disponibile;94.0;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
338753;FABBRICATO;Corso Corsica;55;45.0278086;7.6508088;Accatastato - L219:::1440:50::9;Ufficio strutturato ed assimilabili;3.5;1959.43;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
373568;FABBRICATO;Via Principe Amedeo;19;45.0677537;7.6888571;Accatastato - L219:::1280:167::5024;Ufficio strutturato ed assimilabili;3.5;5514.29;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;1000.0;17/03/2016;
381821;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::1;Caserma;5.0;2097.6;Dopo il 2010;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;0.0;01/01/2019;
381822;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::2;Abitazione;Non Disponibile;212.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381823;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::3;Abitazione;Non Disponibile;161.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381824;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::4;Abitazione;Non Disponibile;167.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381825;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::5;Abitazione;Non Disponibile;209.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381826;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::6;Abitazione;Non Disponibile;157.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381827;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::7;Abitazione;Non Disponibile;168.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381828;FABBRICATO;VIA BANFO ANTONIO;SNC;45.0903857;7.6864074;Accatastato - L219:::1150:333::9;Parcheggio collettivo;Non Disponibile;166.0;Dopo il 2010;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
381839;FABBRICATO;Via Massena;105;45.05289149;7.6674511;Accatastato - L219:::1349:199::2;Caserma;5.0;2010.6;Dal 1946 al 1960;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;95044.0;05/01/2006;
382042;FABBRICATO;Via Federico Campana;30;45.05362793;7.68213638;Accatastato - L219:::1337:380::3;Ufficio strutturato ed assimilabili;3.5;156.57;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
382043;FABBRICATO;Via Ormea;47;45.05362793;7.68213638;Accatastato - L219:::1337:380::5;Parcheggio collettivo;Non Disponibile;154.0;Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;19754.0;01/01/2022;
382044;FABBRICATO;Via Ormea;47;45.05362793;7.68213638;Accatastato - L219:::1337:380::6;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;1051.2;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
382050;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::3;Caserma;5.0;295.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;26778.0;01/01/2019;
382051;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::4;Abitazione;Non Disponibile;108.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
382052;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::5;Abitazione;Non Disponibile;125.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
382053;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::6;Parcheggio collettivo;Non Disponibile;40.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
382054;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::7;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;16.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
382055;FABBRICATO;corso monte lungo;51;45.0484196;7.6558198;Accatastato - L219:::1346:104::8;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;16.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;
382493;FABBRICATO;corso principe eugenio;36;45.0783209;7.6706855;Accatastato - L219:::1180:319::31;Abitazione;Non Disponibile;101.0;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Non utilizzato;Non Dichiarato;;;;
388058;FABBRICATO;via bologna;185;45.089604;7.7097084;Accatastato - L219:::1145:131::2;Magazzino e locali di deposito;Non Disponibile;164.0;Dal 1919 al 1945;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;
388059;FABBRICATO;Corso Novara;63;45.0841026;7.6979067;Accatastato - L219:::1187:63::1;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;4150.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388082;FABBRICATO;Piazza Borgo Dora;61;45.0817319;7.6829121;Accatastato - L219:::1215:136::10;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;4725.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;142.0;01/03/1997;
388085;FABBRICATO;Via Vittorio Andreis;18;45.0817319;7.6829121;Accatastato - L219:::1215:136::24;Locale commerciale, negozio;Non Disponibile;47.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388086;FABBRICATO;Via Vittorio Andreis;18;45.0817319;7.6829121;Accatastato - L219:::1215:136::46;Locale commerciale, negozio;Non Disponibile;60.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388087;FABBRICATO;Via Vittorio Andreis;18;45.0817319;7.6829121;Accatastato - L219:::1215:136::48;Locale commerciale, negozio;Non Disponibile;60.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388088;FABBRICATO;Piazza Borgo Dora;61;45.0817319;7.6829121;Accatastato - L219:::1215:136::51;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;169.25;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;
388089;FABBRICATO;Piazza Borgo Dora;61;45.0817319;7.6829121;Accatastato - L219:::1215:136::52;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;313.8;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
388090;FABBRICATO;Piazza Borgo Dora;61;45.0817319;7.6829121;Accatastato - L219:::1215:136::53;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;173.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
388091;FABBRICATO;Piazza Borgo Dora;61;45.0817319;7.6829121;Accatastato - L219:::1215:136::54;Ospedali, case di cura, cliniche e assimilabili;5.0;332.6;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;
388095;FABBRICATO;Via Borgo Dora;49;45.0817319;7.6829121;Accatastato - L219:::1215:136::65;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;6300.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;28901.0;28/09/2012;
388100;FABBRICATO;Via Gianfrancesco Fiochetto;29;45.0758634;7.6894159;Accatastato - L219:::1247:127::1;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;2919.25;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388102;FABBRICATO;Via Gianfrancesco Fiochetto;29;45.0758634;7.6894159;Accatastato - L219:::1247:127::2;Abitazione;Non Disponibile;90.0;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
388124;FABBRICATO;Corso Lucio Quinzio Cincinnato;115;45.0982077;7.639026;Accatastato - L219:::1112:136::11;Parcheggio collettivo;Non Disponibile;385.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388125;FABBRICATO;Corso Lucio Quinzio Cincinnato;115;45.0982077;7.639026;Accatastato - L219:::1112:136::12;Ufficio strutturato ed assimilabili;3.5;834.86;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
388126;FABBRICATO;Corso Lucio Quinzio Cincinnato;115;45.0982077;7.639026;Accatastato - L219:::1112:136::6;Ufficio strutturato ed assimilabili;3.5;1365.71;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività artistica e culturale;;;;
388129;FABBRICATO;corso cincinnato l. quinzio;121;45.0982077;7.639026;Accatastato - L219:::1112:136::9;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;2477.75;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388140;FABBRICATO;via paolo della cella;3;45.10513776;7.67861554;Accatastato - L219:::1078:338::2;Abitazione;Non Disponibile;77.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;0.0;01/01/2019;
388141;FABBRICATO;via paolo della cella;3;45.10513776;7.67861554;Accatastato - L219:::1078:338::3;Abitazione;Non Disponibile;75.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;0.0;01/01/2019;
388181;FABBRICATO;Via Paolo Braccini;70;45.0610521;7.6477574;Accatastato - L219:::1288:310::1;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;11289.5;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;
388182;FABBRICATO;Via Paolo Braccini;70;45.0610521;7.6477574;Accatastato - L219:::1288:310::2;Abitazione;Non Disponibile;84.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
388183;FABBRICATO;Via Paolo Braccini;70;45.0610521;7.6477574;Accatastato - L219:::1288:310::3;Abitazione;Non Disponibile;76.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
388185;FABBRICATO;via moretta;55 Bis;45.06943207;7.64844938;Accatastato - L219:::1224:536::3;Ufficio strutturato ed assimilabili;3.5;367.43;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
388187;FABBRICATO;via revello;18;45.06943207;7.64844938;Accatastato - L219:::1224:536::5;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;1708.5;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388188;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::10;Locale commerciale, negozio;Non Disponibile;38.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388189;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::11;Locale commerciale, negozio;Non Disponibile;31.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388190;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::12;Locale commerciale, negozio;Non Disponibile;35.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388191;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::17;Locale commerciale, negozio;Non Disponibile;28.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388192;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::18;Locale commerciale, negozio;Non Disponibile;36.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388193;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::2;Locale commerciale, negozio;Non Disponibile;32.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388194;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::21;Locale commerciale, negozio;Non Disponibile;30.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388195;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::28;Locale commerciale, negozio;Non Disponibile;34.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388196;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::29;Locale commerciale, negozio;Non Disponibile;28.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388197;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::3;Locale commerciale, negozio;Non Disponibile;35.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388198;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::32;Locale commerciale, negozio;Non Disponibile;37.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388199;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::33;Locale commerciale, negozio;Non Disponibile;20.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388200;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::34;Locale commerciale, negozio;Non Disponibile;28.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388201;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::35;Locale commerciale, negozio;Non Disponibile;20.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388202;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::36;Locale commerciale, negozio;Non Disponibile;30.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388203;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::37;Locale commerciale, negozio;Non Disponibile;23.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388204;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::38;Locale commerciale, negozio;Non Disponibile;21.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388205;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::39;Locale commerciale, negozio;Non Disponibile;17.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388206;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::40;Locale commerciale, negozio;Non Disponibile;23.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388207;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::41;Locale commerciale, negozio;Non Disponibile;27.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388209;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::44;Locale commerciale, negozio;Non Disponibile;59.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388210;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::45;Locale commerciale, negozio;Non Disponibile;60.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388211;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::46;Locale commerciale, negozio;Non Disponibile;55.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388212;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::47;Locale commerciale, negozio;Non Disponibile;156.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388213;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::48;Locale commerciale, negozio;Non Disponibile;63.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388214;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::49;Locale commerciale, negozio;Non Disponibile;58.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388215;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::50;Locale commerciale, negozio;Non Disponibile;62.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388216;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::51;Locale commerciale, negozio;Non Disponibile;66.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388217;FABBRICATO;Via Moretta;57;45.06986552;7.64782467;Accatastato - L219:::1224:546::58;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;3137.5;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388218;FABBRICATO;via moretta;57 A;45.06986552;7.64782467;Accatastato - L219:::1224:546::59;Impianto sportivo;Non Disponibile;388.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
388223;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::8;Locale commerciale, negozio;Non Disponibile;29.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388224;FABBRICATO;corso racconigi;51;45.06986552;7.64782467;Accatastato - L219:::1224:546::9;Locale commerciale, negozio;Non Disponibile;30.0;Dal 1991 al 2000;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388241;FABBRICATO;via reni guido;53;45.0515873;7.6310427;Accatastato - L219:::1342:167::5;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;923.25;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388242;FABBRICATO;via reni guido;53;45.0515873;7.6310427;Accatastato - L219:::1342:167::6;Abitazione;Non Disponibile;84.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
388244;FABBRICATO;via castelgomberto;20;45.0515873;7.6310427;Accatastato - L219:::1342:167::8;Locale commerciale, negozio;Non Disponibile;86.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
388250;FABBRICATO;via sidoli giuditta;10;45.0277206;7.6457842;Accatastato - L219:::1440:53::2;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);4.0;4770.0;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
388254;FABBRICATO;via sidoli giuditta;18;45.0266335;7.6462298;Accatastato - L219:::1439:63::109;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;193.8;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;
