id;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;identificativo_catastale;tipologia_bene_immobile;altezza;superficie_di_riferimento_mq;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;zona_omi
694762;FABBRICATO;via revel ottavio conte thaon di;8;45.0687671;7.6697917;Accatastato - L219:::1242:91::2;Abitazione;Non Disponibile;56.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
694763;FABBRICATO;via revel ottavio conte thaon di;8;45.0687671;7.6697917;Accatastato - L219:::1242:91::3;Abitazione;Non Disponibile;72.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
694764;FABBRICATO;via revel ottavio conte thaon di;8;45.0687671;7.6697917;Accatastato - L219:::1242:91::4;Abitazione;Non Disponibile;40.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
694765;FABBRICATO;via stampatori;8 Bis;45.07242169;7.6779537;Accatastato - L219:::1243:159::43;Locale commerciale, negozio;Non Disponibile;54.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694766;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::46;Abitazione;Non Disponibile;43.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694767;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::47;Abitazione;Non Disponibile;83.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694768;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::48;Abitazione;Non Disponibile;39.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694769;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::49;Abitazione;Non Disponibile;76.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694770;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::50;Abitazione;Non Disponibile;37.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694771;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::51;Abitazione;Non Disponibile;77.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694772;FABBRICATO;Via Stampatori;12;45.07242169;7.6779537;Accatastato - L219:::1243:159::52;Impianto sportivo;Non Disponibile;102.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;3225.0;01/05/2009;
694773;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::53;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;19.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694774;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::54;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;13.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694775;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::55;Abitazione;Non Disponibile;119.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694776;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::56;Abitazione;Non Disponibile;94.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694777;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::57;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;22.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694778;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::58;Abitazione;Non Disponibile;114.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694779;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::59;Abitazione;Non Disponibile;65.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694780;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::60;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;22.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694781;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::61;Abitazione;Non Disponibile;117.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694782;FABBRICATO;via stampatori;10 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::62;Abitazione;Non Disponibile;61.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694783;FABBRICATO;Via Stampatori;12;45.07242169;7.6779537;Accatastato - L219:::1243:159::63;Locale commerciale, negozio;Non Disponibile;53.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694784;FABBRICATO;Via Stampatori;12;45.07242169;7.6779537;Accatastato - L219:::1243:159::64;Locale commerciale, negozio;Non Disponibile;46.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694785;FABBRICATO;Via Stampatori;12;45.07242169;7.6779537;Accatastato - L219:::1243:159::67;Ufficio strutturato ed assimilabili;Non Disponibile;70.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
694786;FABBRICATO;Via Stampatori;0;45.07242169;7.6779537;Accatastato - L219:::1243:159::68;Abitazione;Non Disponibile;98.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694787;FABBRICATO;Via Stampatori;0;45.07242169;7.6779537;Accatastato - L219:::1243:159::69;Abitazione;Non Disponibile;85.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694788;FABBRICATO;Via Stampatori;0;45.07242169;7.6779537;Accatastato - L219:::1243:159::70;Abitazione;Non Disponibile;94.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694789;FABBRICATO;Via Stampatori;0;45.07242169;7.6779537;Accatastato - L219:::1243:159::71;Abitazione;Non Disponibile;85.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694790;FABBRICATO;Via Stampatori;0;45.07242169;7.6779537;Accatastato - L219:::1243:159::72;Abitazione;Non Disponibile;93.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694791;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::73;Abitazione;Non Disponibile;98.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694792;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::74;Abitazione;Non Disponibile;94.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694793;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::75;Abitazione;Non Disponibile;98.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694794;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::76;Abitazione;Non Disponibile;94.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694795;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::77;Abitazione;Non Disponibile;99.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694796;FABBRICATO;via stampatori;12 B;45.07242169;7.6779537;Accatastato - L219:::1243:159::78;Abitazione;Non Disponibile;95.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694797;FABBRICATO;Via Stampatori;16;45.07242169;7.6779537;Accatastato - L219:::1243:159::79;Locale commerciale, negozio;Non Disponibile;68.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694798;FABBRICATO;Via Santa Maria;6;45.07242169;7.6779537;Accatastato - L219:::1243:159::80;Locale commerciale, negozio;Non Disponibile;45.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;1704.0;01/03/2021;
694799;FABBRICATO;Via Santa Maria;6;45.07242169;7.6779537;Accatastato - L219:::1243:159::81;Locale commerciale, negozio;Non Disponibile;54.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694800;FABBRICATO;Via Santa Maria;6;45.07242169;7.6779537;Accatastato - L219:::1243:159::82;Locale commerciale, negozio;Non Disponibile;70.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694801;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::83;Abitazione;Non Disponibile;107.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694802;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::84;Abitazione;Non Disponibile;115.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694803;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::85;Abitazione;Non Disponibile;121.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694804;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::86;Abitazione;Non Disponibile;72.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694805;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::87;Abitazione;Non Disponibile;114.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694806;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::88;Abitazione;Non Disponibile;123.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694807;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::89;Abitazione;Non Disponibile;71.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694808;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::90;Abitazione;Non Disponibile;79.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694809;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::91;Abitazione;Non Disponibile;37.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694810;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::92;Abitazione;Non Disponibile;122.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694811;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::93;Abitazione;Non Disponibile;80.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694812;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::94;Abitazione;Non Disponibile;115.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694813;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::95;Abitazione;Non Disponibile;143.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694814;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::96;Abitazione;Non Disponibile;50.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694815;FABBRICATO;via s. maria;6 C;45.07242169;7.6779537;Accatastato - L219:::1243:159::97;Abitazione;Non Disponibile;77.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
694816;FABBRICATO;Via Stampatori;10;45.07242169;7.6779537;Accatastato - L219:::1243:159::98;Locale commerciale, negozio;Non Disponibile;82.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694817;FABBRICATO;Via Stampatori;12;45.07242169;7.6779537;Accatastato - L219:::1243:159::99;Impianto sportivo;Non Disponibile;317.0;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;3225.0;01/05/2009;
694818;FABBRICATO;Via Eleonora d'Arborea;51;45.0322341;7.6382905;Accatastato - L219:::1427:76::;Locale commerciale, negozio;Non Disponibile;107.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694819;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::1;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694820;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::10;Abitazione;Non Disponibile;64.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694821;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::11;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694822;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::12;Abitazione;Non Disponibile;64.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694823;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::13;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694824;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::14;Abitazione;Non Disponibile;82.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694825;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::15;Abitazione;Non Disponibile;64.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694826;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::16;Abitazione;Non Disponibile;58.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694827;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::17;Abitazione;Non Disponibile;64.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694828;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::18;Abitazione;Non Disponibile;59.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694829;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::19;Abitazione;Non Disponibile;64.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694830;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::2;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694831;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::20;Abitazione;Non Disponibile;57.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694832;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::21;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694833;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::22;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694834;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::23;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694835;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::24;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694836;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::26;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694837;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::27;Abitazione;Non Disponibile;57.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694838;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::28;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694839;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::3;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694840;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::4;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694841;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::5;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694842;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::6;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694843;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::7;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694844;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::8;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694845;FABBRICATO;Via Lamberto de Bernardi;2;45.0320387;7.6381606;Accatastato - L219:::1427:77::9;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694846;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::1;Abitazione;Non Disponibile;55.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694847;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::10;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694848;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::11;Abitazione;Non Disponibile;80.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694849;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::12;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694850;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::13;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694851;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::14;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694852;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::15;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694853;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::16;Locale commerciale, negozio;Non Disponibile;28.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
694854;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::19;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694855;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::2;Abitazione;Non Disponibile;53.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694856;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::20;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694857;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::21;Abitazione;Non Disponibile;122.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694858;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::22;Abitazione;Non Disponibile;119.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694859;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::3;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694860;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::4;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694861;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::5;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694862;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::6;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694863;FABBRICATO;Via Lamberto de Bernardi;2;45.0316332;7.6378617;Accatastato - L219:::1427:78::9;Abitazione;Non Disponibile;48.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694871;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::1;Abitazione;Non Disponibile;470.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694872;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::10;Abitazione;Non Disponibile;305.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694873;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::11;Abitazione;Non Disponibile;248.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694874;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::12;Abitazione;Non Disponibile;431.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694875;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::13;Abitazione;Non Disponibile;297.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694876;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::14;Abitazione;Non Disponibile;311.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694877;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::17;Abitazione;Non Disponibile;327.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694878;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::18;Abitazione;Non Disponibile;340.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694879;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::19;Abitazione;Non Disponibile;335.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
694880;FABBRICATO;Via Lamberto de Bernardi;2;45.0314137;7.6382279;Accatastato - L219:::1427:80::2;Abitazione;Non Disponibile;369.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
