struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Residenza universitaria CStudio,45.0748223,7.6018841,verde,recreation_ground,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,verde,nature_reserve,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,verde,lake,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,verde,reservoir,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,fitness_centre,0,0,2,4,"203232910,9757354675,457059136,11293465819"
Residenza universitaria CStudio,45.0748223,7.6018841,sport,sports_centre,0,0,1,11,"823270152,13307202101,1037996309,6590329982,909775020,116648845,742125234,4086636019,3200584297,168437524,905200795"
Residenza universitaria CStudio,45.0748223,7.6018841,sport,stadium,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,swimming_pool,0,0,0,3,"154307437,529652138,529652139"
Residenza universitaria CStudio,45.0748223,7.6018841,sport,water_park,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,pitch,6,12,27,65,"1428323231,85418201,971907327,85418206,82295505,294134654,41871156,85418203,1126581879,5491712414,422061581,841643305,228196395,1376120872,1009386245,304477400,10109028850,228195917,304477700,482465941,85418208,1047147718,914597096,572393054,1370814006,230710323,230710321,229260148,304477701,292555422,1226476500,294150156,637559789,9792833748,1066934060,1216496186,5491715388,912941768,369847632,911631950,911342030,369847633,369847631,116648836,903916475,116648847,369847630,116648853,909775016,116648840,909775017,169446393,169446392,10303519262,169446389,169446391,945175002,292034359,292034357,897304943,116648842,116648852,342866853,116648835,116648848"
Residenza universitaria CStudio,45.0748223,7.6018841,sport,tennis_court,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,golf_course,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,ice_rink,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,bowling_alley,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,climbing_wall,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,sport,gym,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,commerciale,shop,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,school,0,3,7,21,"42302098,435441356,1210277879,254434717,823265091,314036446,440204020,440206117,482465942,823280923,211911974,879463612,438380755,294155385,529644452,369847634,903916492,291465020,369833269,314253563,761431036"
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,kindergarten,0,2,6,13,"1788854536,1040174839,254434718,440204017,211769538,823280922,879463610,572131683,879463614,9580741278,335550693,4254402204,390148247"
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,university,0,0,1,1,58760727
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,college,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,music_school,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,driving_school,0,0,0,2,"13042699426,12509555365"
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,research_institute,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,vocational_school,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,library,0,0,0,2,"159708680,293677523"
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,archive,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,museum,0,0,0,0,
Residenza universitaria CStudio,45.0748223,7.6018841,educazione,community_centre,0,2,2,4,"11817955817,1378347675,1378347676,432388873"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,healthcare,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,pharmacy,2,8,28,74,"1670302089,2135139106,1198867317,4735667414,4735021763,4735023412,12814474916,2592486643,7310501806,7310088536,6029326322,4735669404,4735721872,12800044441,2036336905,2036356385,4735719316,4412226590,9140119438,4735717950,7384890987,7376141996,3344782869,4736115522,7312267251,7379836453,12798227483,4735804570,4735804530,11782400574,2036360279,3893151255,4735829063,2018737316,4735056034,4735058545,4735717430,2018187040,619193786,4735828988,3224067528,5255625937,2593187678,2048347744,2018203641,5628622146,1333701639,2018982162,2019517474,7310122343,4736110877,5113659491,2019532938,6827178588,5110808474,4736057638,2048276171,7376114116,12691580935,4736055182,5206578925,7376141997,4736058640,4736054350,7312494521,4736054639,4736054574,7309967811,7376141998,4735870073,306557185,4736077953,2068598491,7379060407"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,dentist,0,2,5,15,"7261094839,10698834221,8569291136,10751445003,12886910727,10737466798,2016414024,351676886,8463109068,2406157072,11296229554,4195848889,5941324678,3373033912,9301525972"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,veterinary,0,1,1,7,"6948201811,8518082749,11283174640,6942723111,4735830189,4736055191,2018192326"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,optician,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,medical_supply,0,0,0,4,"12867088801,11283227093,11064390829,3957940798"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,defibrillator,0,1,4,31,"13308607340,9376999100,10243877109,7227510560,12237513601,12829755501,11071576234,9552060491,9137861147,7232177660,9515896704,5121847084,7934552531,4374929675,13015096966,8356951251,8210481138,6705560885,11273669529,5113659443,6851497986,12095446701,6851187750,6853723885,6851437489,6853946708,6853946004,6851357885,10942463291,3722895975,6877134124"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,hospital,0,1,1,5,"149116211,3538149956,26294487,190728046,191194250"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,clinic,1,2,4,27,"1196177763,395057467,12816667601,12816667602,12816909558,12816909553,12814452400,12816909554,12814474932,12814452396,4735802143,10769197381,4086304459,6664922333,822529092,4735668281,11290349432,10567218284,10567228303,4162728590,464291813,12168612107,3893264712,385995302,10698816652,2284074743,4086502595"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sanità,doctors,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,station,0,1,4,8,"3253332071,893193542,1621697594,543360161,254594416,1622042729,3395226356,254594415"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,subway_entrance,1,3,16,32,"2617655139,1621378602,1621378600,1621378601,1213993997,1213994125,1213994014,3253332073,3431326297,3431314079,3431314078,10235736538,3431314077,3431314076,3431314075,10235736525,1839686581,3431314080,3253332072,1622042886,3283904468,1622042919,3431326298,5020207823,5020207824,1262284319,10260242427,10260242426,1262284354,2014746582,1262284353,10260242428"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,tram_stop,1,10,43,125,"945383170,945383228,945383209,945383242,945383335,945383168,1230709942,1230709908,1231011227,941491761,941491518,941491902,941491727,1168929313,1167320836,1168929291,941491699,1167320919,941491496,1230709954,1230710110,1230709892,941491640,941491856,938733459,938733498,945268814,945268800,1185414536,1168929618,945268789,945268816,1167321000,1168270429,945268799,1199240661,1229263858,1167320990,1167320859,1167321088,1167321041,1167320969,1167320960,1185414562,1168270672,1185414492,945268801,945268822,945268805,945268802,1624209638,950433574,951424216,1230710018,4997702728,1229827204,1231011119,1229827337,1231011175,1229580323,1229827230,1229580314,1229827620,941491483,941491672,941491612,1168270471,1168270534,941491716,941491868,1185414486,1229580315,1229827224,1227966230,1168270660,1185414504,1227966231,1167320937,12101484067,1168929427,12100765982,941491637,12101484058,1624209624,1843302903,941491545,943330768,1370347434,1229263851,1370347438,1229827150,1229580304,1230710216,1230709587,1230709694,1230710154,1230710053,1230710389,1227966234,1227966232,1227966233,1229263766,1229264040,12616325336,12715581050,12978416484,12978416485,943330769,12715581035,1168270504,943330816,943330822,943330819,1230709780,1231011218,943330805,11281292421,1230709737,1230709859,11281834064,1235856174,1168270599,1624209625,941491939,1167320980"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,bus_stop,3,22,94,370,"1262212592,1262212443,1262201548,1198909279,1198909287,937605170,937605201,937605172,10200584299,1185414537,10200408844,1262206025,1185414591,10200584300,10200408843,1198867501,1198867296,1185441587,3979495903,10200408842,1262208027,1185441561,1230710173,1230709749,1262204124,1185441537,1231011169,1262194463,1262196617,1262205652,1262198085,1262188120,1262192773,1262202694,1262199993,1262198818,1262207113,1262182479,1262189238,1213368963,1185809746,1185809738,1262208641,1185809741,1262208307,1185414473,1185809759,1262194959,1262188782,1185809737,1262199883,1262204464,1262187238,1262197176,1262207473,1262195467,1262192496,1262195984,1262196079,1262196389,1262189057,1262207017,1185809754,1185809736,1399644213,1131464110,1399644528,1262212319,937605193,937605195,937605181,937605194,937605189,1262198275,1198867720,1262200618,1262210403,1198867646,1198867624,1262199732,1198867456,1167320783,1262207954,1262187635,1262208539,1262200757,1262204432,1262205523,1262195376,1262203331,1262207470,1262195744,1185414571,1231011126,1168929258,1198867528,1199003141,1168929465,1185815850,1262195065,1262182588,937605174,937605197,1168270670,1199240778,937605169,1168929641,937605192,1168929327,937605175,1262195535,937605200,1229263756,1262201038,1262206788,1198867355,1262188427,13357227255,1198867590,1198867343,1198867678,1168929435,1198867713,1168929622,937605184,1185414408,1525407946,1262208796,937605187,1262193964,1262202938,1262210261,1262196361,1262193644,1262211503,937605188,1168270573,1262212991,1262198618,10938458344,1569038269,12074187316,1262197341,1185414556,1185414572,1199240547,1569038260,1262208085,8494249908,1262196253,1199240667,1262201459,937605198,937605176,1262203237,937605196,937605190,1199240598,943330808,1262209067,1262195389,1262197179,1262186062,1262205538,1262185598,1262203692,1262190108,1262203588,1262190098,1262209814,1262208210,1262204320,1262192681,1262200032,1262190944,1262212994,1262195471,1262209837,1262196128,1262195993,1491228853,1262210935,1262182560,1262201063,1262187879,1262203150,1262212811,1262183335,1262204440,5594891025,1262199964,1262199168,1262182219,1399644425,1262198176,1262197433,1262192786,1262197275,1262200205,1262207921,1262210546,1262182382,1262192501,1262201910,1262192626,1229580308,4605836659,1262204898,12876021888,1229580300,1262196357,1262211500,1262208182,1262192466,1262196307,1262195324,1262209515,1262196647,1262212519,1262207853,1480474270,1262210350,1262190981,1262207187,1262197218,1262184662,1262204656,1262196134,1480474276,1262203192,1262194723,1262209179,1262196512,1262206934,1262207679,1480474287,1480474282,1262211196,1262199022,1480474260,1480474258,1262184419,1480474268,1480474269,1480474262,1262198132,1262197142,1480474257,1262209613,1262208977,1262182398,1168929344,1262197041,1262207547,1198867604,8289837996,1262195219,8289837997,1262185354,1262181975,1262197387,1168270553,1168929565,1168270407,10200408841,4575722855,10066805517,1185414522,1262199608,1491228855,1262202711,1262199542,1262186722,1229580316,1229827663,1262208483,10136283371,1168270570,1168270559,1185414520,12876021885,1262211444,1168929371,1262200499,1262196215,1262201567,1262196300,1262198051,1262197657,1525407917,1262206483,1262203392,3229868385,3262101385,1168929432,1491228856,1262197246,1198867662,1262188506,1262197678,1262208401,1262209581,1262199837,1262209446,1198867402,1262207476,1262190131,1491228854,11657164483,11657164484,1229827101,1229580311,1399644118,1262197436,1262211451,1262205080,1262192792,1262199977,1262195420,1262205970,1262195822,1168270639,1185414410,1262208503,1185414465,1262194546,1262208323,5117626905,1262209930,1262198026,1185414577,6851570620,1262199075,1262182576,1262200213,1262203030,1262212401,1262196900,1262196798,3350079082,1262206389,1262208051,1262196187,1262191998,1262202844,1262195567,1262212221,1262192881,1262194437,1262196834,1270905157,1262191772,1270905158,1262208954,1262199922,1262209046,1262211982,1262197197,1262199746,1262212615,1235856128,1262204404,1262194051,1262203354,1262194653,937605171,937954712,1262212512,1198867441,1198867556"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,charging_station,1,7,21,43,"4691906382,10686606848,4691906381,8273687163,12206458665,9331784402,5545629913,10862580324,11107468089,10023825566,11253226587,9056770766,8496473717,8496473719,8496473718,13254288285,9884949609,9884949607,9884949611,9884949608,9884949610,10676666527,11676231525,3906238205,11694139826,13254333741,12881604940,10132403023,10132403019,10132403022,10132403020,10132403021,10024930203,12848949670,12385342507,3906239156,5545493680,5255643474,10024930198,10024930204,9903597728,3906262432,11330971755"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,car_sharing,0,0,0,1,4749176847
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,taxi,1,1,2,15,"1720500302,450595752,4289455496,2016414163,3241731973,8316678430,2019632236,604332918,5020220491,5020220492,3241731972,3241731971,5941325188,3241731964,2902424078"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,parking,2,4,34,143,"305940763,190437232,190437231,166457327,54740253,241336708,1128003509,166585310,3319891484,131477884,166652711,166652710,839476414,839476413,839634184,7077733654,693367780,693367779,1032863499,300189916,330956379,330956378,313088902,313088903,166630018,291492675,50259560,1126042539,1126043797,1126047090,1190970428,1340364497,49580893,925276467,1348523735,108470282,942603632,942603631,736824357,706164324,730684398,1300583616,1419477429,736824358,1076957801,730771775,166652712,83042948,1383582583,1381841252,1381841251,5693045436,12809872841,1381841253,635372762,635372763,320706078,320706077,166616053,166611428,305940327,305941030,257509773,257509774,1046462111,770822807,770822809,770822808,454001359,454001349,1621697577,257509778,257509777,330503346,915561379,1218148322,914641500,914641495,914641496,914641504,914641505,914641487,914641506,596527947,914641494,489020583,1409158807,7195363113,282924801,191173232,112172255,1075063889,747831924,7573315188,966980831,45819032,1432694418,1433218612,842479608,842479609,842479611,132406184,69976487,77914307,1256054371,1441572060,1255963826,1455462286,4488383689,248772281,248160665,13260980844,2019632224,1227966229,275161406,2284374403,5997771287,5997780786,320706080,5997812985,635372765,320706079,3363420315,22953965,1218557983,1057905850,316211275,319749756,249248499,319742232,191375051,5941325249,193000008,435793218,1255999599,731592384,731605916,436314967,242957870,6851422048,733635639,358681039,124778755"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,car_rental,1,2,6,8,"1170039574,1170039581,13363265154,6113511883,11104716244,5628622134,5941325247,5941325228"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,bicycle_parking,5,18,58,219,"1780322685,7076063185,1780322731,11274729769,2699759047,2699759049,2699759048,10853204514,2699759050,2699759052,2699759053,2699759051,2699760636,2699760637,2699759056,2699759058,2699759057,2699757974,443101911,7815134909,7815134911,7815134910,7815134913,7815134912,12394522606,12394489858,10873504973,6912162938,10113463334,10113463333,10113463332,10113463331,10113463330,10113463329,10113463335,11673291208,11673243325,7076063186,7076063187,7076063189,7076063188,5347703556,12153279090,7076001884,11933465157,7076001882,2635518486,7076001883,7076001878,7076063193,7076063194,7076063195,7076063192,2699759055,2699759054,11913808736,7054259454,9771620395,10011778505,7076063191,6954549387,6954549388,1783770824,10873504971,1783770825,10802789582,2699757972,2699757973,2699757978,2699757975,9536387625,706004735,9536764388,9515661833,2699754605,5628622143,5628622144,2632353490,10873504970,5628622145,7025739876,10873504969,10159318064,2699757982,2699757981,2699757980,2699757979,2699753945,2699754607,2699754613,2699754610,2699754609,13142999531,13143056907,10741520276,10741540187,2699752835,13142731612,7076001881,7076001880,7076001879,7076063190,12168185377,8496468307,11082056515,8496468304,8496468306,8496468305,11082056516,11082056517,11182198684,5226211759,7076001868,12365551375,7076001867,7076001864,7076001863,7076001865,13283071994,13283160701,13283086792,9122302517,6909804800,9330196749,5594891026,13283101982,8638211147,9038187426,13283226975,11274729970,9884528466,7076063196,7076063197,7076063198,9321076956,4063688590,7076001861,7076001862,2282486102,5113659453,7076001866,11983497399,11983479625,2017190763,2018982169,7076063202,7076063203,12009896156,13324660699,7076063201,10884404308,7076063200,7076063199,12681485187,12681485188,6149852920,2699753943,2699753944,2699753946,2699753947,2699753951,2699753950,2699753949,2699753948,5117627158,5113659515,10779500105,2699753644,5968582882,5968581908,6827178603,12068659438,5941325235,2699753641,2699753643,2699753642,7076063204,7076063205,7076063206,11277111680,11277111681,7076063207,10777961006,12650442898,7076063208,7076063209,8026222938,7076063210,7076063211,7076063212,7076063213,5117627124,5941324676,5941324684,5941325233,2048050409,5941324672,11966746787,5941325227,5941325219,11966792060,5941325190,9740895475,12634535120,12634548501,12634222020,12634416056,9740895502,9740888733,10759662318,11238380039,11238380037,11238380038,2699752833,2699752831,2699752834,2699752832,9307377317,9307358113"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,bicycle_rental,0,1,1,1,12068398566
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,primary,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,mobilità,secondary,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,park,0,1,2,22,"305683893,579229093,149395093,166596454,106251930,44503795,88206888,149395470,39789990,589863206,1164953300,130457686,335352981,698756805,549096612,111646227,112172943,1432694404,23026345,22897848,543676718,457323344"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,garden,2,2,10,160,"1135279260,140266730,436247597,436245116,436245118,436245117,23089011,589878717,436247596,28193052,3784063293,1430193314,1430193313,1430193319,1430193315,1430193322,108470281,404714970,29183708,1430193309,23089014,581600236,664912057,191051285,1429655975,1429668701,1429927724,1429927720,1429668708,1429668706,1429668703,1430558115,1429655972,1429927718,1429927726,1429668711,1429668710,1429668709,1430558102,1430193311,1430558111,1430558114,1429655978,1430558101,1429655977,1430558098,1431902919,1432497805,1432497804,1431902918,1432497803,1431902920,1432497799,1431902926,1431902917,1430558093,1431902925,1431902923,1432497802,1431902908,1431902916,1432497790,1432497798,1432497801,1431902915,1431902907,1431902906,1432497788,635651375,1432497787,1432497786,303807502,1432497777,1432497771,1432497780,1432542554,1432694413,1432542546,1432694420,1432694414,1432694410,1432694408,1433218603,1432694412,1433516891,1433516897,1432694406,1433516899,1433218602,1433218608,1433218609,1433218611,635651377,1433516893,1433516896,1434558345,1434859342,1431214248,1429531893,1429531906,1431167268,1431167270,1435026062,1429455089,1435026061,1435026060,1435026072,1435074195,1435074194,1435248869,1435074200,1435074202,1435074193,1433516866,1434558331,1433516869,1433516870,1434558326,1434859339,1434558323,1434558321,1434558344,1434859340,1433516867,1434859343,1434859351,1434859338,1434558312,1434558342,1434558339,1434558336,1434558316,1433516874,1434558328,1434558319,1434558314,1434558315,1433516882,1434558313,1433516875,1434859334,1434859333,1434558318,1434558317,1435026103,1435026104,1412323438,561608551,23054276,318993599,251488296,23026360,302764761,1060217784,1060217774,848959753,848959890,689197827,585434922,585434925"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,grass,8,9,32,250,"588726773,862454070,1128002965,1128002964,1128002962,1128002963,1126792071,131477879,166596453,131477878,757727656,131477880,757727655,1066997745,234298691,154500724,154500737,154500736,234298714,234298715,234298692,234298708,234298712,234298709,234298702,234298698,234298695,234298694,234298699,234298703,234298687,234298690,234298711,234298688,234298710,234298707,234298706,234298700,234298713,234298697,234298696,234298689,234298693,234298705,234298701,234298704,315954833,181232343,181232355,181232342,181232349,181232340,181232352,181232353,181232350,181232347,181232345,181232348,181232341,181232346,286767165,314388661,286767161,181232351,286653242,242409910,286653241,286646606,286647293,286653237,286646604,286646594,286645617,286646607,286647294,286646605,286647291,286646595,286646601,286646602,286646603,286647290,286646597,485912130,485912131,485912126,485912128,485912129,579229154,485912127,579229089,1126040506,1126042440,730665854,690822581,690822578,690822577,579953323,579953322,579953321,579953320,579953319,579953318,579953317,579916574,579916577,579953316,579953328,690822582,379516467,579953324,379516466,579953327,579953326,579953325,690824765,690824749,690824748,866606424,922479075,922479076,730682845,730682868,730682867,730682869,589878721,730682864,730682866,945490938,730682863,730682844,589878716,945490937,943784964,943784963,943782516,943782515,730682843,589878718,730682865,730682842,730682862,589878720,589878719,589878715,1034782636,730684397,736826338,706164330,730771776,166653765,690808828,690808830,690808831,333831817,242409911,544187117,286636546,242409909,286656050,286636547,286636548,286664226,286636549,732157565,286664225,318948807,326073532,326073533,319649516,732157570,286656044,286656041,390805213,390805212,588726775,589459967,589459968,589459969,589459961,589459963,589459964,415224186,589459962,1047587836,1047587838,1047587837,1047587843,1047587839,1047587840,1047587841,1047587842,463612383,463612382,914641482,401668588,561611213,561611216,561611209,561611219,561611214,561611211,561611221,561611218,123242586,123242589,123242584,1447741497,1264205127,112698197,112698185,112698601,842026974,1429531892,1435026096,1435026095,1435026078,1435026075,1433516865,1455462300,1455462921,1455462291,1455462301,337361722,1362575098,192061493,192061494,192061492,192061489,192061490,192061491,1272990787,245046146,1098853222,245045846,397809397,616677987,616677976,616677985,616677978,616677983,616677980,245045845,337361720,337361721,245045844,289014365,1173001072,1118869379,1118869380"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,wood,0,0,0,22,"256204639,1429668713,1429927729,1075307130,1430558097,1431902912,256273453,1433516888,1075307129,1429531902,1429655981,1435026069,1435026063,1435026076,1435026071,1431214247,1434859332,1433516863,1434859344,1434859331,1435026077,457323345"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,forest,0,0,0,2,"28110850,1075063885"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,meadow,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,scrub,0,0,0,10,"360131117,1430193318,1429927730,1429668705,1430558096,1431167269,1432694422,1431167266,1435248870,1441572063"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,allotments,0,1,1,1,328621268
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,playground,0,0,3,27,"579229091,1135279252,448162839,1217815310,910933663,1445632679,660162335,660162333,942887046,942888157,105377046,83093080,4968614878,83051429,83051428,130457685,257509776,561242634,1193870930,132364747,1433218613,1432694403,1780526494,191211963,1168299039,1170974105,1054786065"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,recreation_ground,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,nature_reserve,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,lake,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,verde,reservoir,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,fitness_centre,0,0,8,15,"8518130285,11841788895,10736644789,12886908643,9463603381,11297477634,10067097220,10784287024,12327658096,2018982152,4736058200,12547891555,11049505605,6851326135,3349809096"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,sports_centre,1,1,5,15,"3799075121,188466381,635797746,4735055931,4086520147,404714971,3332362719,749439074,256781255,286976821,9792328371,630344434,458039656,288893797,458039655"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,stadium,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,swimming_pool,0,0,2,34,"191056430,1118749030,1118749029,1118749028,1422594033,1422594069,749439076,1422419030,1422418993,1422418990,1422419019,1422418987,1422418984,1422224010,1422224027,1422594076,1432497807,1075063887,1422594077,1422594081,1263799982,1431902914,1432497796,856951591,1431902913,1433218610,1433218607,1429531899,692335424,1435074201,899626040,1435026110,1323785257,320710589"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,water_park,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,pitch,1,1,10,75,"689326916,241263809,241263815,10582643941,1135279253,7007648418,7007648417,436248508,448850336,1445632678,1058453911,839634186,839634187,253538106,1065476429,324738752,257509783,257509782,1347606402,1289661073,257509764,257509765,160090690,160090692,257509780,257509781,257509775,13151468861,390805226,257509784,869894480,859050130,859050133,869894478,869894475,869894481,1058452924,915561405,362273176,13284561433,13284561431,923782195,923780960,915561404,13284561432,1422419022,1422594036,1422418992,1422594070,1346976213,1089685037,1429531896,1421975477,1005248573,1005248575,1005248574,5410221475,117526387,1347180844,1190222149,117526384,1190222452,1190222148,117526386,1347180845,117526378,1347180843,245045843,1062624219,358681038,358681041,358681042,358681037,1418747925,578921511"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,tennis_court,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,golf_course,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,ice_rink,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,bowling_alley,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,climbing_wall,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,sport,gym,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,commerciale,shop,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,school,2,3,5,34,"253301354,3799075123,282772081,690824769,242435627,7501518183,7501518184,367981582,1065476430,315598789,4736111631,4735804563,109771125,123376948,390805214,601868991,390805217,6189845887,190499456,190499455,298804713,1075307126,243074534,250151807,2284034343,2284034348,117493773,1304814076,1168299038,10765663105,450287805,1091923526,42864476,1168299037"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,kindergarten,0,1,2,9,"2592486650,3474642596,253301347,314888176,869894477,1328540432,2284034346,219014163,7807308276"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,university,0,3,20,37,"12694977921,1063867657,8903777986,1107125327,1107125328,8496468303,1107125331,988062105,6944502291,6945638233,10132258250,6944516128,6944505643,6945671127,2714024340,749760378,9430411581,6339286102,4605849272,4605836657,4605847888,4605836658,192604816,2577028412,2577029282,2018055299,2018055301,9739802942,2503902059,3363964793,6851326132,4086214801,2018087957,1218747279,6851439272,651771955,4735868696"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,college,0,0,1,2,"318997570,12248046055"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,music_school,0,0,1,1,28109102
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,driving_school,0,0,1,10,"7077970133,8569299026,12886844895,10879184439,11841904325,12089511784,316203024,12077001867,9762124287,3473130432"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,research_institute,0,1,2,2,"190482116,6241694510"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,vocational_school,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,library,1,2,2,8,"4735799707,10229510808,4209315503,11806550856,4936115896,9693041809,6074405709,4849156539"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,archive,0,0,0,0,
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,museum,0,1,6,24,"12072302022,123180294,4572133130,5482049568,4219719436,2981060587,6425777001,12393405666,6433935512,9585924917,5171950042,246516587,246643344,6432836094,2177769729,1333701144,6435420518,6431480861,2026479833,318938052,2026479832,246443715,6434268049,248771289"
Residenza universitaria CXTURIN | MARCONI,45.0554106,7.6789768,educazione,community_centre,1,2,3,6,"13192364672,12616853914,12585045537,194336591,12548906803,3363460993"
Residenza universitaria CXTURIN | VANCHIGLIA,45.0680286,7.7051115,sanità,healthcare,0,0,0,0,
