struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,mobilità,bicycle_rental,0,0,0,2,"5169986448,12068398565"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,mobilità,primary,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,mobilità,secondary,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,park,0,7,22,67,"674366763,106400836,287675212,99846380,287841882,106564125,599426190,97079974,865449655,1281995798,1222735862,851290355,1281996512,97080017,97550213,123245358,96704211,111550929,48135024,87776955,182810976,107161646,466175067,466175069,466175070,103422196,466175068,1126392199,104240184,104230582,104240183,37524337,243356957,759194439,646904183,290137848,1254357945,82290353,646904177,799333352,646904181,149395093,166596454,792699653,171271678,104147826,166986552,83808971,848000866,88206888,149395470,97550214,438380758,168437530,167316232,133623606,82205065,1153579567,242407848,292034395,82400823,605805917,731935819,41752855,41752854,82202795,23088806"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,garden,0,0,5,21,"1224543271,1222821235,1069969272,290481670,292158239,106333266,799305148,759206589,759206590,106331386,1135279260,140266730,107167208,28193052,82290351,892460222,892460208,892460219,10901405103,1433432894,111596409"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,grass,0,10,41,259,"1177931662,931570542,966689857,968906216,968906217,966689858,859854892,966689859,966689860,863151686,966696318,966696325,966689851,966689850,484744751,484744754,1418357914,1418357915,484744758,846003834,846003833,396869722,396869721,230378258,815517896,815523251,815523250,815517898,815523249,815517901,815517900,815523252,815523247,815517902,815523246,859854879,859854880,288835317,1126392509,1126392512,1126472583,1126392510,1126392511,1131164754,1131164753,104240182,666707223,759194441,1238389436,1238389437,1150137827,1238389435,1150137826,1239406381,1239406380,1238389427,1239177125,588758208,1132207955,1132207950,1132207951,1132207954,1132207953,1132207957,288835312,288835318,1132492003,1132209306,862454070,1132207952,1128002965,1128002964,1132207956,1128002962,1128002963,1311364296,154500720,687010710,687010712,891907991,687010711,154500733,1126792071,131477879,166596453,131477878,757727656,131477880,757727655,646909062,687010714,687010713,687010715,687010716,154500739,154500731,154500729,1066997745,234298691,154500724,316299344,154500737,154500736,315954828,234298714,234298715,234298692,234298708,234298712,234298709,234298702,234298698,234298695,234298694,234298699,234298703,234298687,234298690,234298711,234298688,234298710,234298707,234298706,234298700,234298713,234298697,234298696,234298689,234298693,234298705,234298701,234298704,315954833,181232343,181232355,181232342,181232349,181232340,181232352,286653246,181232353,181232350,181232347,181232345,181232348,181232341,286653247,181232346,286767165,314388661,286767159,286767161,181232351,286653245,286653244,286653242,242409910,286653241,286646606,286647293,286653240,286653237,286646604,286646594,286645617,286653239,286646607,286647294,286646605,286647291,732177417,286646595,1236922853,286646601,732177420,732177418,286646602,732177419,286646603,286647290,286646597,1126040506,1126042440,166653765,690808828,242409911,544187117,286636546,242409909,286656050,286636547,286636548,286664226,286636549,732157565,286664225,438380761,954750078,953713787,956494706,37671811,731899351,731899352,731899353,1173967163,731899358,1173907484,1173907485,731899359,731899350,731899354,1173907483,1173898346,1173898347,731899360,1173898349,1173898348,731899357,731899355,731899356,732096036,732096037,732096038,732096048,731939743,731935824,731935825,731939740,731939738,731939741,221891468,731939739,731939742,732125145,732125146,732177422,732125147,178997269,732125144,178997273,732125148,732125140,178997270,684348512,732125143,732125142,732125141,732125149,732125150,732125151,732125152,732157570,286656044,732125138,732157568,732157569,732157567,286656041,732125139"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,wood,0,0,1,1,835355026
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,forest,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,meadow,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,scrub,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,allotments,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,playground,0,8,26,63,"1455945521,11622778326,1855080488,1172174757,9288498355,11897183145,1124860756,847961152,389404045,169109664,169109654,1855093913,1855093905,246613691,1115555287,1114937101,2506967014,1114938741,10696669360,833668347,833668346,169109663,1135247414,171271131,557627561,169109652,290144055,169109659,169109658,2113377131,1238389440,467446544,50258285,111815995,50174964,7685973296,1114952714,10187943589,140235237,1135279252,165022279,306160704,556681453,906203825,306160702,910933663,83093080,4968614878,83051429,83051428,571408914,5491685425,290144050,82205062,124772011,1115761786,11832550679,448718771,1173081441,448434079,1149617853,1149617852,499890620"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,recreation_ground,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,nature_reserve,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,lake,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,verde,reservoir,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,fitness_centre,1,1,2,11,"755889752,5592340115,5592321393,12980028801,7272896085,11274687270,8518130285,5846394818,9568693090,5592351571,4477792090"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,sports_centre,1,1,4,15,"10090308290,860301014,211767603,646909064,751826434,290482354,646909066,3799075121,742125234,4086636019,168437524,290420034,290423873,4479684158,289416784"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,stadium,0,0,2,3,"43138628,285499599,652725229"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,swimming_pool,0,0,0,3,"1855080479,243270140,431631714"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,water_park,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,pitch,5,10,58,155,"1177610610,101520588,83685153,103649704,103650076,467648069,1006779136,290482367,1126581879,5491712414,422061581,169444963,169109655,169444964,847961150,847961151,83676850,169444965,169444966,169444967,169444968,169444969,83676825,169444962,290245229,10301477239,290245230,290245231,242926787,242926786,914614317,367965248,467648071,305071206,1126470600,10197383852,467648063,467648060,10197383853,1124007367,191495971,191495973,191495969,833668344,416059891,833668348,285499767,10301477240,1114952586,122455822,166582169,166582150,166583970,229256419,229256420,229256683,229256235,83386642,847975010,839152651,839152652,846003832,848616352,848616351,124253933,425484921,1311366022,304926006,304926005,304926004,304926003,252850307,425484914,1311364291,1311364292,1385612307,689326916,1311364294,425484913,425484919,425484916,425484909,241263809,1311364295,1311364293,241263815,425484924,1132205221,7685973295,1062615795,1135281752,7685967898,823258433,166582149,166582159,166583971,860988474,151216651,10582643941,1135279253,166582161,1123200344,8415343321,1058456079,1058456078,906203826,556681458,556681459,7007648418,7007648417,448850336,839634186,839634187,253538106,169446393,169446392,169446389,169446391,82290347,292034359,292036104,292034357,292036102,83393204,10301482921,169446390,292036101,1239172057,661429603,9072007555,9072007556,242407846,242407872,242407870,1086267302,186413455,1221399783,846003831,186413454,1303852812,1173898344,1173235467,731935820,731935821,41752773,731935823,220614907,220614908,289416782,289416786,289416797,289416790,10694640239,10694640238,10694640237"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,tennis_court,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,golf_course,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,ice_rink,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,bowling_alley,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,climbing_wall,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,sport,gym,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,commerciale,shop,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,school,2,5,15,45,"863104614,212349568,862950965,2018185225,865449659,865449656,865449657,254434717,1108121172,169117804,860414963,253035251,370435829,160591228,815523248,858864692,859854877,859215053,367967850,367967851,243356083,1123417944,1123417943,1123417945,376495012,763986057,763986058,9623980923,815671121,799304797,131584960,744546260,3799075120,3799075123,282772081,837385370,242435627,7501518183,7501518184,367981582,376503486,892437397,291465020,388411291,137280029"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,kindergarten,0,1,4,16,"862950963,254434718,290413521,169117808,167457423,242926781,863908356,253036895,466886543,3149305228,3149300430,3798287445,3799075125,3474642596,390148247,131644847"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,university,0,0,0,1,12694977921
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,college,0,0,0,1,131654729
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,music_school,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,driving_school,0,1,2,8,"13042699426,4734602699,12995526273,7077970133,8569299026,10729626293,9962100684,12951948641"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,research_institute,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,vocational_school,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,library,0,0,1,5,"10090308294,1173244350,13144212299,1513480039,11926381625"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,archive,0,0,0,0,
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,museum,0,1,1,2,"182886373,397514864"
Residenza universitaria Campus SanPaolo,45.0588979,7.6424312,educazione,community_centre,0,0,0,3,"12616853914,432388873,13082041537"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,healthcare,0,0,0,0,
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,pharmacy,5,14,32,87,"4735719316,4412226590,9140119438,4735717950,7384890987,7376141996,3344768366,3344782869,1475077657,7312514018,7372912660,4734222157,7372912662,7372912663,4736115522,7312267251,3342806293,7372912661,7312091706,4736083750,4736083746,7372987830,3893151255,2018737316,4735058545,4735717430,2018187040,619193786,4735828988,3224067528,5255625937,2593187678,2048347744,2018203641,5628622146,1333701639,2018982162,2019517474,7310122343,4736110877,5113659491,2019532938,6827178588,5110808474,4736057638,2048276171,7376114116,12691580935,4736055182,5206578925,7376141997,4736058640,4736054350,7312494521,4736054639,4736054574,12018327204,7309967811,7376141998,4735870073,306557185,4735867352,306556997,754189651,5117627162,7373154098,4736077953,2068598491,3340684507,7372987831,7373154099,2018175898,7379060407,3416861086,4733628841,2097331576,3340678134,2097331604,309669048,3340681064,4733630118,9405942960,4733528397,4733528549,8059810892,1547962818,4733554860"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,dentist,0,0,2,10,"12886910727,2016414024,2406157072,11296229554,4195848889,5941324678,3373033912,9301525972,6564881971,12076633860"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,veterinary,1,1,2,5,"7234175545,13170595046,4736055191,2018192326,11167653306"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,optician,0,0,0,0,
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,medical_supply,0,0,0,2,"12294762542,11688321776"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,defibrillator,3,6,19,29,"12237513601,7232177660,9515896704,7234888685,12886227002,432803701,12484268753,5121847084,7934552531,13239427956,6705560885,11273669529,5113659443,6851497986,12095446701,6851187750,6853723885,8334794474,6851437489,6853946708,6853946004,6851357885,10942463291,3722895975,8025708191,10004554628,6877134124,9612498223,7139691092"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,hospital,0,0,2,8,"294267544,190728046,191194250,316203053,3342035128,1193255695,777989578,1196177764"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,clinic,0,0,5,13,"6664922333,822529092,4735668281,11290349432,10567218284,10567228303,13314604189,3893264712,10698816652,2284074743,4086502595,3290263940,4086241234"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,sanità,doctors,0,0,0,0,
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,station,0,0,0,8,"543360161,254594416,2081499942,11592793752,432803698,1622042729,3395226356,254594415"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,subway_entrance,0,0,0,39,"3431314079,3431314078,10235736538,3431314077,3431314076,3431314075,10235736525,1367855910,1839686581,1367855907,1367855911,1367855914,957923361,957923319,957923307,957923318,3431314080,2299299617,2299299618,3283630305,1367855920,1026285948,1026285957,1026285955,1026285950,1367855922,1622042886,3283904468,1622042919,3431326298,5020207823,5020207824,1262284319,10260242427,10260242426,1262284354,2014746582,1262284353,10260242428"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,tram_stop,3,20,56,156,"938733459,938733498,945268789,945268816,1168270429,945268799,1199240661,1229263858,1167320990,1167320859,1167321088,1167321041,1167320969,1167320960,1185414562,1168270672,1229580302,1229827262,943330794,943330820,943330773,943330793,1185414492,945268801,945268822,945268805,943330838,11294052063,945268802,1624209638,948015761,948015895,1569477511,1569477500,943330850,3514463818,1169943939,945268803,945268817,1229827230,1229580314,1229827620,941491483,941491672,941491612,1168270471,1168270534,941491716,941491868,1185414486,1229580315,1229827224,1227966230,1168270660,1185414504,1227966231,1167320937,12101484067,1168929427,12100765982,941491637,12101484058,1624209624,1843302903,941491545,943330768,1370347434,1229263851,1370347438,1229827150,1229580304,1230710216,1230709587,1230709694,1230710154,1230710053,1230710389,1227966234,1227966232,1227966233,1229263766,1229264040,12616325336,12715581050,12978416484,12978416485,943330769,12715581035,12978416486,1168270587,1168270504,1230710263,943330816,943330822,943330819,1230709780,1231011218,943330805,11281292421,1230709737,1230709859,11281834064,1235856174,1168270599,1270651267,1235856079,947982002,947982146,1262194799,1235856205,947981976,947982053,1235856123,1624209625,941491939,941491471,948016002,1167320980,1167320769,941491730,948016031,948016167,1167320925,12978416487,1229263814,1229263917,1231011198,1229264035,1229263857,11660081125,1168270491,947982084,947981932,948015780,945268808,948015938,945268793,948015923,948016134,941491929,12296376831,941491766,939124434,941491818,941491551,941671400,941671472,1230710101,947982115,1168270479,947982009,947982103,11611802562,12351499946,1235926926,1262203527"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,bus_stop,4,31,126,434,"1262203331,1262207470,1199003141,1168929465,1262195065,1262182588,937605174,937605197,1168270670,1199240778,1168929641,1168929327,937605175,1262195535,937605200,1229263756,1262201038,1262206788,1198867355,1262188427,13357227255,1198867590,1198867343,1198867678,1168929435,1198867713,1168929622,937605184,1185414408,1525407946,1262208796,937605187,1262193964,1262202938,1262210261,1262196361,1262193644,1262211503,937605188,1168270573,1262187575,1313599098,1313599087,1262196239,1262212991,1229580319,1262199709,1229827300,1262198618,1524833855,10938458344,4806485504,1569038269,12074187316,1262209419,1262197341,1524833877,4665090550,4665090551,1262209460,1262195174,1262203792,943330789,943330777,1262204189,943330813,1262203134,1262208172,937954790,1254531622,1254531604,1185414556,1185414572,1199240547,1569038260,1262208085,8494249908,1262196253,1199240667,1262201459,10938458345,1262197535,1262194358,8496496625,1262202182,4248370551,4245731174,4443910584,1262182722,1262198202,1262203078,1199240749,1262193035,943330835,937954831,1254531567,1262206062,2299299616,937605198,937605176,1262203237,937605196,937605190,1199240598,943330808,1262209067,1816820005,1524833867,1262194622,1254531589,1254531599,1262192569,1534402607,1262199643,1534402620,1262209355,1816820048,937954690,1199240497,1169943950,1199240580,1262203543,1262194491,1254531584,1262208183,1262199327,1262190791,1262192727,1262203691,1525407819,1816820135,4357263598,1262209141,1262211268,1262199136,1262185091,1262197302,1262204596,1262194624,1262207744,1262209011,1262210546,1262182382,4605836659,1262204898,12876021888,1229580300,1262196134,1168929344,1262197041,1262207547,1198867604,8289837996,1262195219,8289837997,1262185354,1262181975,1262197387,1168270553,1168929565,1168270407,10200408841,4575722855,10066805517,1185414522,1262199608,1491228855,1262202711,1262199542,1262186722,1229580316,1229827663,1262208483,10136283371,1168270570,1168270559,1185414520,12876021885,1262211444,1168929371,1262200499,1262196215,1262201567,1262196300,1262198051,1262197657,1525407917,1262206483,1262203392,3229868385,3262101385,1168929432,1491228856,1262197246,1198867662,1262188506,1262197678,1262208401,1262209581,1262199837,1262209446,1198867402,1262207476,1262190131,1491228854,11657164483,11657164484,1229827101,1229580311,1399644118,1262197436,1262211451,1262205080,1262192792,1262199977,1262195420,1262205970,1262195822,1168270639,1185414410,1262208503,1185414465,1262194546,1262208323,5117626905,1262209930,1262198026,1185414577,6851570620,1262199075,1262182576,1262200213,1262203030,1262212401,3350111050,1262198097,1262196900,1262196798,3350079082,1262209112,1262206389,1262208051,1262196187,1262191998,1262202844,1262195567,1262212221,1262192881,1262194437,1262196834,1270905157,1262191772,1270905158,1262208954,1262199922,1262209046,1262211982,1262197197,1262199746,1262212615,1235856128,1262189828,1262204404,1262207790,1262194051,1262203354,1262194653,1262211270,1262199090,1262207066,1262201419,1235856183,1262196422,1270651264,1262196590,1262204352,1235856103,1262195266,1262184741,12194813096,13208780377,1235856064,937605171,1262199772,937954712,1262182632,1262212512,1262199811,1262199749,1262188243,1262206716,1262207159,1262212066,1262208315,1198867441,1198867537,1262208216,1169944015,1198867556,1198867687,1198867567,1262204512,1262201395,1262194929,1262196877,1262195824,1262211446,1262208031,1262196779,1262210312,1231011141,1262190386,1262195510,1262200404,1262204567,1262212826,1262211802,1262194968,1262198250,1262202417,1262185638,1262198884,1262195633,1262212644,1262199697,1262183610,1262209326,1169944001,1262210342,1262201382,1199240610,1262192916,1262195506,1262204561,1169944104,1169944065,1262203915,1262211062,1262182640,1262208804,1262209142,1262208862,5170992749,1262198865,1262199070,1262204651,1262195627,1262205952,1262200770,1262194786,1262208693,1262194006,1262208285,1262203594,1262199227,1262182243,1262199140,1262197279,1262197344,1262205700,1262209070,1262208866,1262193851,1262204144,1262195892,1262197057,1262208091,1262181780,1262207924,1262187051,1262197366,1262209473,1262199613,1262205219,1262203154,1262209149,1262194631,1262195240,1262204335,1262196046,1262208207,1262208276,1262184176,1262193104,13208780379,1262208589,1231011153,1262195698,1262204769,13208780378,12876021883,3226552301,3226552300,1262201740,1262187727,3226552298,3226552302,3226552299,1262209157,1262199236,13208780374,1262202819,1262210263,1262203708,1262186164,1262186807,1262201120,1668063915,1262188886,1262198214,1262193412,1262182759,1262209328,1262211594,1262203860,1262182532,11599304627,1262200672,1262184893,1262209370,1262211559,1262192547,1524429488,1524429497,1235926929,3351615326,1262199149,1235926936,1262185187,3351625103,1262184724,1262201445,13208780376,1262204674"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,charging_station,2,3,13,54,"9088671239,4671233528,9088671240,13075187843,5545493679,12801752468,13074606106,13074583239,12974489257,3906163545,7787992006,13254288285,9884949609,9884949607,9884949611,9884949608,9884949610,10676666527,3906238205,11694139826,13254333741,12881604940,10132403023,10132403019,10132403022,10132403020,10132403021,10024930203,12848949670,12385342507,3906239156,5545493680,5255643474,10024930198,10024930204,9903597728,3906262432,11330971755,13175098408,9903597736,11640502278,544516332,12849058997,13031168994,9903597730,9892110268,7944759282,11243926724,11243926727,11243926726,11243926728,11243926725,9386005083,13064911110"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,car_sharing,0,0,1,2,"4749176847,3906283850"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,taxi,2,4,8,19,"2016414163,2902424081,2902424080,1545661422,3241731973,2902424082,8316678430,2019632236,604332918,5020220491,5020220492,3241731972,3241731971,5941325188,3241731964,2902424078,5167146632,2902424079,2898774433"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,parking,5,13,58,156,"83042948,1383582583,1381841252,1381841251,5693045436,12809872841,1381841253,5239566614,352332303,928634275,635372762,635372763,320706078,320706077,166616053,166611428,125745550,586939744,12197274454,1351673211,23090218,1219311967,1219311969,1062840998,1063527547,1062853762,1062853768,1219311968,310919719,846925182,7195363113,7573315188,1455462286,4488383689,248772281,248160665,13260980844,2019632224,1227966229,275161406,2284374403,5997771287,5997780786,320706080,5997812985,635372765,320706079,3363420315,22953965,1218557983,1057905850,316211275,319749756,249248499,319742232,191375051,5941325249,193000008,435793218,1255999599,731592384,731605916,436314967,242957870,6851422048,733635639,358681039,124778755,1262706519,3343691149,167858828,3343561833,3343599887,280507600,108460658,5997772786,5997773586,5997772787,5997773587,5997780785,96556746,5993028887,5993028888,635989603,5997762385,308834324,1122299605,5997837886,5997837887,5997806485,5997788087,5997771286,108459796,652758231,262648990,365889975,288283917,1107364662,365889357,846901935,1107364663,553224994,5239210899,5340476663,388422914,256336198,149459698,2275474998,288891940,2275474626,196859076,182857158,731932434,5167031324,5167144776,2275474473,5167017427,2275474943,1215783014,256336302,1215783015,7115553619,256336239,1215783013,1215783012,1215783010,1215783011,1266554225,455120610,1266554226,1266554228,5167017523,524348972,387341670,3343577420,577263229,166616614,846901934,328929579,1421696089,1158404279,1158404305,1158404302,1158404303,1158404300,1158404301,1158404304,1158454601,846018295,886739419,846003849,846003846,846003847,3343610008,1421696091,846003848"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,car_rental,0,0,0,5,"6113511883,11104716244,5628622134,5941325247,5941325228"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,bicycle_parking,6,15,73,298,"10011778505,1783770824,10873504971,1783770825,10802789582,2699757978,9536387625,706004735,9536764388,9515661833,2699754605,2699745128,7076063237,7076063228,7076063236,2699745134,2699745131,5628622143,2699745129,5628622144,2632353490,10873504970,5628622145,7025739876,10873504969,2699745132,2699745136,2699745135,7076063244,7076063250,7076063251,2699745137,7076063243,7076063242,12165781958,7076063247,7076063246,7076063239,7076063238,7076063240,7076063241,12165781957,7076063264,7188790471,7076063257,7076063253,7076063252,7076063255,7076063249,7188790470,7076063260,7076063258,7076063248,7076063256,7076063262,7076063245,7076063263,7076063265,7076063254,7076063259,7076063261,10159318064,2699757982,2699757981,2699757980,2699757979,2699757983,2699757984,2699757985,2699757986,2699757987,2699757989,2699752845,2699752839,2699757988,10959344809,2699753945,2699754607,2699754613,2699754610,2699754609,13142999531,13143056907,10741520276,10741540187,2699752835,13142731612,2699752836,2699752843,2699752848,12423088352,12423084564,2699752837,2699752846,7076063266,7076063268,7076063269,11357996666,11357989903,2699752855,7076063267,2699752858,10873504966,3748951425,2699743590,10770406639,2699752850,12227768290,12962232569,10874232260,10873504967,2699743591,2699743592,10873504965,11505942798,2699740343,13026972875,10873504964,13026966312,13026970105,5226211759,7076001868,7076001867,7076001864,7076001863,7076001865,13283086792,9330196749,5594891026,13283226975,11274729970,7076063197,7076063198,9321076956,4063688590,7076001861,7076001862,2282486102,5113659453,7076001866,11983497399,11983479625,2017190763,2018982169,7076063202,7076063203,12009896156,13324660699,7076063201,10884404308,7076063200,7076063199,12681485187,12681485188,6149852920,2699753943,2699753944,2699753946,2699753947,2699753951,2699753950,2699753949,2699753948,5117627158,5113659515,10779500105,2699753644,5968582882,5968581908,6827178603,12068659438,5941325235,2699753641,2699753643,2699753642,7076063204,7076063205,7076063206,11277111680,11277111681,7076063207,10777961006,12650442898,7076063208,7076063209,8026222938,7076063210,7076063211,7076063212,7076063213,5117627124,5941324676,5941324684,5941325233,2048050409,5941324672,11966746787,5941325227,5941325219,11966792060,5941325190,9740895475,12634535120,12634548501,12634222020,12634416056,9740895502,9740888733,10759662318,11238380039,11238380037,11238380038,13011786017,13011795861,11368531149,9224843549,11832986276,12020238320,11964721442,11832991702,11832980125,11379545987,11379561478,12812076106,12843998249,12986009917,12915235956,2699752844,2699752833,2699752840,2699752831,10951467173,2699752842,10951467161,2699752853,10883132771,2699752854,2699752859,2699752857,2699752834,2699752832,9307377317,9307358113,13074641241,6851396187,5998289584,5998291995,9740888734,12182105961,11622870823,10823910305,10827570606,12960979068,2699743594,12960995980,13031764505,13031144492,13031774310,13031783911,13031764501,13031764500,13031773532,13031773533,11084637605,12079627878,10767946305,5167135825,10823892608,12208848355,10823869008,12852846568,10823876406,5167119931,5167148032,5167110789,5542175056,9903597733,13143013240,5542175064,5542175063,10994156060,10994156059,11622870824,5542175057,5534040230,5534052431,13143058309,13143034941,13143041199,5542175058,5542175059,5542175061,13143022643,10994232050,5542175062,10827604005,10827603806,10833478805"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,bicycle_rental,0,0,0,2,"4818660028,12068398566"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,primary,0,0,0,0,
Residenza universitaria Cappel Verde,45.0727736,7.6834449,mobilità,secondary,0,0,0,0,
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,park,0,2,8,41,"23088806,433500383,130457686,23034764,23034770,238704379,820424986,306556283,306556287,306556291,758075564,23026345,22897848,543676718,457323344,287707677,753231466,479486904,319279820,22879264,22908088,23055671,532907259,256465204,256465522,369795270,632813022,22908071,12233633301,690662131,690745660,259895475,1157616170,253360471,290706661,690745503,690738904,690738908,690738906,690745039,690662573"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,garden,1,4,16,67,"29176172,44574181,351520239,928634231,130448587,130448589,130448590,130448588,327939730,1064035772,1064035771,28621748,603463549,128268848,191051285,303807502,561608551,23054276,318993599,251488296,23026360,302764761,1060217784,1060217774,848959753,848959890,689197828,689197827,689196222,740007653,741636656,689196221,689196217,741636655,689196220,740007650,689196218,327419031,740007635,740007643,560991929,324477119,29184190,585434921,585434922,585434925,1067243272,1426202484,761582377,761951452,761951453,761951455,761951457,761951454,761582373,761951459,761951458,761582372,761951460,761951456,741636663,725758014,846901933,1158404280,1266554235,1266554238,690660411"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,grass,0,26,43,198,"286656050,286664226,732157565,286664225,318948807,326073532,326073533,319649516,732125145,732125146,732125147,732125144,178997273,732125148,732125140,732125143,732157570,286656044,732125138,732157568,732157569,732157567,286656041,732125139,342742135,342742125,342742134,342742126,351520237,351520236,424025002,394218574,394218572,352332316,352332309,352332314,353072697,352332319,424025003,352396030,355063907,462066644,684095662,130448586,684095663,130448583,134236056,1218836989,134236059,149628054,396842103,396842101,408842296,408842295,408842294,408842300,408842297,408842293,408842299,408842298,556500005,1067805718,1062853763,1062853769,1067805717,107568897,1068463711,1447741497,1264205127,1455462300,1455462921,1455462291,1455462301,337361722,1362575098,192061493,192061494,192061492,192061489,192061490,192061491,1272990787,245046146,1098853222,245045846,397809397,616677987,616677976,616677985,616677978,616677983,616677980,245045845,337361720,337361721,245045844,289014365,689196219,577440411,616984807,616984808,616984806,616984803,616984802,288798832,288798834,288798833,258298837,1173001074,1173001075,1173001079,1173001078,1173001076,1173001077,1173001084,1173001091,1173001083,288283918,1254120835,1173001072,1118869379,1173001073,1118869380,1173001095,1173001100,1173001099,1173001110,1173001101,1173001109,1173001098,1173001088,1173001107,1173001102,1173001108,1173001094,1415617395,1415617396,961875681,961875680,107568893,1064513659,107568895,107568898,1250264722,1426204057,1426204058,1271377215,1271377217,1271377216,1266554234,577263226,577267981,577271848,577267982,577271851,577267983,577271853,577267984,577271856,577267985,577271858,577271820,577271823,577271824,577271846,577271825,577271827,577271843,577271830,577271832,577271835,577271841,577271839,577271838,577271836,577271861,577440401,577440403,577440407,129839957,577558249,530332686,578956725,577558253,577558252,577275421,1193255688,577558261,577275422,577558254,664914263,1158454605,664914262,259895474,1196407026,1193255687,865725444,865725443"
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,wood,0,0,0,1,457323345
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,forest,0,1,1,1,585434926
Residenza universitaria Cappel Verde,45.0727736,7.6834449,verde,meadow,0,0,0,0,
