struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Residenza CIT Turin,45.0674067,7.6354469,sport,tennis_court,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,sport,golf_course,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,sport,ice_rink,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,sport,bowling_alley,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,sport,climbing_wall,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,sport,gym,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,commerciale,shop,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,educazione,school,3,4,9,50,"1210277879,862950965,2018185225,865449659,865449656,865449657,254434717,1108121172,169117804,367967850,367967851,243356083,1123417944,1123417943,1123417945,376495012,763986057,763986058,9623980923,131584960,744546260,3799075120,3799075123,282772081,837385370,438380755,529644452,369847634,376503486,892437397,291465020,369833269,314253563,761431036,181314352,314253764,879877463,369816435,58888771,369816434,385417873,388411291,137280029,875684723,889097430,889096565,443199497,443199498,318938045,453977011"
Residenza CIT Turin,45.0674067,7.6354469,educazione,kindergarten,2,2,6,20,"1040174839,862950963,254434718,290413521,169117808,167457423,466886543,3149305228,3149300430,3798287445,3799075125,879463614,9580741278,335550693,4254402204,390148247,898160525,131644847,919048421,883378381"
Residenza CIT Turin,45.0674067,7.6354469,educazione,university,0,0,0,2,"12694977921,12168588078"
Residenza CIT Turin,45.0674067,7.6354469,educazione,college,0,0,1,1,131654729
Residenza CIT Turin,45.0674067,7.6354469,educazione,music_school,0,0,0,1,12569155038
Residenza CIT Turin,45.0674067,7.6354469,educazione,driving_school,0,1,5,9,"13042699426,4734602699,12995526273,12509555365,13098339874,10729626293,9962100684,13273674967,12951948641"
Residenza CIT Turin,45.0674067,7.6354469,educazione,research_institute,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,educazione,vocational_school,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,educazione,library,0,1,2,5,"13144212299,1513480039,293677523,4604602037,11926381625"
Residenza CIT Turin,45.0674067,7.6354469,educazione,archive,0,0,0,0,
Residenza CIT Turin,45.0674067,7.6354469,educazione,museum,0,0,1,2,"182886373,397514864"
Residenza CIT Turin,45.0674067,7.6354469,educazione,community_centre,0,0,2,2,"432388873,13082041537"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,healthcare,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,pharmacy,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,dentist,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,veterinary,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,optician,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,medical_supply,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,defibrillator,0,0,0,2,"8210481138,8259759257"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,hospital,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,clinic,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sanità,doctors,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,station,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,subway_entrance,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,tram_stop,0,0,0,1,13326178314
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,bus_stop,5,12,44,143,"1262208380,1262195480,1262197731,1262204535,1262183403,1262208226,1262192706,1262198069,1262198445,1262196357,1262211500,1262208182,1262192466,1262195324,1262209515,1262196647,1262207853,1480474270,1262190981,1262197218,1262184662,1262204656,1480474276,1262203192,1262194723,1262209179,1262196512,1262206934,1262207679,1480474287,1480474282,1262211196,1262199022,1480474260,1262197190,1480474258,1262212607,1262207895,1262197255,1262206294,1262199787,1262203825,1262212530,1262194890,1262197079,1262184419,1480474268,1480474269,1480474262,1262198132,1262197142,1480474257,1262209613,1262208977,1262182398,1262212389,1262211321,1262191031,1262198260,1262200999,1262208051,1262191998,1262187555,1262194051,1262209878,1262203354,1262195649,1262195757,1262194554,1262184239,1262209956,1262200090,1262196774,1262196983,1262197162,1262185506,1262199854,1262199213,1262207712,1262205334,1262198560,1262207410,1262191831,1262182436,1262206964,1262203493,1262207516,1262189714,1262194254,1262203418,1262212845,1262202113,1262185889,1262209645,1262196111,1262196200,1262199040,1262211222,1262182162,1262183490,1262205449,1262197416,1262202001,1262192562,1262185725,1262206874,1262188757,6593052233,6593052234,1262192663,1262188076,1262206632,1262200241,1262201643,1262197388,1262198198,1262189867,1262211349,1262182702,1262196247,1262199382,1262208303,1262204271,1262205905,1262204050,1262196312,1262193785,1262208882,1262195024,1262197328,1262196148,1262212974,1262204577,1262188303,1262200697,1262195966,1262186888,1262207456,1262196847,1262208744,1262190657,1262203371,1262194091"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,charging_station,0,0,0,2,"11676231525,9671594609"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,car_sharing,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,taxi,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,parking,0,1,9,41,"1086033380,1075063889,1432694418,1433218612,842479608,842479609,842479611,132406184,69976487,77914307,111728389,1428971502,41798667,1256054371,1441572060,411031505,1255963826,1411982815,1256019628,4127735019,4127734643,4127734444,1414322225,4127735255,1383338299,4127735240,305862806,84974307,60257348,77912848,153604809,111622925,4127734429,4127734415,4127734464,147850282,702065276,702065275,78342699,450499423,4127734825"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,car_rental,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,bicycle_parking,0,0,0,1,8269943195
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,bicycle_rental,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,primary,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,mobilità,secondary,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,park,0,1,1,10,"111646227,1432694404,1428971503,287696722,109742701,42138385,113718207,816783671,895647570,784211972"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,garden,0,2,15,141,"1428461506,1428461508,1428461498,1428534585,1428632700,1428461512,1428534594,1428461499,1429655975,1430558115,1429655972,1429927726,1429668711,1429668710,1429668709,1430558102,1430558111,1430558114,1429655978,1430558101,1429655977,1430558098,1431902919,1431902918,1431902920,1431902926,1431902917,1430558093,1431902925,1431902923,1431902908,1431902907,1431902906,635651375,1432694413,1432694420,1432694414,1432694410,1432694408,1433218603,1432694412,1433516891,1433516897,1432694406,1433516899,1433218602,1433218608,1433218609,1433218611,635651377,1433516893,1433516896,1434558345,1434859342,1429455090,1431214248,1429531893,1429531906,1431167268,1431167270,1435026062,1429455089,1429531911,1435026061,1435026060,1429455098,1435026072,1429531910,1429455104,1435074195,1435248845,1435248868,1435248844,1435074194,1435248869,1435248853,1435074200,1435074202,1429455120,1435074193,1435248854,1435248861,1435248855,1435248851,1428870601,1435248860,1435248856,1435248850,1433516866,1434558331,1433516869,1433516870,1434558326,1434859339,1434558323,1434558321,1434558344,1434859340,1433516867,1434859343,1434859351,1434859338,1434558312,1434558342,1434558339,1434558336,1434558316,1433516874,1434558328,1434558319,1434558314,1434558315,1433516882,1434558313,1433516875,1434859334,1434859333,1434558318,1434558317,1435026103,1435026104,1441572055,1441572048,1412323438,1441572051,1441572050,1411246328,1441572049,1441572058,1411656563,411053238,633972127,411053241,633972128,1428632694,1428632682,1428632684,1428632689,1428632692,1410841701,1410961476"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,grass,0,0,6,27,"112698601,842026974,1429531892,1435026096,1435026095,1435026078,1435026075,890136925,1433516865,411053235,129209564,129209563,84974310,84974311,82442519,834177892,791803245,791803243,770050233,1103796070,791803246,1103796081,1324210687,1324210683,1324210682,1324210688,1324210684"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,wood,1,1,3,33,"1429668713,1075307130,1430558097,256273453,1433516888,1075307129,1429531902,1429655981,1435026069,1428971488,1435026063,1435026076,1435026071,274287831,1428971491,1428971492,1429455121,1431214247,1434859332,1433516863,1434859344,1434859331,1435026077,256204633,457323345,256204642,28110844,256204634,28110814,61732412,81268267,256204632,28089070"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,forest,0,0,1,7,"28110850,1075063885,274291006,1066222729,1324210693,28110829,180567010"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,meadow,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,scrub,0,0,0,15,"1428534593,1428461509,1428461496,1428534584,1429668705,1430558096,1431167269,1432694422,1429455088,1431167266,1435248870,1435248842,1435248867,1428870607,1441572063"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,allotments,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,playground,0,0,1,4,"1433218613,1432694403,11676688669,772750642"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,recreation_ground,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,nature_reserve,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,lake,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,verde,reservoir,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,fitness_centre,0,0,0,1,10784287024
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,sports_centre,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,stadium,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,swimming_pool,1,8,16,61,"1422783989,1346977120,1423807360,1422783986,1428534589,1428461503,1423807401,1423807398,1422419030,1422418993,1422419019,1422224010,1422224027,1422594076,1075063887,1422594081,1433218610,1433218607,1429531899,692335424,1435074201,1411656629,899626040,1435026110,1323785257,1412323464,1411982775,1270460659,1066222728,1411656647,1411656609,1411656646,1411656637,1411656614,1410841703,1411656613,1410961460,1410961449,1410961426,1410961419,1103796068,824078650,824078661,824078665,824078705,824078678,824078752,824078776,1421771498,824078784,824078807,1066094576,769051961,1066094575,1066094579,769051964,824094670,824094719,824094718,824094675,843604986"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,water_park,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,pitch,0,3,12,35,"1346977119,1422419022,1346976213,1089685037,1429531896,1421975477,1428971499,1421975464,1411656642,1411656644,1421975465,1411656643,1411656645,1005248573,1005248575,1005248574,1410961405,1410961406,256368311,1418747925,1410563539,1410563538,1410563540,1410563541,1410563544,1410563543,824078624,824078640,824078772,1421771500,769051962,824109528,824109514,824094689,824078840"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,tennis_court,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,golf_course,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,ice_rink,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,bowling_alley,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,climbing_wall,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,sport,gym,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,commerciale,shop,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,school,0,1,1,6,"1075307126,7796907023,1176873243,82256497,4946642021,8259759258"
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,kindergarten,0,0,0,1,7807308276
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,university,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,college,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,music_school,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,driving_school,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,research_institute,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,vocational_school,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,library,0,0,0,1,4936115896
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,archive,0,0,0,0,
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,museum,0,0,0,1,6433935512
Casa di Riposo San Vincenzo,45.0474456,7.7158648,educazione,community_centre,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,healthcare,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,pharmacy,2,4,9,21,"4733732772,3563452895,4733730429,7368578482,7312162847,2932635380,7368520916,2505526580,4733875703,4733876380,7368562160,7177940988,7177858867,4733869636,4733870733,4733873923,4733919902,7474555548,3430113512,7378920899,4733919826"
RSA Le Terrazze,45.1023505,7.6387887,sanità,dentist,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,veterinary,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,optician,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,medical_supply,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sanità,defibrillator,0,0,2,2,"11291207038,12146245101"
RSA Le Terrazze,45.1023505,7.6387887,sanità,hospital,0,0,1,1,11640646342
RSA Le Terrazze,45.1023505,7.6387887,sanità,clinic,0,0,2,2,"4733738280,7179244441"
RSA Le Terrazze,45.1023505,7.6387887,sanità,doctors,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,station,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,subway_entrance,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,tram_stop,3,5,10,29,"946577696,946577584,1569038332,946577693,946742852,946742823,946742785,946577711,946742825,946742787,946742856,946742809,1229827407,946742863,946742770,946742838,946742899,946742875,13342739753,1229827560,8675458042,1262182544,1229827697,1427044890,951433215,1229827295,1229827195,1229827601,1229827276"
RSA Le Terrazze,45.1023505,7.6387887,mobilità,bus_stop,7,22,69,185,"1262209506,1262210297,1262212628,1262208461,1262192447,1262210223,1262210677,1262201183,1262197305,1262203381,1262208801,1262207957,1262196028,1262198651,1262196624,1262199396,1262200864,1262182723,1262207115,1262203084,1262212796,1262194117,1262199802,1262193037,1262197269,1262204256,1262195783,1262207913,1262210271,1262194977,1262195990,1262188903,1262203936,1262188478,1262207580,1262182262,1262182236,1262192071,1262197435,1262201579,1262207045,1262199970,1262201307,1262211183,1262189125,1262209363,1262200157,2291910679,1262189491,2291910683,1262210159,2291878629,13340572748,1262207491,1262196908,1262183371,1262197707,1262195641,1262212836,1262208728,1262209726,1262189313,1262206949,1262207429,1262182431,1262197883,1262207083,1262209085,1262182405,1262203714,1262194671,1262199317,1262203747,1262195018,1262200416,1262195334,1262210316,1262205306,1262195276,1262195915,1262199154,1262195579,1262206853,1262209342,1262211115,1262202505,1262208270,1262195767,1262209627,1262204692,1262197912,1262195655,1262208897,1262204199,1262211429,1262191067,1262204839,1262195485,1262194509,1262184469,1262210382,1262209450,1262201507,1262209897,1262212537,1262203362,1262204587,1262194558,1262196871,1262196838,1262208187,1262206407,1262208477,1262196283,1262210859,1262208343,1262182502,1262189835,1262191584,1262196551,1262181948,1262192949,1262191867,1262201355,1262207985,1262199676,1262204382,1262195299,1229827090,13342739754,1262183088,1262208676,1262195925,1262210398,1262200270,1262194835,12990437010,1262200194,1262200461,12459134549,13339063376,1262193280,1262190460,1262198056,1262209825,1262208283,1262202212,1262209280,1457017825,1262202408,1262207838,1262191975,1262193680,1262184352,1262212105,1262198411,1262197222,1262194878,1262196275,1262211419,1262208054,1262203891,1262195066,1262192954,1262212410,1262196903,1262196665,1262211885,1262207868,1262182366,1262203578,1262208193,1262198165,1262203675,1262206442,1262207923,1262210669,1229827429,1262196023,1262207398,1262196762,1262196656,1262204572,1262198034,1262200069"
RSA Le Terrazze,45.1023505,7.6387887,mobilità,charging_station,0,1,2,2,"11013742764,11013741756"
RSA Le Terrazze,45.1023505,7.6387887,mobilità,car_sharing,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,taxi,0,0,0,1,5543194563
RSA Le Terrazze,45.1023505,7.6387887,mobilità,parking,0,4,30,73,"1052146107,914093626,914093596,1047601924,289462907,350598661,140774446,754526713,316646624,140774444,883916435,82257429,37041494,285017151,285017148,38322092,285017150,285070811,285070405,285016866,3563452897,802137790,119510318,119510761,765902598,957117100,316549235,957117096,883916442,846925185,919673015,846925184,919673001,868823455,123587977,620145344,921075185,868823459,316646623,398908818,620374363,768824820,768824821,116380707,105072070,765902599,768824831,768824822,768824823,768824830,1021467563,1071123991,1022695387,195276805,876642147,693617367,876642145,119512811,165944889,119510295,397850620,398053342,957117105,957117104,165085738,165944885,165947536,182514763,425377829,5543194544,1080456950,1080456951,182514764"
RSA Le Terrazze,45.1023505,7.6387887,mobilità,car_rental,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,bicycle_parking,0,0,1,5,"2900432848,12120421659,10831661710,9519183729,11950499859"
RSA Le Terrazze,45.1023505,7.6387887,mobilità,bicycle_rental,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,primary,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,mobilità,secondary,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,verde,park,0,2,9,29,"140774441,633262008,801927117,352804141,294827977,801927116,294827976,480821049,868823458,631801832,802161320,878127523,254100539,428655680,647241676,846925187,436714244,436714264,121211619,633978502,1001522034,463268266,247794152,293696728,1080338908,1080456949,664846878,301910534,93887807"
RSA Le Terrazze,45.1023505,7.6387887,verde,garden,0,0,1,52,"914093603,914315476,914315485,914315475,149850691,914315477,883708994,920625897,920118750,920118749,919657585,920118755,919657586,920118740,919657591,920118744,919709083,919657592,919672998,919724557,919709048,921075201,919724558,921075200,921075204,921479317,921479324,921479314,921479323,921479319,920118746,920118747,920118748,920118745,664905158,664905157,664916293,125667384,876642132,876642131,876642126,876642130,876642128,876642150,876642148,876642129,876642127,876642151,876642139,664915419,1016975659,81620571"
RSA Le Terrazze,45.1023505,7.6387887,verde,grass,4,12,55,171,"914315467,914159392,893796322,914217503,893738444,893738443,893738442,914217504,914315500,914234002,914315498,914315499,914315497,914315486,304476163,287695723,287695729,914315469,287695725,304476161,914315489,289462909,914315470,926317335,304476164,304476160,304476162,626529206,288617700,1064529269,436714242,287695730,287696035,914234001,914234003,287696039,287695726,289716340,768892605,289716346,289716339,693615743,693615747,129321527,693616344,289716343,768824825,768824829,768824828,768951362,768824826,289716344,768824827,289716345,919657582,919657583,919657584,81976030,920661315,920661316,920661314,920661317,81976033,920661319,920661313,921075162,81976031,920036095,921479284,577583406,921479315,577583404,1306640972,920118742,1288746885,846925186,848623838,246370042,246370044,246370040,245651852,577583405,246370043,246370041,848623840,245651854,245651855,116378791,768824843,768824840,289950702,768824841,289950698,768824845,768824842,768824844,768824846,768813349,768824832,768824836,768824837,1239764266,846003826,768824838,768824835,768813347,768824839,768824834,768813348,768824833,768813346,246366194,246366190,1071123133,1071123131,1071121492,1071121491,1071123130,1071121489,1071121490,1071121493,1071121488,1071121495,1071121494,1071121486,1022689004,1022689010,1022695366,1022695375,1022695376,876642155,1250246522,1250246521,693615745,693615744,1250246520,1250069475,693615746,1250246523,129321526,1250069474,693615739,1250246519,1250246524,1250246516,1250246525,1250246518,1250246515,1250246517,119513742,1250246514,172816609,119513741,846003827,1250246513,1250246512,1117682699,116378785,1104381718,1117682696,1104381721,116378796,1080456953,1080456952,1080460481,1080456957,1080456954,1222288073,1222283698,1222288519,1222284943"
RSA Le Terrazze,45.1023505,7.6387887,verde,wood,0,0,0,7,"304476285,914159390,914228073,914315491,920625896,921479313,920004733"
RSA Le Terrazze,45.1023505,7.6387887,verde,forest,0,0,1,2,"530269639,1193434556"
RSA Le Terrazze,45.1023505,7.6387887,verde,meadow,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,verde,scrub,0,0,0,21,"914315503,914315468,914228077,914159384,914159381,914159391,914228085,914228083,914315501,914228080,914228081,914315488,914228082,919709082,920036085,924938667,921479316,921479325,1239765334,1239764264,1104381719"
RSA Le Terrazze,45.1023505,7.6387887,verde,allotments,0,0,0,3,"914228075,274564739,328629985"
RSA Le Terrazze,45.1023505,7.6387887,verde,playground,0,2,6,21,"3563452938,352570456,113557355,243156173,12120385298,10831666705,122594343,6314036593,2458961315,122594342,351171619,351171617,6772490090,1057169403,80440121,243120102,122245482,11305259332,315805107,293696733,578541333"
RSA Le Terrazze,45.1023505,7.6387887,verde,recreation_ground,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,verde,nature_reserve,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,verde,lake,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,verde,reservoir,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,fitness_centre,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,sports_centre,0,0,5,13,"893796314,44051344,769032633,42929460,44050243,81976028,768862230,181116659,768857945,7177839299,254095735,287246964,768924428"
RSA Le Terrazze,45.1023505,7.6387887,sport,stadium,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,swimming_pool,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,water_park,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,pitch,1,1,30,57,"914093605,769096949,58759134,1363866467,283405367,286222329,285069763,351171609,351171611,316646622,316646620,13112378001,769033182,769033175,769033180,769033179,58758878,12120421777,285070816,283405360,254095740,254095744,254095743,283405361,254095742,351171608,351171614,287694954,768824824,254095741,769033181,769033176,769033177,769033178,129305954,919709049,919673004,919709047,921075182,921075180,768857944,254095730,768857943,254402611,254402612,254402613,293858597,289950706,289950703,293858598,293858599,285047351,119509430,929813474,578574944,578541334,579193640"
RSA Le Terrazze,45.1023505,7.6387887,sport,tennis_court,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,golf_course,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,ice_rink,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,bowling_alley,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,climbing_wall,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,sport,gym,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,commerciale,shop,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,school,1,3,5,11,"754583185,7177945834,768902068,647241680,647241679,848705062,647241678,7177858866,7177993362,137279108,304466353"
RSA Le Terrazze,45.1023505,7.6387887,educazione,kindergarten,0,1,2,7,"7177945833,768854407,7177931212,7177940987,7177858865,315805218,302560730"
RSA Le Terrazze,45.1023505,7.6387887,educazione,university,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,college,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,music_school,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,driving_school,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,research_institute,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,vocational_school,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,library,0,1,1,2,"2546516298,243093488"
RSA Le Terrazze,45.1023505,7.6387887,educazione,archive,0,0,0,0,
RSA Le Terrazze,45.1023505,7.6387887,educazione,museum,0,0,1,2,"6429836285,4456002089"
RSA Le Terrazze,45.1023505,7.6387887,educazione,community_centre,0,0,1,1,9528544046
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,healthcare,0,0,0,0,
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,pharmacy,1,2,9,32,"7380109523,7385935795,6092363745,4734246721,7312274928,7378942316,11269135665,4734251590,7312260730,1738121268,2208919912,6061213817,3027567380,4734738176,7373154100,7378946079,4734005493,8228658596,7380102116,1446143790,1491288435,7378941367,8196134564,1432238864,4734011255,3914894256,3946017788,4111366192,3917178727,7058359416,4734135996,3563452895"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,dentist,0,0,0,5,"13040748750,12987277703,12969033170,11269180205,12946986024"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,veterinary,0,0,1,6,"4362506882,11278456881,10271366850,9952804074,3956304242,13273646894"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,optician,0,0,0,0,
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,medical_supply,0,0,1,2,"294137744,12730508999"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,defibrillator,0,0,0,1,12691328901
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,hospital,0,0,0,3,"521821122,3521390394,843447029"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,clinic,0,0,1,3,"9588764034,4577161593,4159998135"
Residence Ithaca - iSenior,45.0824921,7.6217349,sanità,doctors,0,0,0,0,
Residence Ithaca - iSenior,45.0824921,7.6217349,mobilità,station,0,0,1,6,"332648897,496268561,496268560,496268559,496268558,332648726"
Residence Ithaca - iSenior,45.0824921,7.6217349,mobilità,subway_entrance,0,0,3,16,"1484955760,1484955761,1484955762,1484955755,1484955757,946525620,1484955758,429724253,1484955763,1484955764,1484955765,430167591,429724255,946525643,957916124,946525616"
Residence Ithaca - iSenior,45.0824921,7.6217349,mobilità,tram_stop,0,0,1,10,"1262210955,942830318,942830322,7788257670,942830306,942830333,942830319,942830330,942830344,942830324"
