struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,grass,6,16,47,199,"484744758,1377480247,1377480246,1158185710,1158185709,1068596098,1068763133,1216410424,1216250181,1216238313,1216017279,1216250185,1216020594,1216250182,1216020595,1216238312,1216020596,1216017278,484744760,1340546211,901938939,901938940,901938942,901288362,901288363,1150728371,901288365,904276844,901288364,912305340,913316089,913316094,910744888,913316117,913316106,913316093,910744905,913316096,910744906,910744886,910744887,910744889,910744890,342868617,342868616,337532333,1267945642,571634201,1267945641,898105045,911490408,912537095,912537092,912537094,911631941,911631958,911631967,911631960,911631969,911631952,911631959,911631957,911631953,911631951,438380761,1217131872,1217208884,1217208291,911467585,911342051,901898030,901898029,1339217622,1339217623,901898028,885983264,885983265,883226368,954750078,953713788,953713787,956494708,954750079,956494707,956494706,955893950,37671811,731899351,731899352,731899353,1173967163,731899358,1173907484,1173907485,731899359,731899350,731899354,1173907483,1173898346,1173898347,731899360,1173898349,1173898348,731899357,731899355,731899356,889467735,762971427,81753214,1369181321,1369181324,1369181323,1369181322,904402118,905200788,904402117,913986791,913318622,913974580,913974573,904402114,913974568,1195666862,1195666875,1195666863,1195666873,1195666874,1195666872,1195666871,1195666876,1195666865,1195666864,1195666861,1195666857,1195666879,1195666870,1195666858,1195666866,1195666877,1195666878,914315467,1195666869,1195666868,1195666867,914080220,904655872,914080217,900506132,914159392,1339217624,893796322,914217503,893738444,893738443,893738442,893453923,914217504,769102584,914315500,914234002,914315498,914315499,914315497,914315486,304476163,287695723,287695729,914315469,287695725,304476161,914315489,289462909,914315470,926317335,304476164,304476160,304476162,626529206,917103479,287695730,287696035,914234001,914234003,287696039,287695726,289716340,768892605,289716346,919657582,884335982,918582410,919657583,919657584,81976030,920661315,123461299,920661317,81976033,1306640972"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,wood,0,0,3,14,"1158185716,579522480,341780236,914228076,914061249,914074271,304476284,304476285,914324682,341780239,914159390,914228073,914315491,920625896"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,forest,0,0,0,2,"956497469,530269639"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,meadow,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,scrub,0,3,3,19,"304477702,1247191753,914061232,913986794,914074270,914315503,914315468,914228077,914315506,914159384,914159381,914159391,914228085,914228083,914315501,914228080,914228081,914315488,914228082"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,allotments,0,1,4,7,"1158185713,910744926,910744934,433042260,328629680,914228075,274564739"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,playground,1,5,12,45,"914597098,5504673903,2378810629,2368279751,2028399382,1066934059,572129026,571006383,911467591,571408914,5491685425,290144050,804923258,82205062,772447467,888451641,314108056,888470379,888470385,788805104,124772011,1115761786,11832550679,880153078,390653412,448718771,1173081441,801903369,129903966,821781216,116648850,116648841,1382575171,3563452938,352570456,113557355,243156173,12120385298,10831666705,122594343,6314036593,2458961315,122594342,351171619,351171617"
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,recreation_ground,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,nature_reserve,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,lake,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,verde,reservoir,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,fitness_centre,1,1,1,4,"11293465819,5592351571,630539346,4477792090"
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,sports_centre,0,1,9,17,"909775020,116648845,742125234,4086636019,3200584297,168437524,314254880,290420034,290423873,4479684158,905200795,893796314,44051344,769032633,42929460,44050243,81976028"
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,stadium,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,swimming_pool,0,0,2,4,"529652138,529652139,431631714,379375639"
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,water_park,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,pitch,1,6,31,103,"1126581879,5491712414,914597096,572393054,230710323,229260148,1226476500,294150156,637559789,9792833748,1066934060,1216496186,5491715388,912941768,369847632,911631950,911342030,369847633,369847631,116648836,903916475,116648847,369847630,116648853,909775016,116648840,909775017,169446393,169446392,10303519262,169446389,169446391,945175002,82290347,292034359,292036104,292034357,292036102,83393204,10301482921,169446390,292036101,1239172057,661429603,897304943,885983260,893621184,883226363,9072007555,9072007556,242407846,242407872,242407870,1086267302,186413455,1221399783,880153075,880153074,884136331,835698128,385418498,1173898344,1173235467,388690911,877785725,116648842,116648852,342866853,116648835,116648848,914093605,84476409,769096949,58759134,1363866467,283405367,286222329,285069763,351171609,351171611,13112378001,769033182,769033175,769033180,769033179,58758878,12120421777,285070816,283405360,283405361,351171608,351171614,287694954,769033181,769033176,769033177,885675273,918136689,918136688,769033178,129305954,919709049,919673004"
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,tennis_court,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,golf_course,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,ice_rink,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,bowling_alley,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,climbing_wall,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,sport,gym,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,commerciale,shop,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,school,0,1,10,27,"1210277879,763986057,879463612,438380755,294155385,529644452,369847634,903916492,376503486,892437397,291465020,369833269,314253563,761431036,181314352,314253764,879877463,369816435,58888771,369816434,385417873,388411291,137280029,889097430,889096565,453977011,7177945834"
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,kindergarten,0,1,1,12,"3149305228,879463610,572131683,879463614,9580741278,335550693,4254402204,390148247,898160525,131644847,883378381,7177945833"
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,university,0,0,0,1,58760727
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,college,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,music_school,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,driving_school,0,1,1,6,"13042699426,12509555365,13098339874,10729626293,9962100684,13273674967"
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,research_institute,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,vocational_school,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,library,0,0,0,4,"1513480039,293677523,4604602037,243093488"
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,archive,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,museum,0,0,0,0,
Casa di Riposo RSA Servais,45.0837659,7.6264471,educazione,community_centre,0,0,0,2,"432388873,13082041537"
Residenza Richelmy,45.0830721,7.6575123,sanità,healthcare,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sanità,pharmacy,2,6,17,62,"7385328770,7373154101,3348688592,1491288435,7378941367,8196134564,1432238864,4734011255,3914894256,3946017788,4111366192,3917178727,3342794654,7373154102,4734768651,3342781917,3342780201,7058359416,4734135996,7312067712,7312112149,4734225963,1757127788,3344768366,3344782869,1475077657,7312514018,1923349804,7372912660,4734222157,7372912662,7372912663,4736115522,7312267251,3342806293,7372912661,7312091706,4736083750,4736083746,7372987830,1757126232,7368520916,2505526580,4733875703,4733876380,7177858867,4733869636,7312142691,7378996367,10684062914,4733867927,10766828805,4733873633,4733874286,4733870733,7310122343,5117627162,7373154098,7373154099,2097331576,2097331604,4733988594"
Residenza Richelmy,45.0830721,7.6575123,sanità,dentist,0,0,2,6,"13288761320,9568693092,11564921123,12165839580,1448147009,11290710394"
Residenza Richelmy,45.0830721,7.6575123,sanità,veterinary,1,1,2,8,"3956304242,13273646894,12951974696,11290467038,1757121990,7234175545,13170595046,4733990660"
Residenza Richelmy,45.0830721,7.6575123,sanità,optician,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sanità,medical_supply,0,0,0,1,12951935240
Residenza Richelmy,45.0830721,7.6575123,sanità,defibrillator,1,2,2,12,"12237513601,7234888685,12886227002,432803701,12484268753,8404250984,12422338516,7934552531,13239427956,6853513958,8025708191,7230718281"
Residenza Richelmy,45.0830721,7.6575123,sanità,hospital,1,1,2,5,"107278669,294267544,295500484,777989578,1196177764"
Residenza Richelmy,45.0830721,7.6575123,sanità,clinic,0,1,1,5,"4086286155,11290349432,10567218284,10567228303,13314604189"
Residenza Richelmy,45.0830721,7.6575123,sanità,doctors,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,mobilità,station,0,0,2,8,"543360161,496268558,1095052533,332648726,332648606,2081499942,11592793752,432803698"
Residenza Richelmy,45.0830721,7.6575123,mobilità,subway_entrance,0,0,7,32,"3431314079,3431314078,430167591,429724255,946525643,1484955768,1484955766,1484955767,957916124,946525616,957923325,442641053,442641055,1367855910,1839686581,1367855907,1367855911,1367855914,957923361,957923319,957923307,957923318,3431314080,2299299617,2299299618,3283630305,1367855920,1026285948,1026285957,1026285955,1026285950,1367855922"
Residenza Richelmy,45.0830721,7.6575123,mobilità,tram_stop,4,14,30,82,"1230710077,1168270429,1262210955,942830318,942830322,7788257670,942830306,942830333,942830319,1231011192,1230709701,942830330,942830343,942830344,942830324,942830342,942830327,942830313,942830316,1229827369,1229580312,1229827462,1229580298,1229580302,1229827262,1229827380,1229580296,943330794,943330820,948350593,948350631,943330778,1229827164,943330837,1229827464,943330773,943330793,1185414492,945268801,945268822,945268805,943330838,11294052063,945268802,1624209638,948015761,948015895,1569477511,1569477500,943330850,3514463818,1169943939,945268803,945268817,948015844,948016105,948015819,1229827566,946742787,946742856,946742809,1229827407,946742863,946742770,946742838,948016123,948015910,946742800,946742819,946742866,946742774,946742875,946742772,13342739753,1229827560,1624209625,948015780,945268808,948015938,945268793,948015923,948016134"
Residenza Richelmy,45.0830721,7.6575123,mobilità,bus_stop,7,27,84,342,"1262211472,1262194483,1212944734,1212944745,1262206303,1262208993,1168270670,1262198384,1262209293,1262208218,1262192507,1262196140,1262182653,1262199082,1262199702,1262197372,1262208290,1262197969,1262201321,1262197313,1262211448,1262210034,1262182600,1262197071,1262196581,1262204331,1262184392,13051936980,13051936979,3228156230,12701902027,1262195543,1262193705,1262206540,1262195996,1262210565,1262195403,1262200220,1262187100,1262207479,1262194791,1262198137,1262203653,1262203564,1262212324,1262195144,1262182776,1262199205,1262208958,1262199591,1262193765,1262203257,1262194988,1262188706,1262202792,1262194321,1262197282,1262212832,1262211335,1262189175,1262199980,1262198311,1262195447,1262183195,1262208260,1262211717,1262184927,1262196052,1262205722,1262209117,1262192893,1262192699,1262191010,1262190401,1262205881,1262201336,1262203738,1262199030,1262209939,1262196012,1262192555,1262209422,1262184292,1262201989,1262207376,1262208142,1262199711,1262204582,1262191786,1262187575,1313599114,1313599098,1313599087,1313599111,1262201435,1313599104,1229580307,1229827398,12823257925,1262196595,1262210281,1262196239,1229827470,1229580327,1262198584,1262212991,1229580319,1262199709,1229827300,1262198618,1524833855,10938458344,4806485504,1569038269,12074187316,1262209419,1262197341,1524833877,4665090550,4665090551,1262209460,1262195174,1262203792,1262195359,1262203217,943330789,943330777,1262206976,1399644508,1262193498,1262211612,1262202140,943330783,943330770,1254531625,1254531624,1262204189,943330813,1262203134,1262208172,937954790,1254531622,1254531604,1185414556,1185414572,1199240547,1569038260,1262208085,8494249908,1262196253,1199240667,1262201459,10938458345,1262197535,1262194358,8496496625,1262202182,4248370551,4245731174,4443910584,1262182722,1262198202,1262203078,1199240749,1262193035,943330835,937954831,1254531567,1262206062,2299299616,937605198,937605196,937605190,1199240598,943330808,1262209067,1816820005,1524833867,1262194622,1254531589,1254531599,1262192569,1534402607,1262199643,1534402620,1262209355,1816820048,937954690,1199240497,1169943950,1199240580,1262203543,1262194491,1254531584,1262208183,1262199327,1262190791,1262192727,1262203691,1525407819,1816820135,4357263598,1262209141,1262211268,1262210271,1262194977,1262188903,1262203936,1262207083,1262185232,1262207614,1262200572,1262190626,1262209085,1262182405,1262203714,1262194671,1262210195,1262192814,1262209535,12993111273,1262204423,1262198343,1262183268,1262204495,1262195456,12993111272,1262207261,1262199317,1262203747,1262203829,1262195018,1262200416,1262195334,1262210316,1262205306,1262195276,1262195915,1262199154,1262195579,1262206853,1262209342,1262211115,1262202505,1262208270,1262195767,1262209627,1262204692,1262197912,1262195655,1262208897,1262204199,1262211429,1262191067,1262204839,1262195485,1262189835,1262191584,1262208965,1262194453,1262199215,1262205148,1262191867,1262186943,1262203897,1262201355,1262207985,1262199136,1262185091,1262197302,1262204596,1262194624,1262207744,1262209011,1262203586,1262182214,1262183313,1262201881,1262207876,1262191135,1262198629,1262206242,1262194923,1262210903,1262183810,1262204006,1262189434,1262199799,1262212040,1262199676,1262204382,1262195299,1229827090,13342739754,1262198055,1262186650,1262199524,1262210222,3262101385,937605171,1262199772,937954712,1262182632,1262212512,1262199811,1262199749,1262188243,1262206716,1262207159,1262212066,1262208315,1169944001,1262210342,1262201382,1199240610,1262192916,1262195506,1262204561,1169944104,1169944065,1262203915,1262211062,1262209142,1262208471,1262212637,1262210724,1262205191,1262208862,5170992749,1262198865,1262203646,1262207847,1262200944,1262197431,1262199070,2291910682,1262204651,1262195627,11900736750,1262205952,1262200770,1262194786"
Residenza Richelmy,45.0830721,7.6575123,mobilità,charging_station,0,0,1,20,"11518533826,10203837376,13027591668,10243424972,13340070604,13027614487,9088671239,4671233528,9088671240,13075187843,5545493679,12801752468,13074606106,13074583239,12974489257,3906163545,7787992006,10608756008,13031168994,10682653692"
Residenza Richelmy,45.0830721,7.6575123,mobilità,car_sharing,0,0,1,1,4616005750
Residenza Richelmy,45.0830721,7.6575123,mobilità,taxi,0,1,1,7,"2902424081,1757138441,2902424080,1545661422,3241731973,2902424082,5167146632"
Residenza Richelmy,45.0830721,7.6575123,mobilità,parking,3,9,27,108,"287520875,1027356692,1125419383,881078243,822527115,110530901,388410845,892061235,895352333,895352332,891936899,891936900,389549638,391743104,389601115,389601114,448718773,448969330,110534406,110862166,110862168,525113175,448434080,132528231,222172799,6411440333,1109043885,928634211,928634186,5239566614,352332303,928634275,320706078,320706077,166616053,125745550,586939744,12197274454,1351673211,23090218,1219311967,1219311969,1062840998,1063527547,1062853762,1062853768,1219311968,883916435,82257430,82257429,122594341,37041494,38322092,883916442,846925185,919673015,846925184,921599999,919673001,921600007,921849957,921849941,459073294,627368788,868823455,123587977,620145344,921075185,573314876,868823459,316646623,398908818,620374363,525108995,621732915,123588186,505620794,310919719,846925182,840256684,644610711,151998821,151998771,58378277,5997771287,5997772786,5997773586,5997772787,5997773587,5997780785,96556746,635989603,5997762385,308834324,1122299605,5997837886,5997837887,553224994,5239210899,5340476663,388422914,149459698,532901305,133130652,373093368,1426204055,2275474473,2275474943"
Residenza Richelmy,45.0830721,7.6575123,mobilità,car_rental,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,mobilità,bicycle_parking,0,3,63,199,"9565968757,2016369763,2017759603,1783770824,10873504971,1783770825,2699762080,7174545829,12165839590,13273630892,7076001859,7076001858,2699762077,12951928674,10901383359,2699745133,2699762079,7807429771,10771806119,2699762078,2699762081,9300406026,2699743589,13231686483,12165839584,2699743595,2699743596,7076063225,2699745128,7076063226,7076063227,7076063223,7076063224,7076063222,7076063221,7076063220,7076063219,7076063218,7076063217,7076063216,7076063232,7076063233,7076063229,7076063237,7076063228,7076063235,7076063236,2699745134,7076063215,2699745131,7076063214,2699745130,5628622143,2699745129,5628622144,2632353490,10873504970,5628622145,7025739876,10873504969,2699745132,2699745136,2699745135,7076063244,7076063250,7076063251,2699745137,7076063243,7076063242,12165781958,7076063247,7076063246,7076063230,7076063239,7076063238,7076063240,7076063241,7076063234,7076063231,12889486162,13231692502,12889485978,12889485179,12889481110,12889467141,2699743593,12165781957,7076063264,7188790471,7076063257,7076063253,7076063252,7076063255,7076063249,7188790470,7076063260,7076063258,7076063248,7076063256,7076063262,7076063245,7076063263,7076063265,7076063254,7076063259,7076063261,10159318064,2699757982,2699757981,2699757980,2699757979,2699757983,2699757984,2699757985,2699757986,2699757987,2699757989,2699752845,2699752839,2699757988,10959344809,2699754607,2699754613,2699754610,2699754609,13142999531,13143056907,10741520276,10741540187,2699752835,13142731612,2699752836,2699752843,2699752848,12423088352,12423084564,2699752837,2699752846,7076063266,7076063268,7076063269,11357996666,11357989903,2699752855,7076063267,2699752858,10873504966,3748951425,2699743590,10770406639,2699752850,12227768290,12962232569,10874232260,10873504967,2699743591,2699743592,10873504965,11505942798,12120421659,10831661710,9519183729,11950499859,2699740343,12996199743,13175581648,2540601566,13026972875,10873504964,13026966312,13026970105,11963628161,10766828705,2699752844,2699752833,2699752840,10951467173,2699752842,10951467161,2699752853,10883132771,2699752854,2699752859,2699752857,13074641241,12960979068,2699743594,12960995980,13031764505,13031144492,13031774310,13031783911,13031764501,13031764500,13031773532,13031773533,11084637605,12079627878,10873504963"
Residenza Richelmy,45.0830721,7.6575123,mobilità,bicycle_rental,0,0,1,2,"12068398565,4818660028"
Residenza Richelmy,45.0830721,7.6575123,mobilità,primary,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,mobilità,secondary,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,verde,park,5,9,17,62,"82400823,36854185,1055411315,880153068,822527117,136174598,385418437,605805917,731935819,41752855,41752854,117959657,525113176,129903965,479483770,81792740,81792741,341402495,82202795,23088806,433500383,81157499,925827425,130457686,23034764,23034770,238704379,883916433,769102583,480821049,79942860,82508282,824643082,824642760,875795239,868823458,631801832,802161320,878127523,254100539,428655680,647241676,846925187,123548922,604123849,333572251,121211619,633978502,123548656,820424986,306556283,306556287,306556291,306556292,306556281,758075564,920991543,935616642,41753266,664910389,939068383,23055671"
Residenza Richelmy,45.0830721,7.6575123,verde,garden,8,12,76,164,"888568023,888568021,888582098,1055416062,881236255,1055416029,1055413219,881551760,892460217,892460222,892460206,892460208,891498339,891498341,891498343,891498340,890748884,892460219,916939206,916939199,10901405103,1433432894,111596409,525113177,889467736,525113178,889468648,889467729,766788903,889348394,918136704,918136724,889467725,918136703,918136723,917103499,917103501,919651094,919048424,919651087,919651082,919651086,919651081,919651093,29176172,925917989,925917990,928634201,44574181,351520239,928634230,928634231,130448587,130448589,130448590,130448588,327939730,1064035772,1064035771,28621748,916438090,916438130,917103497,916939198,916438146,916939214,916438095,917103478,883708994,916438144,916438094,916939212,916438145,916438127,916438096,916438128,916438147,916939204,917103477,916438101,916438102,917103503,916438129,917103502,916438103,916438107,917103500,920625897,918136722,918582404,885678001,918582402,918582414,885677997,918136682,918136701,885678002,918584287,918136725,918136700,918582413,885678003,918582411,918582401,918582398,918582400,885678006,918582399,918136721,918582397,918582395,918582396,920118750,920118749,919657585,920118755,919657586,920118740,919657591,920118744,919709083,919657592,919672998,919724557,919709048,921075201,919724558,921600001,921075200,921075204,924935993,924936006,924936005,924936007,921849943,921600014,921075238,921075237,921075193,921075192,921479317,921479324,921479314,921479323,921075207,921479319,920118746,920118747,920118748,920118745,193285156,603463549,128268848,414225571,414225572,414225915,930347116,664919160,664905158,664905157,1067243272,414225569,414225570,930436693"
Residenza Richelmy,45.0830721,7.6575123,verde,grass,3,15,77,224,"286646606,286647293,286646604,286646594,286647294,286646605,286647291,732177417,286646595,1236922853,286646601,732177420,732177418,286646602,732177419,286646603,286647290,286646597,286656050,286664226,732157565,286664225,954750078,953713788,953713787,956494708,954750079,956494707,956494706,955893950,37671811,731899351,731899352,731899353,1173967163,731899358,1173907484,1173907485,731899359,731899350,731899354,1173907483,1173898346,1173898347,731899360,1173898349,1173898348,731899357,731899355,731899356,732096036,732096037,732096038,732096048,731939743,731935824,731935825,731939740,731939738,731939741,221891468,731939739,731939742,889467735,762971427,81753214,732125145,732125146,732177422,732125147,178997269,732125144,178997273,732125148,732125140,178997270,684348512,732125143,732125142,732125141,732125149,732125150,732125151,732125152,37738037,732157570,286656044,732125138,732157568,732157569,732157567,286656041,732125139,342742135,342742125,342742134,347254651,342742126,347254668,347254667,347254652,347254640,347254654,347254660,355063902,365762772,355063900,355063904,354610028,365762771,351520237,351520236,424025002,394218574,394218572,352332316,352332309,352332314,353072697,352332319,424025003,352396030,355063909,355063907,355063905,462066644,684095662,130448586,684095663,130448583,134236056,1218836989,134236059,149628054,396842103,396842101,408842296,408842295,408842294,408842300,408842297,408842293,408842299,408842298,556500005,1067805718,1062853763,1062853769,1067805717,917103479,919657582,884335982,918582410,919657583,919657584,81976030,920661315,920661316,920661314,123461299,920661317,81976033,920661319,920661313,921075162,81976031,921600013,81976027,920036095,123461298,921850001,921849999,660967943,577583408,577583407,577583403,660967944,577583409,921479284,577583406,921479315,577583404,1306640972,920118742,1288746885,846925186,848623838,246370042,246370044,246370040,245651852,577583405,246370043,246370041,848623840,245651854,245651855,246366194,245663246,246371511,246371512,246371513,246371510,246371514,246366191,246366190,107568897,1068463711,769094730,1069866764,258298837,107568893,1064513659,107568895,107568898,1250264722,1426204057,1426204058,1271377215,1426204056,1426204054,1271377217,1426204053,1271377216"
Residenza Richelmy,45.0830721,7.6575123,verde,wood,0,0,2,3,"920625896,921479313,920004733"
Residenza Richelmy,45.0830721,7.6575123,verde,forest,0,0,0,2,"956497469,530269639"
Residenza Richelmy,45.0830721,7.6575123,verde,meadow,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,verde,scrub,0,0,7,8,"360131117,919709082,920036085,924938667,921479311,921479316,1173223756,921479325"
Residenza Richelmy,45.0830721,7.6575123,verde,allotments,0,0,0,1,328623930
Residenza Richelmy,45.0830721,7.6575123,verde,playground,1,2,10,40,"880153078,390653412,448718771,1173081441,801903369,129903966,919048423,82400814,341402905,448434079,1149617853,1149617852,499890620,1438254805,2110827287,8787334116,130457685,3419744722,3419744721,113557355,243156173,12120385298,10831666705,6314036593,2458961315,921849990,6772490090,1057169403,80440121,243120102,740900642,437805478,11305259332,820424988,164063782,287696765,12851950094,623124807,3405371588,2097331624"
Residenza Richelmy,45.0830721,7.6575123,verde,recreation_ground,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,verde,nature_reserve,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,verde,lake,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,verde,reservoir,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,fitness_centre,0,0,3,6,"9568693090,4477792090,12488885986,4734138530,6341721823,5871656872"
Residenza Richelmy,45.0830721,7.6575123,sport,sports_centre,0,0,2,16,"4479684158,83825215,289416784,44051344,769032633,42929460,44050243,81976028,768862230,181116659,768857945,7177839299,254095735,287246964,123568272,10572346562"
Residenza Richelmy,45.0830721,7.6575123,sport,stadium,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,swimming_pool,0,0,1,1,379375639
Residenza Richelmy,45.0830721,7.6575123,sport,water_park,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,pitch,0,1,14,83,"7007648417,186413455,1221399783,880153075,880153074,884136331,835698128,385418498,846003831,186413454,1303852812,1173898344,1173235467,731935820,731935821,41752773,731935823,220614907,220614908,388690911,83825205,875720649,457661508,877785725,289416782,289416786,289416797,289416790,10694640239,10694640238,10694640237,324738752,1014573092,13112378001,769033182,769033175,769033180,769033179,58758878,12120421777,254095740,254095744,254095743,254095742,254095741,769033181,769033176,769033177,885675273,918136689,918136688,769033178,129305954,919709049,919673004,919709047,921075206,921075182,921075180,768857944,254095730,768857943,254402611,254402612,254402613,505620792,1058462171,1058462170,1058462169,1058462168,620143556,620143554,620143555,930662098,513365787,285047351,578921511,1315551317,1315551316,319284839,809362711,809362112,256770955"
Residenza Richelmy,45.0830721,7.6575123,sport,tennis_court,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,golf_course,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,ice_rink,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,bowling_alley,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,climbing_wall,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,sport,gym,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,commerciale,shop,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,educazione,school,1,6,14,36,"879877463,369816435,58888771,369816434,385417873,388411291,137280029,875684723,889097430,392518162,889096565,443199497,443199498,391737655,344744214,318938045,369665895,369665896,365610519,4736111631,340249805,334684164,426293828,4736081694,320875624,4736084237,453977011,647241680,647241679,848705062,647241678,7177858866,436288158,201438197,137279108,43588808"
Residenza Richelmy,45.0830721,7.6575123,educazione,kindergarten,0,0,3,9,"898160525,131644847,919048421,12227784321,921075190,768854407,7177858865,4762289761,532940553"
Residenza Richelmy,45.0830721,7.6575123,educazione,university,0,0,1,2,"8903777986,12168588078"
Residenza Richelmy,45.0830721,7.6575123,educazione,college,0,0,0,1,780144763
Residenza Richelmy,45.0830721,7.6575123,educazione,music_school,0,0,1,1,12569155038
Residenza Richelmy,45.0830721,7.6575123,educazione,driving_school,0,0,2,7,"13273674967,12951948641,10879184439,11841904325,3859150411,12165781951,4734140809"
Residenza Richelmy,45.0830721,7.6575123,educazione,research_institute,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,educazione,vocational_school,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,educazione,library,0,0,0,4,"4604602037,11926381625,243093474,2096881473"
Residenza Richelmy,45.0830721,7.6575123,educazione,archive,0,0,0,0,
Residenza Richelmy,45.0830721,7.6575123,educazione,museum,0,1,5,15,"3338687283,397514864,6433764792,435784636,4572133130,4736079916,6433974757,96139133,4734142853,10901623367,6432887576,6432637423,11267476069,4908362221,9757285250"
Residenza Richelmy,45.0830721,7.6575123,educazione,community_centre,1,1,2,5,"423150315,10931712505,12624324778,3371757496,8069412590"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,healthcare,0,0,0,0,
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,pharmacy,1,3,9,45,"12480903766,12480903748,7385973893,7376114115,7385981427,2017708681,4734247663,4785081493,7380109523,1738124690,2590051039,10090308295,2536257617,1470609151,2019649541,4734592596,4786739926,3348691737,4734591980,4734595751,4734594417,7385987803,4734246721,7312274928,7378942316,11269135665,4734251590,7312260730,1738121268,2208919912,6061213817,3027567380,4734738176,7373154100,8228658596,7380102116,1446143790,7380072654,3348688592,1491288435,7378941367,3914894256,3946017788,3342794654,7373154102"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,dentist,0,0,0,6,"13306002941,13040748750,12987277703,12969033170,11269180205,12946986024"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,veterinary,0,0,0,6,"11357160542,4734597325,4362506882,11278456881,10271366850,9952804074"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,optician,0,0,0,0,
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,medical_supply,0,0,0,4,"13138464036,294137744,12730508999,12951935240"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,defibrillator,0,0,1,3,"13333453869,10050853131,12691328901"
Casa di Riposo RSA Mazzarello,45.0623818,7.6248737,sanità,hospital,0,0,1,2,"521821122,862795993"
