id;gruppo_catastale;quotazione_immobiliare_mq
690569;A;1138.0
690570;A;1138.0
690571;C;838.0
690572;A;1138.0
690573;A;1042.0
690574;A;1042.0
690575;A;1042.0
690576;A;1042.0
690577;A;1042.0
690578;A;1042.0
690579;A;1042.0
690580;A;1042.0
690581;A;1042.0
690582;A;1042.0
690583;A;1042.0
690584;A;1042.0
690585;A;1042.0
690586;A;1042.0
690587;A;1042.0
690588;A;1042.0
690589;;982.0
690590;A;1042.0
690591;A;1042.0
690592;A;1042.0
690593;A;1042.0
690594;A;1042.0
690595;A;1042.0
690596;A;1042.0
690597;A;1042.0
690598;A;1042.0
690599;A;1042.0
690600;A;1042.0
690601;A;1042.0
690602;A;1042.0
690603;A;1042.0
690604;A;1042.0
690605;A;1042.0
690606;A;1042.0
690607;A;1042.0
690608;A;1042.0
690609;A;1042.0
690610;A;1042.0
690611;A;1042.0
690612;A;1042.0
690613;A;1042.0
690614;A;1042.0
690615;A;1042.0
690616;;982.0
690617;;982.0
690618;A;1042.0
690619;A;1042.0
690620;A;1042.0
690621;A;1042.0
690622;A;1042.0
690623;A;1042.0
690624;A;1042.0
690625;A;1042.0
690626;A;1042.0
690627;A;1042.0
690628;A;1042.0
690629;A;1042.0
690630;A;1042.0
690631;A;1042.0
690632;A;1042.0
690633;A;1042.0
690634;A;1042.0
690635;A;1042.0
690636;A;1042.0
690637;A;1042.0
690638;A;1042.0
690639;A;1042.0
690640;A;1042.0
690641;A;1042.0
690642;A;1042.0
690643;A;1042.0
690644;A;1042.0
690645;A;1042.0
690646;A;1042.0
690647;A;1042.0
690648;A;1042.0
690649;A;1042.0
690650;A;1042.0
690651;A;1042.0
690652;A;1042.0
690653;A;1042.0
690654;A;1042.0
690655;A;1042.0
690656;A;1042.0
690657;;982.0
690658;;982.0
690659;A;1042.0
690660;A;1042.0
690661;A;1042.0
690662;A;1042.0
690663;A;1042.0
690664;A;1042.0
690665;A;1042.0
690666;;982.0
690667;A;1042.0
690668;A;1042.0
690669;A;1042.0
690670;A;1042.0
690671;A;1042.0
690672;A;1042.0
690673;A;1042.0
690674;A;1042.0
690675;A;1042.0
690676;A;1042.0
690677;A;1042.0
690678;A;1042.0
690679;A;1042.0
690680;A;1042.0
690681;A;1042.0
690682;A;1042.0
690683;A;1042.0
690684;A;1042.0
690685;;982.0
690686;A;1042.0
690687;A;1042.0
690688;A;1042.0
690689;A;1042.0
690690;A;1042.0
690691;A;1042.0
690692;A;1042.0
690693;A;1042.0
690694;A;1042.0
690695;A;1042.0
690696;A;1042.0
690697;A;1042.0
690698;A;1042.0
690699;A;1042.0
690700;A;1042.0
690701;A;1042.0
690702;A;1042.0
690703;A;1042.0
690704;A;1042.0
690705;A;1042.0
690706;A;1042.0
690707;A;1042.0
690708;A;1042.0
690709;A;1042.0
690710;A;1042.0
690711;A;1042.0
690712;A;1042.0
690713;;982.0
690714;;982.0
690715;A;1042.0
690716;A;1042.0
690717;A;1042.0
690718;A;1042.0
690719;A;1042.0
690720;A;1042.0
690721;A;1042.0
690722;A;1042.0
690723;A;1042.0
690724;A;1042.0
690725;A;1042.0
690726;A;1042.0
690775;A;1138.0
690776;A;1138.0
690777;B;1302.0
690778;A;1138.0
690779;A;1138.0
690780;A;1138.0
690781;B;2050.0
690782;A;2106.0
690783;B;1302.0
690784;A;1138.0
690785;;1302.0
690786;A;1138.0
690787;A;1138.0
690788;D;1302.0
690789;C;838.0
690790;C;838.0
690791;A;1426.0
690792;A;1138.0
690793;A;1138.0
690794;A;1138.0
690795;C;838.0
690796;C;838.0
690797;C;838.0
690798;C;838.0
690799;A;1426.0
690805;A;1138.0
690806;C;838.0
690811;A;863.0
690812;;939.0
690813;;939.0
690814;;939.0
690815;;939.0
690816;;939.0
690817;;939.0
690818;;939.0
690819;;939.0
690820;;939.0
690821;;939.0
690822;A;863.0
690823;;939.0
690824;;939.0
690825;;939.0
690826;;939.0
690827;;939.0
690828;;939.0
690829;;939.0
690830;A;863.0
690831;A;863.0
690832;A;863.0
690833;A;863.0
690834;A;863.0
690835;A;863.0
690836;A;863.0
690837;A;863.0
690838;A;863.0
690839;A;863.0
690840;A;863.0
690841;A;863.0
690842;A;863.0
690843;A;863.0
690844;A;863.0
690845;A;863.0
690846;A;863.0
690847;A;863.0
690848;A;863.0
690849;A;863.0
690850;A;863.0
690851;A;863.0
690852;A;863.0
690853;A;863.0
690854;A;863.0
690855;A;863.0
690856;A;863.0
690857;A;863.0
690858;A;863.0
690859;A;863.0
690860;A;863.0
690861;A;863.0
690862;A;863.0
690863;A;863.0
690864;A;863.0
690865;A;863.0
690866;A;863.0
690867;A;863.0
690868;;939.0
690869;A;863.0
690870;A;863.0
690871;A;863.0
690872;A;863.0
690873;A;863.0
690874;A;863.0
690875;A;863.0
690876;A;863.0
690877;A;863.0
690878;A;863.0
690879;;939.0
690880;A;863.0
690881;A;863.0
690882;A;863.0
690883;;939.0
690884;;939.0
690885;;939.0
690886;;939.0
690887;;939.0
690888;;939.0
690889;;939.0
690890;;939.0
690891;;939.0
690892;;939.0
690893;;939.0
690894;;939.0
690895;;939.0
690896;;939.0
690897;;939.0
690898;;939.0
690899;;939.0
690900;;939.0
690901;;939.0
690902;;939.0
690903;;939.0
690904;;939.0
690905;;939.0
690906;;939.0
690907;;939.0
690908;;939.0
690909;;939.0
690910;;939.0
690911;;939.0
690912;A;863.0
690913;;939.0
690914;;939.0
690915;;939.0
690916;;939.0
690917;;939.0
690918;;939.0
690919;;939.0
690920;;939.0
690921;;939.0
690922;;939.0
690945;B;1261.0
690971;C;760.0
690972;D;270.0
690973;C;760.0
690974;C;760.0
690975;C;760.0
690976;C;760.0
690977;C;760.0
690979;B;982.0
690980;A;1042.0
690981;B;982.0
690982;A;1042.0
691257;A;1235.0
691258;A;1235.0
691259;A;1235.0
691260;A;1235.0
691261;A;1235.0
691262;A;1235.0
691263;A;1235.0
691264;A;1235.0
691265;A;1235.0
691266;A;1235.0
691267;A;1235.0
691268;A;1235.0
691269;A;1235.0
691270;;1303.0
691271;A;1235.0
691272;A;1235.0
691273;A;1235.0
691274;A;1235.0
691275;A;1235.0
691276;A;1235.0
691277;A;1235.0
691278;A;1235.0
691279;A;1235.0
691280;A;1235.0
691281;A;1235.0
691282;A;1235.0
691283;A;1235.0
691284;A;1235.0
691285;A;1235.0
691286;A;1235.0
691287;A;1235.0
691288;A;1235.0
691289;A;1235.0
691290;A;1235.0
691291;A;1235.0
691292;A;1235.0
691293;A;1235.0
691294;A;1235.0
691295;A;1235.0
691296;A;1235.0
691297;A;1235.0
691298;A;1235.0
691299;;1303.0
691300;A;1235.0
691301;A;1235.0
691302;A;1235.0
691303;A;1235.0
691304;A;1235.0
691305;A;1235.0
691306;A;1235.0
691307;A;863.0
691308;A;863.0
691309;A;863.0
691310;A;863.0
691311;A;863.0
691312;A;863.0
691313;A;863.0
691314;A;863.0
691315;A;863.0
691316;A;863.0
691317;A;863.0
691318;A;863.0
691319;;939.0
691320;A;863.0
691321;A;863.0
691322;A;863.0
691323;B;1300.0
691324;A;1283.0
691325;A;1283.0
691326;A;1283.0
691328;A;1283.0
691329;A;1283.0
691331;;1300.0
691332;A;1283.0
691333;C;875.0
691334;A;1283.0
691335;A;1283.0
691336;A;1283.0
691337;A;1283.0
691338;A;1283.0
691339;A;1283.0
691340;A;1283.0
691341;A;1283.0
691342;A;1283.0
691343;A;1283.0
691344;A;1283.0
691345;A;1283.0
691346;A;1283.0
691347;A;1283.0
691348;A;1283.0
691349;A;1283.0
691350;A;1283.0
691351;A;1283.0
691352;A;1283.0
691353;A;1283.0
691355;A;863.0
691356;A;863.0
691357;B;939.0
691359;A;863.0
691360;;939.0
691361;A;863.0
691362;D;321.0
691363;A;863.0
691364;A;863.0
691365;A;863.0
691366;A;863.0
691367;A;863.0
691368;A;863.0
691369;A;863.0
691370;A;863.0
691371;A;863.0
691372;A;863.0
691373;A;863.0
691374;A;863.0
691375;A;863.0
691376;A;863.0
691377;A;863.0
691378;B;850.0
691379;A;967.0
691409;A;1333.0
691410;A;1333.0
691419;A;1426.0
691420;A;1426.0
691421;C;788.0
691422;B;1261.0
691423;B;1261.0
691424;B;1261.0
691425;B;1866.0
691426;A;1426.0
691427;A;1426.0
691428;B;1866.0
691429;A;2056.0
691430;B;1300.0
691431;B;1300.0
691432;A;1283.0
691433;A;1283.0
691434;D;321.0
691435;A;1283.0
691436;D;315.0
691437;A;967.0
691439;B;1018.0
691440;B;1018.0
691442;A;1059.0
691443;A;1059.0
691444;A;967.0
691446;A;1805.0
691447;C;1338.0
691448;A;1805.0
691449;A;1059.0
691450;A;1059.0
691451;C;1338.0
691452;A;1059.0
691453;A;967.0
691454;A;1805.0
691457;C;1338.0
691458;A;1059.0
691459;B;1018.0
691460;A;1059.0
691461;B;1938.0
691462;A;1805.0
691463;A;1805.0
691464;A;1805.0
691465;A;1805.0
691466;A;1805.0
691467;B;1018.0
691468;A;1059.0
691469;C;1338.0
691470;C;1338.0
691471;A;1805.0
691472;A;1138.0
691473;B;1302.0
691474;A;1138.0
691475;A;1138.0
691476;A;1138.0
691477;A;1138.0
691478;A;1138.0
691479;A;1138.0
691480;A;1283.0
691481;A;1283.0
691482;A;1283.0
691483;A;1283.0
691484;A;1283.0
691485;A;1283.0
691486;A;1283.0
691487;A;1283.0
691488;A;1283.0
691489;A;1283.0
691490;A;1283.0
691491;A;1283.0
691492;A;1283.0
691493;A;1283.0
691494;A;1283.0
691495;A;1283.0
691496;A;1283.0
691497;A;1283.0
691498;A;1283.0
691499;A;1283.0
691500;A;1283.0
691501;A;1283.0
691502;A;1283.0
691503;A;1283.0
691504;A;1283.0
691505;A;1283.0
691506;A;1283.0
691507;A;1283.0
691508;A;1283.0
691509;A;1283.0
691510;A;1283.0
691511;A;1283.0
691512;A;1283.0
691513;A;1283.0
691514;A;1283.0
691515;A;1283.0
691516;A;1283.0
691517;A;1283.0
691518;A;1283.0
691519;A;1283.0
691520;A;1283.0
691521;A;1283.0
691522;A;1283.0
691523;A;1283.0
691524;A;1283.0
691525;A;1283.0
691526;A;1283.0
691527;A;1283.0
691528;A;1283.0
691529;A;1283.0
691530;A;1283.0
691531;A;1283.0
691532;A;1283.0
691533;A;1283.0
691534;A;1283.0
691535;A;1283.0
691536;A;1283.0
691537;A;1283.0
691538;A;1283.0
691539;A;1283.0
691540;A;1283.0
691541;A;1283.0
691542;A;1283.0
691543;A;1283.0
691544;A;1283.0
691545;A;1283.0
691546;A;1283.0
691547;A;1283.0
691548;A;1283.0
691549;A;1283.0
691550;A;1283.0
691551;A;1283.0
691552;A;1283.0
691553;A;1283.0
691554;A;1283.0
691555;A;1283.0
691556;A;1283.0
691557;A;1283.0
691558;A;1283.0
691559;A;1283.0
691560;A;1000.0
691561;A;1000.0
691562;A;1000.0
691563;A;1000.0
691564;A;1000.0
691565;A;1000.0
691566;A;1000.0
691567;A;1000.0
691568;A;1000.0
691569;A;1000.0
691570;A;1000.0
691571;A;1000.0
691572;A;1000.0
691573;A;1000.0
691574;A;1000.0
691575;A;1000.0
691576;A;1000.0
691577;A;1000.0
691578;A;1000.0
691579;A;1000.0
691580;A;1000.0
691581;A;1000.0
691582;A;1000.0
691583;A;1000.0
691584;A;1000.0
691585;A;1000.0
691586;A;1000.0
691587;A;1000.0
691588;A;1000.0
691589;A;1000.0
691590;A;1000.0
691591;A;1000.0
691592;A;1000.0
691593;A;1000.0
691594;A;1000.0
691595;A;1000.0
691596;A;1000.0
691597;A;1000.0
691598;A;1000.0
691599;A;1000.0
691600;A;1000.0
691601;A;1000.0
691602;A;1000.0
691603;A;1000.0
691604;A;1000.0
691605;A;1000.0
691606;A;1000.0
691607;A;1000.0
691608;A;1000.0
691609;A;1000.0
691610;A;1000.0
691611;A;1000.0
691612;A;1000.0
691613;A;1000.0
691614;A;1000.0
691615;A;1000.0
691616;A;1000.0
691617;A;1000.0
691618;A;1000.0
691619;A;1000.0
691620;A;1000.0
691621;A;1000.0
691622;A;1000.0
691623;B;1394.0
691624;A;1515.0
691625;B;1394.0
691626;A;1515.0
691629;A;1515.0
691630;B;1394.0
691631;B;1394.0
691632;B;1394.0
691633;B;1394.0
691634;C;1033.0
691635;D;1394.0
691639;A;1515.0
691640;A;1515.0
691641;B;1394.0
691647;C;1033.0
691648;C;1033.0
691649;C;1033.0
691650;C;1033.0
691651;A;1515.0
691652;A;1515.0
691653;A;1515.0
691654;A;1515.0
691655;A;1515.0
691656;A;1515.0
691657;A;1515.0
691658;A;1515.0
691659;A;1515.0
691660;A;1515.0
691661;A;1515.0
691662;A;1515.0
691663;C;1033.0
691664;;1394.0
691665;;1394.0
691666;A;1515.0
691667;A;1515.0
691668;;862.0
691669;;862.0
691670;;862.0
691671;;862.0
691672;;862.0
691673;;862.0
691674;;862.0
691675;;862.0
691676;;862.0
691678;C;1033.0
691679;A;1515.0
691680;A;1515.0
691681;A;2950.0
691683;B;1801.0
691686;B;1801.0
691687;B;1801.0
691688;A;1870.0
691689;C;1267.0
691690;D;1801.0
691691;B;1801.0
691692;A;1870.0
691693;A;863.0
691695;A;863.0
691696;B;939.0
691697;A;863.0
691698;A;863.0
691699;B;939.0
691700;B;939.0
691702;B;1485.0
691703;A;1333.0
691705;C;1227.0
691706;C;1227.0
691707;C;1227.0
691708;A;863.0
691709;A;863.0
691710;A;863.0
691711;A;863.0
691712;A;863.0
691713;A;863.0
691714;A;863.0
691715;A;863.0
691716;A;863.0
691717;A;863.0
691718;A;863.0
691719;A;863.0
691720;A;863.0
691721;A;863.0
691722;A;863.0
691723;A;863.0
691724;A;863.0
691725;A;863.0
691726;A;863.0
691727;A;863.0
691728;A;863.0
691729;A;863.0
691730;A;863.0
691731;A;863.0
691732;A;863.0
691733;A;863.0
691734;A;863.0
691735;A;863.0
691736;A;863.0
691737;A;863.0
691738;A;863.0
691739;A;863.0
691740;A;863.0
691741;A;863.0
691742;A;863.0
691743;A;863.0
691744;A;863.0
691745;A;863.0
691746;A;863.0
691747;A;863.0
691748;A;863.0
691749;A;863.0
691750;A;863.0
691751;A;863.0
691752;;939.0
691753;A;863.0
691754;A;863.0
691755;A;863.0
691756;A;863.0
691757;A;863.0
691758;A;863.0
691759;A;863.0
691760;A;863.0
691761;A;863.0
691762;A;863.0
691763;A;863.0
691764;A;863.0
691765;A;863.0
691766;A;863.0
691767;A;863.0
691768;A;863.0
691769;A;863.0
691770;A;863.0
691771;A;863.0
691772;A;863.0
691773;A;863.0
691774;A;863.0
691775;A;863.0
691776;A;863.0
691777;A;863.0
691778;A;863.0
691779;A;863.0
691780;A;863.0
691781;A;863.0
691782;A;863.0
691783;;939.0
691784;A;863.0
691785;;939.0
691786;;939.0
691787;;939.0
691788;;939.0
691789;;939.0
691790;;939.0
691791;;939.0
691792;;939.0
691793;;939.0
691794;;939.0
691795;A;863.0
691796;;939.0
691797;;939.0
691798;;939.0
691799;;939.0
691800;;939.0
691801;;939.0
691802;;939.0
691803;;939.0
691804;;939.0
691805;;939.0
691806;A;863.0
691807;;939.0
691808;;939.0
691809;;939.0
691810;;939.0
691811;;939.0
691812;;939.0
691813;;939.0
691814;;939.0
691815;;939.0
691816;;939.0
691817;A;863.0
691818;;939.0
691819;;939.0
691820;;939.0
691821;;939.0
691822;;939.0
691823;;939.0
691824;;939.0
691825;;939.0
691826;;939.0
691827;;939.0
691828;A;863.0
691829;;939.0
691830;;939.0
691831;;939.0
691832;;939.0
691833;;939.0
691834;;939.0
691835;;939.0
691836;;939.0
691837;;939.0
691838;;939.0
691839;A;863.0
691840;;939.0
691841;;939.0
691842;;939.0
691843;;939.0
691844;;939.0
691845;;939.0
691846;;939.0
691847;;939.0
691848;;939.0
691849;;939.0
691850;A;863.0
691851;;939.0
691852;;939.0
691853;;939.0
691854;;939.0
691855;;939.0
691856;;939.0
691857;;939.0
691858;;939.0
691859;;939.0
691860;;939.0
691861;A;863.0
691862;;939.0
691863;;939.0
691864;;939.0
691865;;939.0
691866;;939.0
691867;;939.0
691868;;939.0
691869;;939.0
691870;;939.0
691871;;939.0
691872;A;863.0
691873;;939.0
691874;;939.0
691875;;939.0
691876;;939.0
691877;;939.0
691878;;939.0
691879;;939.0
691880;;939.0
691881;;939.0
691882;;939.0
691883;A;863.0
691884;;939.0
691885;;939.0
691886;;939.0
691887;;939.0
691888;;939.0
691889;;939.0
691890;;939.0
691891;;939.0
691892;;939.0
691893;;939.0
691894;A;863.0
691895;;939.0
691896;;939.0
691897;;939.0
691898;;939.0
691899;;939.0
691900;;939.0
691901;;939.0
691902;;939.0
691903;;939.0
691904;;939.0
691905;A;863.0
691906;;939.0
691907;;939.0
691908;;939.0
691909;;939.0
691910;;939.0
691911;;939.0
691912;;939.0
691913;;939.0
691914;;939.0
691915;;939.0
691916;A;863.0
691917;;939.0
691918;;939.0
691919;;939.0
691920;;939.0
691921;;939.0
691922;;939.0
691923;;939.0
691924;;939.0
691925;;939.0
691926;;939.0
691927;A;863.0
691928;;939.0
691929;;939.0
691930;;939.0
691931;;939.0
691932;;939.0
691933;;939.0
691934;;939.0
691935;;939.0
691936;;939.0
691937;;939.0
691938;A;863.0
691939;;939.0
691940;;939.0
691941;;939.0
691942;;939.0
691943;;939.0
691944;;939.0
691945;;939.0
691946;;939.0
691947;;939.0
691948;;939.0
691949;A;863.0
691950;;939.0
691951;;939.0
691952;;939.0
691953;;939.0
691954;;939.0
691955;;939.0
691956;;939.0
691957;;939.0
691958;;939.0
691959;;939.0
691960;A;863.0
691961;;939.0
691962;;939.0
691963;;939.0
691964;;939.0
691965;;939.0
691966;;939.0
691967;A;863.0
691968;A;863.0
691969;A;863.0
691970;A;863.0
691971;A;863.0
691972;A;863.0
691973;A;863.0
691974;A;863.0
691975;A;863.0
691976;A;863.0
691977;A;863.0
691978;A;863.0
691979;A;863.0
691980;A;863.0
691981;A;863.0
691982;A;863.0
691983;A;863.0
691984;A;863.0
691985;A;863.0
691986;A;863.0
691987;A;863.0
691988;A;863.0
691989;A;863.0
691990;A;863.0
691991;A;863.0
691992;A;863.0
691993;A;863.0
691994;A;863.0
691995;A;863.0
691996;A;863.0
691997;A;863.0
691998;A;863.0
691999;A;863.0
692000;A;863.0
692001;A;863.0
692002;A;863.0
692003;A;863.0
692004;A;863.0
692005;A;863.0
692006;A;863.0
692007;A;863.0
692008;A;863.0
692009;A;863.0
692010;A;863.0
692011;A;863.0
692012;A;863.0
692013;A;863.0
692014;A;863.0
692015;A;863.0
692016;A;863.0
692017;A;863.0
692018;A;863.0
692019;A;863.0
692020;A;863.0
692021;A;863.0
692022;A;863.0
692023;A;863.0
692024;A;863.0
692026;B;1303.0
692027;A;1235.0
692028;A;1235.0
692029;A;1235.0
692030;A;1235.0
692031;A;1235.0
692032;A;1235.0
692033;A;1235.0
692034;A;1235.0
692035;A;1235.0
692036;A;1235.0
692037;A;1235.0
692038;A;1235.0
692039;A;1235.0
692040;A;1235.0
692041;A;1235.0
692042;A;1235.0
692043;A;1235.0
692044;A;1235.0
692045;A;1235.0
692046;A;1235.0
692047;A;1235.0
692048;A;1235.0
692049;A;1235.0
692050;A;1235.0
692051;A;1235.0
692052;A;1235.0
692053;;1303.0
692054;A;1235.0
692055;A;1235.0
692056;A;1235.0
692057;A;1235.0
692058;A;1235.0
692059;;982.0
692060;;982.0
692061;;982.0
692062;;982.0
692063;;982.0
692064;;982.0
692065;;982.0
692066;;982.0
692067;;982.0
692068;;982.0
692069;;982.0
692070;;982.0
692071;;982.0
692072;;982.0
692073;;982.0
692074;;982.0
692075;;982.0
692076;;982.0
692077;;982.0
692078;A;1042.0
692079;A;1042.0
692080;A;1042.0
692081;A;1042.0
692082;A;1042.0
692083;A;1042.0
692084;A;1042.0
692085;A;1042.0
692086;A;1042.0
692087;A;1042.0
692088;A;1042.0
692089;;982.0
692090;A;1042.0
692091;A;1042.0
692092;A;1042.0
692093;A;1042.0
692094;A;1042.0
692095;A;1042.0
692096;A;1042.0
692097;A;1042.0
692098;A;1042.0
692099;A;1042.0
692100;;982.0
692101;A;1042.0
692102;A;1042.0
692103;A;1042.0
692104;A;1042.0
692105;A;1042.0
692106;A;1042.0
692107;A;1042.0
692108;A;1042.0
692109;A;1042.0
692110;C;760.0
692111;;982.0
692112;C;760.0
692113;C;760.0
692114;C;760.0
692115;;982.0
692116;;982.0
692117;;982.0
692118;;982.0
692119;;982.0
692120;;982.0
692121;;982.0
692122;;982.0
692123;A;1235.0
692124;A;1235.0
692125;A;1235.0
692126;A;1235.0
692127;A;1235.0
692128;A;1235.0
692129;A;1235.0
692130;A;1235.0
692131;A;1235.0
692132;A;1235.0
692133;A;1235.0
692134;A;1235.0
692135;A;1235.0
692136;A;1235.0
692137;A;1235.0
692138;A;1235.0
692139;A;1235.0
692140;A;1235.0
692141;A;1235.0
692142;A;1235.0
692143;A;1235.0
692144;A;1235.0
692145;A;1235.0
692146;A;1235.0
692147;A;1235.0
692148;;1303.0
692149;A;1235.0
692150;A;1235.0
692151;A;1235.0
692152;A;1235.0
692153;A;1235.0
692154;A;1235.0
692155;A;1235.0
692156;A;1235.0
692157;A;1235.0
692158;A;1235.0
692159;A;1235.0
692160;A;1235.0
692161;A;1235.0
692162;A;1235.0
692163;A;1235.0
692164;A;1235.0
692165;A;1235.0
692166;A;1235.0
692167;A;1235.0
692168;;1303.0
692169;A;1235.0
692170;A;1235.0
692171;A;1235.0
692172;A;1235.0
692173;A;1235.0
692174;A;1235.0
692175;A;1235.0
692220;B;982.0
692221;A;1042.0
692222;A;1042.0
692223;A;1042.0
692224;;1303.0
692225;;1303.0
692226;;1303.0
692227;;1303.0
692228;;1303.0
692229;;1303.0
692230;;1303.0
692231;;1303.0
692232;;1303.0
692233;;1303.0
692234;;1303.0
692235;;1303.0
692236;;1303.0
692237;;1303.0
692238;;1303.0
692239;A;1235.0
692240;A;1235.0
692241;A;1235.0
692242;A;1235.0
692243;A;1235.0
692244;A;1235.0
692245;A;1235.0
692246;A;1235.0
692247;A;1235.0
692248;A;1235.0
692249;A;1235.0
692250;A;1235.0
692251;A;1235.0
692252;A;1235.0
692253;A;1235.0
692254;A;1235.0
692255;A;1235.0
692256;A;1235.0
692257;A;1235.0
692258;A;1235.0
692277;A;1235.0
692278;A;1235.0
692279;A;1235.0
692280;A;1235.0
692281;A;1235.0
692282;A;1235.0
692283;A;1235.0
692284;A;1235.0
692285;A;1235.0
692286;A;1235.0
692287;A;1235.0
692288;A;1235.0
692289;A;1235.0
692290;A;1235.0
692291;;1303.0
692292;A;1235.0
692293;A;1235.0
692294;A;1235.0
692295;A;1235.0
692296;A;1235.0
692297;A;1235.0
692298;A;1235.0
692299;A;1235.0
692300;A;1235.0
692301;A;1235.0
692302;A;1235.0
692303;A;1235.0
692304;A;1235.0
692305;A;1235.0
692306;A;1235.0
692307;A;1235.0
692308;A;1235.0
692309;A;1235.0
692310;A;1235.0
692311;A;1235.0
692312;A;1235.0
692313;A;1235.0
692314;A;1235.0
692315;A;1235.0
692316;A;1235.0
692317;A;1235.0
692318;A;1235.0
692319;A;1235.0
692320;A;1235.0
692321;A;1235.0
692322;A;1235.0
692323;A;1235.0
692324;A;1235.0
692325;A;1235.0
692326;A;1235.0
692327;A;1235.0
692328;A;1235.0
692329;A;1235.0
692330;A;1235.0
692331;A;1235.0
692332;A;1235.0
692333;A;1235.0
692334;A;1235.0
692335;A;1235.0
692336;A;1235.0
692337;A;1235.0
692338;A;1235.0
692339;A;1235.0
692340;A;1235.0
692341;A;1235.0
692342;A;1235.0
692343;A;1235.0
692344;A;1235.0
692345;A;1235.0
692346;A;1235.0
692347;A;1235.0
692348;A;1235.0
692349;A;1235.0
692350;A;1235.0
692351;A;1235.0
692352;A;1235.0
692353;A;1235.0
692354;A;1235.0
692355;A;1042.0
692357;A;1042.0
692360;C;760.0
692361;C;760.0
692362;A;1042.0
692363;A;1042.0
692364;A;1235.0
692365;A;1235.0
692366;A;1235.0
692367;A;1235.0
692368;A;1235.0
692369;A;1235.0
692370;A;1235.0
692371;A;1235.0
692372;A;1235.0
692373;A;1235.0
692374;A;1235.0
692375;A;1235.0
692376;A;1235.0
692377;A;1235.0
692378;A;1235.0
692379;A;1235.0
692380;A;1235.0
692381;A;1235.0
692383;A;1235.0
692384;A;1235.0
692385;A;1235.0
692386;A;1235.0
692387;A;1235.0
692388;;1303.0
692389;A;1235.0
692390;A;1235.0
692391;A;1235.0
692392;A;1235.0
692393;A;1235.0
692394;A;1235.0
692395;A;1235.0
692396;A;1235.0
692397;A;1235.0
692398;A;1235.0
692399;A;1235.0
692400;A;1235.0
692401;A;1235.0
692402;;1303.0
692403;A;1235.0
692404;A;1235.0
692405;A;1235.0
692406;A;1235.0
692407;A;1235.0
692408;A;1235.0
692409;A;1235.0
692410;A;1235.0
692411;A;1235.0
692412;A;1235.0
692413;A;1235.0
692414;A;1235.0
692415;A;1235.0
692416;A;1235.0
692417;A;1235.0
692418;A;1235.0
692419;A;1235.0
692420;A;1235.0
692421;A;1235.0
692422;;1303.0
692423;A;1235.0
692424;A;1235.0
692425;A;1235.0
692426;A;1235.0
692427;A;1235.0
692428;B;1561.0
692429;A;1447.0
692430;A;1447.0
692431;B;1561.0
692432;B;1561.0
692433;A;1447.0
692434;A;1447.0
692435;A;863.0
692436;B;1561.0
692437;A;1447.0
692439;B;1561.0
692440;A;1447.0
692441;B;1561.0
692442;B;1561.0
692443;A;1447.0
692444;B;982.0
692445;A;1042.0
692446;A;863.0
692447;A;863.0
692448;A;863.0
692449;A;863.0
692450;A;863.0
692451;A;863.0
692452;A;863.0
692453;A;863.0
692454;A;863.0
692455;A;863.0
692456;A;863.0
692457;A;863.0
692458;A;863.0
692459;A;863.0
692460;A;863.0
692461;A;1447.0
692462;B;982.0
692463;A;1042.0
692464;A;1042.0
692468;A;1447.0
692472;A;863.0
692473;A;863.0
692474;A;863.0
692475;A;863.0
692476;A;863.0
692477;A;863.0
692478;C;718.0
692479;C;718.0
692480;A;863.0
692482;B;1300.0
692483;A;1283.0
692484;B;1300.0
692485;A;967.0
692486;A;967.0
692487;;850.0
692488;A;1283.0
692489;D;321.0
692490;D;321.0
692491;A;1283.0
692493;B;1300.0
692495;A;863.0
692496;A;1283.0
692497;A;1283.0
692498;A;1283.0
692499;A;1283.0
692500;A;1283.0
692501;A;1283.0
692502;A;1283.0
692504;A;967.0
692505;;850.0
692506;B;850.0
692507;A;967.0
692508;B;850.0
692509;A;967.0
692510;D;315.0
692511;B;850.0
692512;C;718.0
692513;C;718.0
692515;B;939.0
692516;B;850.0
692517;A;967.0
692521;C;718.0
692522;A;863.0
692523;A;863.0
692524;C;718.0
692525;C;718.0
692526;A;863.0
692527;A;863.0
692528;A;863.0
692529;A;863.0
692530;A;863.0
692531;C;718.0
692532;A;863.0
692534;A;1140.0
692535;B;1294.0
692543;A;863.0
692545;A;863.0
692546;A;863.0
692547;A;863.0
692548;A;863.0
692549;A;863.0
692550;A;863.0
692551;A;863.0
692553;A;1140.0
692555;;1294.0
692556;C;875.0
692558;B;939.0
692559;A;863.0
692560;A;967.0
692561;A;967.0
692562;C;728.0
692567;D;321.0
692569;A;1283.0
692570;A;1283.0
692571;A;1283.0
692572;A;1283.0
692573;A;1283.0
692574;A;1283.0
692575;A;1283.0
692576;A;1283.0
692577;A;1283.0
692578;A;1283.0
692579;A;1283.0
692580;A;1283.0
692581;A;1283.0
692582;A;1283.0
692583;A;1283.0
692584;A;1283.0
692585;A;1283.0
692586;A;1283.0
692587;A;1283.0
692588;A;1283.0
692589;A;1283.0
692590;A;1283.0
692591;A;1283.0
692592;A;1283.0
692593;A;1283.0
692594;A;1283.0
692595;A;1283.0
692596;A;1283.0
692597;A;1283.0
692598;A;1283.0
692599;A;1283.0
692600;A;1283.0
