id;gruppo_catastale;quotazione_immobiliare_mq
574825;A;1078.0
574826;A;1078.0
574827;A;1078.0
574828;A;1078.0
574829;A;1078.0
574830;A;1078.0
574831;;1236.0
574832;;1236.0
574833;;1236.0
574834;;1236.0
574835;;1236.0
574836;;1236.0
574837;;1236.0
574838;;1236.0
574839;;1236.0
574840;;1236.0
574841;;1236.0
574842;;1236.0
574843;;1236.0
574844;;1236.0
574845;;1236.0
574846;;1236.0
574847;;1236.0
574848;;1236.0
574849;;1236.0
574850;;1236.0
574851;;1236.0
574852;;1236.0
574853;;1236.0
574854;;1236.0
574855;;1236.0
574856;;1236.0
574857;;1236.0
574858;;1236.0
574859;;1236.0
574860;;1236.0
574861;;1236.0
574862;;1236.0
574863;;1236.0
574864;;1236.0
