Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;20;Abitazioni civili;NORMALE;P;1650;2450;L;6;9;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;21;Abitazioni di tipo economico;OTTIMO; ;2000;3000;L;9,1;13,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;21;Abitazioni di tipo economico;NORMALE;P;1400;2100;L;5,8;8,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;13;Box;NORMALE;P;1250;1850;L;5,2;7,8;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;5;Negozi;NORMALE;P;700;1400;L;8;16;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C22;TO00010578;6;Uffici;NORMALE;P;880;1750;L;6;12;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;20;Abitazioni civili;OTTIMO; ;2400;3600;L;8,7;13,1;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;20;Abitazioni civili;NORMALE;P;1700;2550;L;6;9;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;21;Abitazioni di tipo economico;OTTIMO; ;1600;2400;L;8,2;12,3;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;21;Abitazioni di tipo economico;NORMALE;P;1100;1650;L;5,7;8,6;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;13;Box;NORMALE;P;970;1450;L;4,9;7,4;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;5;Negozi;NORMALE;P;600;1200;L;8;16;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;6;Uffici;NORMALE;P;800;1600;L;4,6;9,2;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C23;TO00010587;10;Laboratori;NORMALE;P;410;820;L;2,8;5,6;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;20;Abitazioni civili;NORMALE;P;1700;2600;L;5,5;8,3;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;20;Abitazioni civili;OTTIMO; ;2600;3900;L;8,5;12,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;21;Abitazioni di tipo economico;OTTIMO; ;1600;2400;L;8,1;12,1;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;21;Abitazioni di tipo economico;NORMALE;P;1050;1600;L;5,4;8,1;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;13;Box;NORMALE;P;860;1300;L;4,9;7,4;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;5;Negozi;NORMALE;P;580;1150;L;6,5;13;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;6;Uffici;NORMALE;P;780;1550;L;4,8;9,6;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C24;TO00010589;10;Laboratori;NORMALE;P;360;720;L;2,8;5,6;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;20;Abitazioni civili;OTTIMO; ;2300;3400;L;9,3;13,9;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;20;Abitazioni civili;NORMALE;P;1700;2500;L;6,8;10,2;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;21;Abitazioni di tipo economico;NORMALE;P;1500;2200;L;6,5;9,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;13;Box;NORMALE;P;1550;2350;L;6,2;9,3;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;14;Posti auto coperti;NORMALE;P;1150;1700;L;6,3;9,4;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;15;Posti auto scoperti;NORMALE;P;930;1350;L;5,2;7,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;5;Negozi;NORMALE;P;780;1550;L;6,9;13,8;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C3;TO00001052;6;Uffici;NORMALE;P;900;1800;L;5,4;10,8;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;20;Abitazioni civili;NORMALE;P;1800;2700;L;6,1;9,1;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;20;Abitazioni civili;OTTIMO; ;2550;3800;L;9;13,5;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;19;Abitazioni signorili;OTTIMO; ;2600;3900;L;8,2;12,4;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;19;Abitazioni signorili;NORMALE;P;1900;2800;L;5,4;8,1;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;13;Box;NORMALE;P;1550;2350;L;6,8;10,2;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;14;Posti auto coperti;NORMALE;P;1000;1500;L;6;9;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;15;Posti auto scoperti;NORMALE;P;760;1150;L;4,4;6,6;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;5;Negozi;NORMALE;P;800;1600;L;8,4;16,7;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C4;TO00001053;6;Uffici;NORMALE;P;1350;2550;L;6,5;13;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C5;TO00001054;20;Abitazioni civili;OTTIMO; ;2450;3700;L;8,3;12,5;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C5;TO00001054;20;Abitazioni civili;NORMALE;P;2050;3100;L;6,3;9,5;L
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C5;TO00001054;21;Abitazioni di tipo economico;NORMALE;P;1750;2450;L;7;10,5;L
